Sweep Start (s), 93.72086, 93.8847, 94.04854, 94.21238, 94.37622, 94.54006, 94.7039, 94.86774, 95.03158, 95.19542, 95.35926, 95.5231, 95.68694, 95.85078, 96.01462, 96.17846, 96.3423, 96.50614, 96.66998, 96.83382, 96.99766, 97.1615, 97.32534, 97.48918, 97.65302, 97.81686, 97.9807, 98.14454, 98.30838, 98.47222, 98.63606, 98.7999, 98.96374, 99.12758, 99.29142, 99.45526, 99.6191, 99.78294, 99.94678, 100.1106, 
Time (s), Sweep #1, Sweep #2, Sweep #3, Sweep #4, Sweep #5, Sweep #6, Sweep #7, Sweep #8, Sweep #9, Sweep #10, Sweep #11, Sweep #12, Sweep #13, Sweep #14, Sweep #15, Sweep #16, Sweep #17, Sweep #18, Sweep #19, Sweep #20, Sweep #21, Sweep #22, Sweep #23, Sweep #24, Sweep #25, Sweep #26, Sweep #27, Sweep #28, Sweep #29, Sweep #30, Sweep #31, Sweep #32, Sweep #33, Sweep #34, Sweep #35, Sweep #36, Sweep #37, Sweep #38, Sweep #39, Sweep #40, 
0.00016, -449.6506, -233.1894, -243.3518, -229.1916, -225.0718, -233.8913, -230.7785, -235.5088, -235.3562, -236.3327, -227.7268, -227.6047, -233.1589, -254.155, -236.2107, -250.8896, -244.5115, -229.5273, -228.7949, -236.9431, -243.5349, -232.1518, -241.3071, -234.227, -238.53, -238.2554, -238.4079, -232.8537, -244.603, -250.1572, -224.5835, -243.3518, -239.6897, -236.6684, -247.3496, -241.4292, -246.7698, -246.8918, -232.8232, -254.5517, 
0.00018, -454.747, -238.5605, -235.7224, -230.0461, -224.1868, -233.8913, -237.3398, -233.9829, -229.4358, -236.2107, -229.3137, -223.0881, -224.7361, -255.2231, -245.8542, -238.53, -230.5344, -228.9475, -244.0842, -228.4897, -232.6401, -226.323, -235.9055, -233.342, -230.9006, -233.7388, -239.2319, -238.9878, -234.1355, -252.2019, -229.4663, -237.7671, -218.2053, -236.9736, -233.342, -233.7693, -239.7812, -226.7502, -224.5224, -255.0095, 
0.0002, -452.9465, -235.2341, -229.4358, -237.7366, -223.4848, -215.8555, -229.3137, -215.3672, -226.323, -229.4358, -232.1213, -239.7812, -214.6042, -241.9785, -234.1965, -228.0625, -231.3584, -230.626, -229.863, -238.0417, -226.9333, -233.4336, -235.051, -224.1257, -243.5349, -234.8069, -231.2668, -235.4172, -229.802, -244.664, -233.0368, -239.0793, -215.886, -229.4968, -232.7012, -217.4729, -234.4101, -223.6985, -229.9241, -233.6167, 
0.00022, -439.946, -220.7688, -219.5786, -236.3327, -237.584, -224.5224, -221.6843, -231.7856, -232.5791, -221.0129, -244.3589, -230.1377, -239.4761, -228.7644, -245.2134, -231.6941, -246.312, -239.2014, -230.9311, -233.0979, -229.2527, -239.3845, -223.5154, -235.3257, -231.1448, -235.2952, -228.2151, -229.1306, -235.4172, -250.7676, -226.4451, -232.2434, -214.8179, -217.8696, -235.6308, -229.1611, -252.2324, -235.6614, -231.3889, -239.9033, 
0.00024, -468.2663, -232.6706, -220.0058, -220.9519, -232.8537, -226.5976, -225.3769, -238.2248, -239.1098, -234.9595, -221.074, -230.5039, -241.9785, -230.748, -238.4995, -232.457, -239.415, -229.4968, -237.0957, -238.591, -252.4765, -239.8118, -241.2766, -232.0298, -239.5371, -233.342, -228.7949, -222.7219, -240.6968, -249.8215, -226.6282, -234.3491, -226.4451, -244.1147, -247.3801, -244.603, -245.488, -240.3611, -236.4548, -255.7114, 
0.00026, -451.1154, -229.802, -219.3345, -224.0342, -225.0718, -224.7666, -243.5044, -227.5437, -246.1289, -240.9714, -222.1116, -228.3066, -225.8042, -245.3049, -240.6052, -229.5884, -236.9126, -225.499, -246.1594, -233.1894, -233.1894, -235.051, -227.2385, -242.5278, -246.0373, -236.9431, -228.032, -236.5464, -240.5747, -244.6946, -240.1169, -231.7246, -230.2903, -246.4035, -241.8869, -237.3703, -228.5508, -225.6516, -241.7954, -253.6667, 
0.00028, -430.6687, -231.2363, -223.4848, -223.3017, -239.4455, -225.6516, -226.9333, -221.5928, -240.9409, -233.6777, -231.7856, -229.863, -239.1709, -243.9316, -230.8091, -230.2292, -223.8205, -219.7007, -227.7268, -237.7671, -227.0249, -220.4941, -247.136, -232.3655, -237.9502, -231.3889, -232.4265, -242.833, -235.112, -239.5676, -219.8533, -233.7998, -222.905, -252.0798, -236.6379, -226.0788, -231.6636, -230.5649, -232.6706, -245.7932, 
0.0003, -446.08, -218.7241, -222.3862, -237.4009, -241.3376, -220.7993, -230.1072, -230.1682, -232.7927, -235.9971, -224.1868, -223.4848, -235.2952, -233.9219, -236.3022, -226.7807, -224.4919, -230.2292, -227.6963, -247.2275, -239.9338, -245.9763, -233.9524, -221.7759, -239.0183, -240.6357, -235.3562, -227.1164, -243.2602, -238.0723, -228.6423, -235.2036, -231.8467, -250.9812, -234.2881, -239.6286, -238.7131, -239.4761, -228.1235, -256.6269, 
0.00032, -465.2756, -232.0298, -229.3137, -251.0422, -225.8957, -226.9028, -220.0058, -241.2156, -237.645, -221.959, -220.6162, -237.0041, -227.8794, -219.6091, -236.5159, -243.9316, -247.4106, -235.1426, -235.0205, -231.2973, -241.7954, -233.9524, -219.487, -237.8281, -241.5207, -241.4597, -238.7742, -221.0129, -238.1943, -251.3474, -229.0085, -237.9807, -233.1894, -258.1223, -229.0085, -235.3257, -243.8401, -240.1169, -229.741, -252.6902, 
0.00034, -454.0757, -239.5066, -236.699, -234.5932, -229.1916, -237.3093, -235.2341, -240.239, -229.7104, -232.8843, -226.1399, -231.8772, -246.4951, -237.9502, -224.4309, -231.2973, -236.4548, -241.063, -231.8467, -248.6313, -238.9573, -244.4199, -238.7436, -239.8118, -246.1899, -233.6472, -247.197, -231.2363, -229.6494, -261.4182, -245.6406, -250.9507, -241.7038, -245.0303, -242.1616, -225.9873, -234.166, -246.0984, -242.009, -250.5234, 
0.00036, -443.6386, -233.4641, -233.5556, -244.7251, -230.4123, -229.6494, -224.3393, -224.1257, -238.9267, -246.8613, -226.7502, -235.2646, -234.7458, -248.7229, -234.166, -230.2903, -243.8706, -235.9971, -246.7698, -240.7883, -229.4663, -239.1709, -242.9245, -240.6968, -250.8591, -230.6565, -259.7397, -231.2668, -229.7715, -260.1364, -233.281, -230.748, -234.8374, -234.8984, -244.603, -245.7322, -239.2624, -227.9099, -239.0793, -250.8591, 
0.00038, -437.6267, -221.9285, -233.4946, -221.8674, -236.9736, -225.6516, -237.8281, -242.2226, -232.5486, -239.8423, -229.5884, -243.4128, -234.4712, -236.2717, -238.4995, -228.5508, -228.8254, -240.4526, -246.6477, -229.3137, -234.5322, -243.8401, -234.5627, -240.6968, -249.3332, -244.3589, -233.7998, -235.9971, -229.5884, -250.4929, -231.7246, -220.6467, -234.3186, -244.8166, -241.6733, -246.4035, -223.3017, -225.2549, -229.1306, -243.718, 
0.0004, -449.1013, -233.6167, -224.4309, -224.2173, -223.2712, -229.0696, -226.2619, -237.1262, -222.2947, -223.5459, -224.3699, -248.4787, -233.3725, -219.8838, -227.8489, -224.8887, -216.4048, -220.0974, -227.6658, -239.5066, -236.5464, -235.9971, -227.4216, -234.4407, -234.2576, -237.645, -218.8767, -234.9595, -239.2014, -248.5398, -226.3535, -232.9453, -237.0957, -254.7043, -228.1235, -240.8188, -223.6985, -235.8139, -227.4521, -243.6875, 
0.00042, -446.4463, -238.1638, -217.9612, -243.4433, -233.7998, -227.5437, -222.9355, -231.8467, -228.6118, -218.9682, -227.5742, -237.584, -244.6946, -237.5229, -233.0674, -232.6706, -229.6799, -223.668, -231.9993, -241.0019, -242.9245, -231.2973, -252.8428, -235.4783, -231.1142, -249.0281, -229.4968, -224.3699, -245.6711, -256.749, -230.687, -244.2063, -232.9453, -246.0679, -224.4919, -235.2036, -244.9692, -240.6052, -234.4712, -245.5796, 
0.00044, -458.5617, -228.6423, -225.4075, -234.1965, -232.5181, -234.6238, -218.7241, -234.7153, -236.8821, -234.1965, -251.9883, -237.0652, -242.4363, -234.6848, -244.0537, -225.499, -241.7038, -242.5278, -241.5513, -225.4685, -247.6548, -245.7322, -253.7278, -240.2085, -242.5583, -247.8989, -233.3725, -237.645, -240.3306, -256.1386, -220.5552, -248.0515, -230.626, -234.99, -247.6548, -234.8984, -247.0749, -233.9219, -227.5437, -251.7136, 
0.00046, -447.0871, -234.4101, -230.7785, -228.7949, -242.772, -244.7251, -228.7034, -236.9431, -235.5698, -242.4057, -236.6379, -235.2036, -232.396, -233.4946, -239.8118, -221.4402, -232.8843, -244.8166, -242.8025, -229.1001, -242.8025, -242.894, -258.0002, -242.9245, -238.4995, -246.6477, -252.6291, -241.7038, -237.5535, -259.2209, -236.5769, -241.3071, -238.9267, -249.4858, -252.6902, -233.1589, -233.5556, -227.7878, -238.1943, -246.312, 
0.00048, -448.6435, -240.6968, -224.7971, -228.5508, -222.5083, -236.3938, -239.354, -237.6145, -231.7856, -229.6799, -237.7671, -226.0483, -236.8821, -224.7056, -230.0766, -226.2619, -233.5556, -226.7197, -247.6548, -227.4827, -230.4734, -240.3, -240.4831, -228.7339, -233.7998, -237.9807, -256.3217, -219.8838, -224.0647, -244.7251, -227.208, -236.4243, -232.5181, -252.9038, -234.105, -232.8537, -236.3327, -223.3933, -241.8564, -247.258, 
0.0005, -442.601, -232.2434, -225.6821, -227.8794, -216.4048, -233.8608, -237.0041, -223.9731, -231.8772, -225.3769, -235.8445, -227.8183, -236.9431, -209.1416, -224.0952, -234.99, -232.8843, -230.7785, -233.1589, -239.415, -239.9033, -243.8096, -234.2881, -233.9219, -248.3872, -230.0461, -246.4341, -217.4424, -232.8537, -250.4014, -237.5229, -224.5224, -238.3469, -237.0957, -229.1306, -247.0444, -232.1213, -225.438, -241.7344, -253.3005, 
0.00052, -449.7116, -223.1186, -237.0041, -230.5649, -219.6091, -228.6118, -225.1328, -228.154, -230.5039, -222.2641, -229.5884, -233.4336, -220.9519, -222.5998, -240.8493, -236.0581, -238.3164, -233.9829, -235.051, -233.5251, -242.009, -242.2226, -239.1404, -235.6003, -238.3164, -242.1311, -212.9868, -230.9311, -229.0696, -248.2346, -236.1496, -253.8193, -224.9497, -233.1284, -240.4831, -241.185, -227.3301, -227.9099, -232.1518, -241.2766, 
0.00054, -453.9536, -227.3606, -237.4619, -221.1045, -232.2739, -227.6963, -222.3252, -229.1611, -239.9643, -229.4663, -205.7541, -235.6614, -227.7878, -241.3071, -235.3257, -242.1311, -241.2766, -225.7431, -225.5906, -233.7998, -224.9192, -237.3093, -243.8401, -244.8166, -233.2505, -231.3279, -197.728, -219.8838, -242.894, -257.3899, -230.8701, -242.6499, -241.3681, -233.8913, -239.4455, -232.396, -251.1338, -247.136, -234.4712, -238.3774, 
0.00056, -451.3596, -228.7949, -223.79, -231.511, -246.4341, -239.2014, -233.5862, -234.105, -240.9104, -242.1006, -221.8064, -237.8586, -227.208, -251.5, -236.6379, -238.1943, -244.3894, -251.0727, -238.0112, -243.1382, -228.978, -249.1501, -252.2934, -238.7742, -240.8188, -245.0913, -229.6494, -225.7126, -248.8755, -261.174, -230.1682, -239.8118, -250.3403, -239.5371, -232.0908, -230.6565, -239.9338, -238.3164, -234.3491, -232.5181, 
0.00058, -448.6435, -244.5725, -224.4919, -237.5229, -246.7087, -234.3186, -238.7436, -241.3987, -234.8374, -238.8047, -224.3699, -236.2412, -221.2265, -246.8003, -235.8445, -239.354, -227.9099, -248.2651, -247.8989, -239.4761, -234.2576, -248.4177, -232.2434, -222.9966, -235.6614, -240.6052, -226.1399, -235.7834, -240.6662, -251.3779, -226.6282, -236.9431, -236.76, -244.0842, -232.4875, -229.9241, -229.8325, -223.3933, -234.4712, -243.5349, 
0.0006, -453.5874, -231.3279, -231.9687, -220.8603, -233.1894, -234.227, -230.2903, -239.5676, -239.9949, -221.1655, -236.1802, -225.7126, -221.6233, -223.9731, -230.2292, -236.7905, -233.8608, -226.3535, -230.5954, -232.6096, -238.1943, -233.6167, -237.1262, -233.5251, -228.5202, -249.1806, -216.4963, -239.1098, -221.2876, -234.5017, -219.5481, -233.4336, -236.76, -245.0303, -230.3208, -237.0347, -233.9219, -236.5159, -225.5295, -241.0935, 
0.00062, -445.073, -225.8957, -225.5295, -247.7768, -220.6467, -242.1311, -226.7502, -228.4287, -225.1938, -238.0723, -246.7087, -240.9409, -216.5574, -223.3628, -229.1611, -226.9944, -233.7082, -234.0744, -233.5862, -232.9758, -246.2815, -229.8935, -219.365, -234.6848, -243.1992, -240.3916, -229.2527, -241.0935, -229.802, -246.2815, -224.8581, -234.8069, -238.6826, -236.821, -228.5508, -250.1877, -237.706, -252.7512, -238.8962, -238.1333, 
0.00064, -450.2304, -225.9263, -240.6357, -247.3496, -231.2973, -231.0837, -226.4451, -242.9245, -228.6728, -230.2292, -245.0913, -223.4238, -216.1606, -236.9126, -227.4216, -236.0886, -237.5535, -230.8396, -236.0276, -243.5654, -247.1055, -234.8984, -241.6733, -236.1191, -245.366, -238.4995, -227.9709, -226.6892, -233.3115, -247.6548, -235.2646, -230.748, -246.2815, -230.2292, -235.7834, -235.1426, -237.4314, -250.8286, -250.9202, -236.1496, 
0.00066, -455.2964, -233.0063, -232.0603, -243.4128, -228.0014, -238.4079, -242.2226, -242.7414, -231.8161, -223.7595, -242.1921, -225.7737, -219.3955, -241.4902, -233.9524, -241.8259, -241.5513, -226.8113, -238.2248, -243.1382, -233.8303, -249.9131, -254.216, -225.9263, -244.7861, -233.1894, -238.5605, -233.5556, -243.4433, -254.4907, -234.3186, -243.1687, -237.5535, -219.2734, -228.8865, -238.7131, -232.5181, -230.3818, -235.8445, -224.9497, 
0.00068, -467.3203, -235.3867, -213.292, -242.7109, -225.7737, -228.9475, -220.0669, -244.4809, -232.457, -248.8755, -241.4902, -235.4477, -220.4331, -232.457, -240.6052, -232.3655, -225.7737, -234.5322, -238.1943, -222.081, -218.541, -255.7724, -241.6428, -231.4194, -237.3398, -237.7366, -241.0325, -237.3398, -229.0085, -247.1665, -232.4265, -231.7246, -227.5742, -231.2668, -234.1965, -249.2417, -242.0701, -227.5437, -228.093, -246.9223, 
0.0007, -443.8828, -219.3955, -225.8957, -225.1633, -231.511, -211.0032, -220.8603, -234.8984, -234.8374, -223.2712, -238.7131, -228.7339, -233.0674, -232.3349, -236.6379, -234.105, -211.8882, -233.9524, -235.2036, -227.8489, -236.4243, -241.3376, -229.2222, -243.1382, -237.0041, -226.2925, -242.6804, -236.0581, -220.7077, -243.8706, -235.3257, -233.9829, -237.1567, -245.2134, -227.1775, -242.9856, -247.9599, -234.6543, -236.3022, -230.5649, 
0.00072, -436.4365, -201.6343, -227.5742, -223.3628, -242.4057, -228.6423, -236.9126, -235.0205, -230.2903, -230.4734, -247.5937, -231.511, -217.3813, -228.5813, -228.7949, -241.0325, -236.3327, -243.3823, -240.1474, -229.6189, -227.4521, -242.894, -233.0674, -233.6777, -243.4433, -238.1943, -231.511, -217.3813, -243.1687, -244.2978, -239.2624, -235.5393, -220.2805, -242.9856, -243.9011, -227.5437, -226.4145, -243.5959, -247.0139, -232.3349, 
0.00074, -461.7966, -227.6963, -216.0691, -226.9639, -235.3562, -232.7317, -223.9121, -223.668, -239.2319, -242.9856, -233.9829, -231.6636, -208.2566, -244.3284, -233.0674, -230.8396, -244.4504, -239.1709, -222.844, -233.5251, -231.9077, -239.6286, -240.3611, -226.7807, -240.2695, -248.2346, -232.8843, -232.9758, -229.9851, -257.0542, -239.2319, -232.1824, -227.4521, -235.1426, -242.4057, -232.1824, -238.4995, -240.4221, -231.4194, -247.4106, 
0.00076, -458.8974, -234.6543, -213.1394, -236.3938, -230.7785, -226.5061, -223.5459, -236.5464, -247.8684, -235.4477, -243.779, -254.1245, -208.6228, -254.2771, -247.7463, -234.2576, -247.0139, -228.7034, -222.3862, -232.6096, -231.1448, -250.9507, -241.0019, -240.0864, -232.1824, -238.8962, -233.1284, -241.7954, -221.135, -253.1479, -245.7627, -231.1753, -239.7202, -239.293, -238.6216, -244.9387, -230.2292, -242.4668, -241.7649, -248.1736, 
0.00078, -443.6386, -222.5998, -231.0837, -223.7595, -231.0532, -221.7148, -227.5742, -234.2576, -237.4314, -216.3132, -255.6504, -233.2505, -207.2495, -228.5813, -230.1377, -231.1142, -243.9927, -236.2412, -230.626, -235.8445, -240.5137, -240.178, -231.8467, -241.0935, -238.1943, -226.7502, -237.9807, -234.227, -240.4831, -247.1665, -236.1496, -245.5491, -249.9131, -228.917, -248.0515, -244.9692, -233.0674, -235.2036, -250.7065, -233.0979, 
0.0008, -440.5258, -243.9621, -232.1518, -225.8652, -233.0368, -236.6379, -234.1355, -231.2668, -218.1443, -233.342, -240.4831, -214.5737, -208.1955, -232.9453, -242.4668, -233.5862, -227.0554, -231.5415, -239.415, -243.0161, -228.4897, -227.0249, -217.3203, -227.7878, -243.8706, -241.185, -236.821, -249.6384, -230.1682, -235.0815, -229.1001, -243.7485, -221.7453, -232.9148, -217.1677, -239.6897, -226.5061, -229.5273, -237.6145, -240.9409, 
0.00082, -453.3432, -224.4004, -233.0368, -224.3088, -236.9431, -228.8865, -237.1872, -238.7436, -229.1916, -230.9311, -247.5327, -233.8303, -211.5525, -227.0554, -240.5442, -223.2712, -232.4265, -228.5202, -239.6897, -230.2598, -217.595, -232.457, -210.0571, -230.1072, -234.2576, -240.5442, -236.0276, -243.4433, -235.5698, -246.5867, -230.7785, -239.1098, -243.1687, -239.9338, -230.5344, -238.0417, -250.9507, -233.281, -240.8188, -242.772, 
0.00084, -451.5122, -228.8865, -222.3862, -231.9687, -228.4592, -222.6609, -224.3088, -234.0744, -239.354, -237.1262, -233.2505, -241.5818, -214.7873, -228.093, -238.0112, -236.2717, -226.9333, -228.6728, -237.645, -230.3818, -235.4172, -246.312, -227.8489, -241.0935, -243.8096, -229.5884, -250.4014, -248.021, -220.7383, -244.8166, -224.0952, -239.2624, -237.4619, -225.499, -258.0612, -249.6994, -250.5234, -235.4172, -226.0483, -243.5959, 
0.00086, -463.8108, -237.1872, -228.2151, -246.7698, -239.2319, -250.7981, -251.1033, -242.3142, -253.6973, -247.4106, -235.0815, -233.9219, -225.2549, -243.1992, -245.5796, -237.7976, -244.603, -243.0161, -235.4172, -241.2461, -239.0488, -237.3398, -225.9263, -248.082, -239.6592, -233.0979, -258.1833, -234.8069, -223.8511, -246.0373, -233.7998, -235.936, -229.741, -229.039, -242.8025, -249.6689, -247.5022, -234.3186, -236.0276, -239.0793, 
0.00088, -455.8762, -238.4079, -221.8674, -236.4243, -226.7502, -236.699, -249.3332, -238.4995, -239.6897, -229.9241, -244.9692, -231.6025, -236.8821, -237.5229, -240.3, -237.0957, -235.2036, -236.9126, -238.9573, -238.6216, -246.0068, -236.0276, -225.8347, -248.6924, -225.4075, -224.5224, -250.9507, -225.8957, -218.48, -246.2204, -221.9285, -240.4526, -239.4761, -233.4946, -234.9289, -246.9529, -243.5044, -235.4172, -242.1311, -236.7905, 
0.0009, -440.3733, -222.966, -226.323, -236.3022, -229.802, -225.3159, -224.0647, -237.1872, -227.3911, -229.2527, -248.9975, -242.009, -232.5181, -222.1421, -243.779, -227.2385, -227.6352, -216.3743, -233.2505, -233.6777, -239.2319, -229.2832, -213.6887, -238.9267, -239.5981, -242.2837, -214.0244, -230.8091, -215.2146, -251.2558, -234.8679, -219.7007, -233.342, -234.227, -225.7126, -219.1819, -232.8843, -228.032, -234.5627, -225.4685, 
0.00092, -448.1247, -236.2412, -224.0952, -226.0178, -238.53, -225.2854, -226.7807, -229.2527, -233.1894, -231.2973, -238.8047, -234.2881, -217.2898, -220.2805, -229.7104, -239.0793, -239.4761, -241.1545, -229.7715, -231.3889, -229.4968, -244.5725, -217.9612, -240.6662, -252.324, -246.9223, -241.7954, -221.8369, -238.9267, -253.9719, -238.53, -236.8821, -233.7693, -235.2952, -221.7759, -236.0581, -236.4243, -236.3938, -234.6543, -228.0625, 
0.00094, -458.6838, -243.3213, -240.7273, -238.1028, -242.0701, -221.1655, -230.2903, -231.7551, -225.1023, -226.5976, -236.6074, -222.5083, -220.6162, -241.4902, -227.4827, -232.0298, -234.4712, -226.5366, -226.9944, -240.0559, -239.0793, -251.3169, -215.9165, -235.5088, -237.2483, -238.7131, -239.2319, -225.0412, -231.4499, -242.6804, -230.2598, -233.22, -225.7737, -227.3911, -238.6216, -242.4973, -239.0488, -234.4712, -225.6516, -247.5632, 
0.00096, -444.5237, -237.9197, -229.741, -230.1987, -239.354, -236.4853, -228.8865, -231.6941, -225.438, -231.0227, -247.8074, -230.0156, -228.4287, -243.2602, -239.1098, -225.0718, -236.9431, -225.6821, -230.3208, -234.2881, -243.5654, -232.9453, -223.5459, -240.7578, -228.3371, -242.0701, -237.1872, -236.4853, -228.3066, -242.4668, -231.2973, -234.4712, -220.7993, -237.584, -257.9697, -244.2978, -222.7524, -224.2783, -219.2124, -243.3518, 
0.00098, -446.5073, -233.5251, -229.1001, -227.4216, -236.3022, -236.2107, -217.595, -235.2646, -240.3611, -235.4477, -225.3159, -231.7246, -224.4309, -238.7436, -242.772, -233.7998, -251.1033, -244.0537, -235.3867, -226.2619, -231.0227, -249.4858, -246.6782, -228.7644, -237.2788, -228.4897, -229.2527, -244.9997, -221.9895, -259.5261, -235.3257, -222.3557, -226.9028, -231.0837, -248.5703, -240.4221, -228.5202, -235.6919, -237.706, -233.22, 
0.001, -447.0871, -233.9829, -235.4783, -221.6538, -233.1589, -214.6348, -220.0669, -232.2434, -235.8139, -229.8325, -220.1279, -239.9033, -237.0957, -228.4592, -234.227, -235.5088, -244.9082, -237.4619, -237.3093, -228.4287, -239.5371, -242.9551, -242.1921, -228.3066, -238.3164, -230.9006, -241.1545, -234.5017, -232.3655, -239.7202, -236.9431, -238.3774, -234.3796, -233.9219, -243.4128, -229.6189, -235.4172, -246.312, -230.3208, -226.1094, 
0.00102, -451.0239, -232.2129, -219.7312, -217.1372, -241.4597, -224.0342, -240.6357, -231.4805, -235.2036, -232.2434, -208.8364, -241.6123, -234.227, -224.5835, -231.2973, -222.8745, -232.1213, -242.4363, -235.0205, -230.9922, -232.8232, -246.1594, -232.1213, -246.7698, -233.1894, -231.2668, -245.5185, -231.0532, -224.4919, -238.9573, -234.4101, -248.021, -230.626, -229.863, -240.4221, -237.0957, -230.2292, -231.7246, -228.2151, -223.6069, 
0.00104, -455.8762, -232.8537, -233.1284, -226.2619, -234.3186, -227.7573, -233.7693, -226.4451, -229.039, -228.5813, -217.0151, -234.166, -232.8537, -235.8445, -240.9104, -231.2973, -232.5181, -228.8865, -225.7431, -231.1448, -238.4079, -247.9294, -230.4429, -227.4827, -247.8989, -244.9387, -231.0837, -229.4663, -223.2102, -238.0723, -222.2641, -242.1311, -229.5273, -242.6194, -250.4624, -251.0117, -240.2085, -226.6892, -243.1077, -231.4194, 
