Sweep Start (s), 112.3071, 112.4709, 112.6347, 112.7986, 112.9624, 113.1263, 113.2901, 113.4539, 113.6178, 113.7816, 113.9455, 114.1093, 114.2731, 114.437, 114.6008, 114.7647, 114.9285, 115.0923, 115.2562, 115.42, 115.5839, 115.7477, 115.9115, 116.0754, 116.2392, 116.4031, 116.5669, 116.7307, 116.8946, 117.0584, 117.2223, 117.3861, 117.5499, 117.7138, 117.8776, 118.0415, 118.2053, 
Time (s), Sweep #1, Sweep #2, Sweep #3, Sweep #4, Sweep #5, Sweep #6, Sweep #7, Sweep #8, Sweep #9, Sweep #10, Sweep #11, Sweep #12, Sweep #13, Sweep #14, Sweep #15, Sweep #16, Sweep #17, Sweep #18, Sweep #19, Sweep #20, Sweep #21, Sweep #22, Sweep #23, Sweep #24, Sweep #25, Sweep #26, Sweep #27, Sweep #28, Sweep #29, Sweep #30, Sweep #31, Sweep #32, Sweep #33, Sweep #34, Sweep #35, Sweep #36, Sweep #37, 
0.00088, -449.9253, -230.5954, -242.0395, -210.7285, -221.959, -228.0625, -218.6936, -241.0019, -238.1333, -236.4548, -233.8608, -235.0815, -452.4277, -240.6357, -238.1638, -214.1465, -237.2178, -214.238, -233.1894, -232.0603, -194.0659, -211.2778, -207.0054, -232.1518, -234.9595, -219.5176, -212.2849, -241.5207, -227.147, -232.8843, -233.6777, -241.4902, -197.6365, -189.3357, -234.5322, -237.6145, -202.1836, 
0.0009, -442.54, -233.6777, -234.105, -215.6418, -234.6848, -222.966, -208.6533, -239.9643, -241.5513, -229.1916, -225.3159, -244.0842, -447.1482, -233.1284, -233.1589, -207.8598, -245.9153, -216.4048, -229.5273, -228.978, -211.3694, -216.4048, -208.8059, -238.8352, -234.9289, -217.4424, -224.4309, -237.3703, -236.699, -237.8281, -240.3, -231.9993, -199.4065, -202.855, -217.4424, -235.4477, -211.7661, 
0.00092, -453.3432, -242.6194, -224.7361, -206.4866, -217.1982, -228.8865, -212.529, -237.8891, -232.6096, -233.4946, -237.645, -224.4309, -447.6975, -230.0766, -234.99, -200.2915, -231.5415, -207.5852, -218.5105, -234.8374, -216.0691, -208.9585, -197.1177, -247.197, -241.3071, -209.1416, -215.0925, -222.8745, -232.6401, -237.5229, -234.99, -227.8489, -207.0664, -211.2473, -212.3459, -232.9453, -217.3813, 
0.00094, -448.613, -232.8843, -222.1116, -196.2021, -221.2571, -219.2734, -208.3176, -226.8418, -233.342, -239.3235, -239.5066, -224.675, -454.5639, -238.0112, -237.7366, -197.4228, -232.7317, -205.6626, -236.4853, -240.5442, -209.2942, -215.8555, -201.2681, -243.6875, -246.0679, -199.5896, -201.7258, -243.4128, -217.9306, -243.8401, -241.7344, -239.6592, -194.9509, -196.904, -216.008, -222.844, -209.3247, 
0.00096, -442.6316, -232.6096, -242.8025, -212.468, -227.6658, -217.9001, -206.5476, -240.6662, -241.063, -230.5954, -246.4646, -223.2407, -446.3547, -233.7388, -225.7431, -189.0915, -244.0537, -206.2729, -237.0041, -251.9577, -211.8271, -203.9231, -210.3928, -237.4619, -232.9148, -196.7514, -211.644, -235.2952, -246.9834, -246.2815, -234.2881, -238.7742, -203.7705, -190.8921, -222.3557, -229.1306, -211.6135, 
0.00098, -454.5334, -223.9426, -230.626, -210.8201, -230.3513, -220.4636, -208.5007, -243.2908, -237.5535, -235.051, -231.4499, -225.5295, -443.2419, -244.6335, -231.511, -200.4136, -234.8984, -204.6555, -236.1496, -244.0232, -204.7165, -210.2402, -214.8789, -247.8074, -209.935, -203.4043, -225.3159, -236.3633, -240.6052, -238.1638, -234.5322, -239.7202, -190.4953, -210.7895, -214.8179, -251.3169, -198.4604, 
0.001, -459.9655, -224.2478, -232.6706, -208.5312, -226.7502, -228.3066, -212.4985, -240.8188, -236.4243, -236.4548, -230.8396, -230.626, -453.4043, -236.1802, -242.6194, -195.7139, -241.0019, -197.3313, -230.1072, -242.7414, -205.1743, -208.5618, -210.8201, -236.6379, -215.5503, -213.6582, -226.9944, -239.2624, -225.3464, -240.8799, -235.5393, -232.3655, -191.8381, -206.8528, -214.0854, -239.4455, -201.4512, 
0.00102, -460.7895, -231.9993, -249.8215, -207.6462, -216.5879, -236.0276, -215.2146, -239.4455, -238.1638, -236.2107, -230.5344, -223.79, -452.2446, -218.8157, -243.9621, -198.1858, -241.6428, -209.7519, -236.6379, -235.1731, -213.3225, -204.8386, -209.3857, -241.0019, -213.2004, -204.3808, -246.4035, -235.7224, -246.2204, -248.5703, -239.5981, -249.9436, -193.8523, -208.8059, -219.1819, -236.7905, -213.8413, 
0.00104, -443.5471, -235.3257, -239.9643, -208.2871, -224.7361, -222.8135, -210.0266, -237.9502, -227.8794, -240.1474, -240.2085, -229.4663, -445.7444, -231.9382, -236.3938, -206.1203, -227.9404, -212.9563, -240.9714, -231.9993, -209.0806, -204.1672, -198.2773, -235.5088, -209.5383, -200.5051, -239.7812, -239.5066, -240.3611, -236.1802, -240.0559, -247.6243, -192.0212, -221.3486, -209.0195, -232.6706, -206.9748, 
0.00106, -449.9558, -237.2788, -243.5044, -213.7192, -229.0696, -225.438, -208.7143, -234.8984, -226.9944, -242.3142, -226.7197, -226.2619, -443.0893, -235.5393, -233.0063, -197.2702, -223.1797, -208.2261, -235.5393, -240.1474, -202.031, -222.7219, -205.7541, -235.5393, -202.092, -204.2893, -233.0979, -238.469, -225.5295, -234.8984, -248.2956, -244.0842, -201.8479, -227.6963, -225.8347, -225.8347, -202.4277, 
0.00108, -457.7988, -233.4031, -235.0205, -214.3601, -238.9878, -219.3345, -206.6391, -248.6313, -222.9355, -227.8794, -237.1567, -235.3257, -450.5966, -235.3257, -226.0788, -200.0473, -230.8396, -197.8806, -233.9219, -237.645, -210.4233, -215.8555, -205.2964, -237.645, -204.0757, -202.3667, -245.0608, -243.4433, -240.9714, -235.2646, -232.396, -229.4358, -199.9863, -236.7905, -208.043, -224.8581, -200.1084, 
