Sweep Start (s), 108.8212, 108.985, 109.1488, 109.3127, 109.4765, 109.6404, 109.8042, 109.968, 110.1319, 
Time (s), Sweep #1, Sweep #2, Sweep #3, Sweep #4, Sweep #5, Sweep #6, Sweep #7, Sweep #8, Sweep #9, 
0, -453.6179, -219.0293, -223.2407, -231.9687, -241.7954, -227.7573, -226.3535, -239.0793, -232.2129, 
2E-05, -459.2331, -210.1487, -232.0298, -234.8069, -249.6689, -233.5556, -239.5676, -241.3987, -238.3164, 
4E-05, -461.2778, -206.5781, -224.0647, -239.5981, -232.1213, -223.79, -239.5676, -236.3022, -242.1616, 
6E-05, -441.4719, -208.2566, -228.4897, -216.8931, -223.1492, -241.3681, -225.4685, -241.6428, -231.4499, 
8E-05, -443.1504, -211.2778, -210.9421, -231.8467, -234.4101, -237.4314, -225.6516, -247.0444, -231.9077, 
0.0001, -441.8076, -227.0554, -221.5317, -237.5535, -242.7109, -222.9966, -236.1802, -244.4809, -235.5088, 
0.00012, -453.8315, -227.4521, -244.2673, -224.3393, -228.7644, -235.4172, -242.5889, -224.3088, -238.1028, 
0.00014, -453.9841, -213.353, -226.4756, -224.0036, -237.9502, -240.3916, -234.105, -237.0957, -235.2646, 
0.00016, -454.5945, -213.9939, -216.4963, -228.1846, -233.3115, -248.3872, -225.1328, -231.511, -229.7715, 
0.00018, -453.4653, -218.9682, -235.1731, -223.0576, -232.2129, -220.7993, -219.6702, -231.1753, -227.6963, 
0.0002, -449.6201, -212.2239, -234.3796, -234.8679, -231.8772, -221.196, -215.4587, -224.7971, -213.3835, 
0.00022, -443.8217, -212.9868, -225.2549, -244.2063, -246.7698, -238.1638, -225.4685, -223.9731, -198.9487, 
0.00024, -445.7749, -221.959, -234.5017, -234.6543, -224.3699, -236.8821, -226.5976, -230.8091, -203.801, 
0.00026, -446.2021, -219.4565, -245.0913, -224.8887, -231.1753, -234.1965, -228.7949, -235.4172, -226.5366, 
0.00028, -445.4087, -224.9192, -228.0014, -231.5415, -233.22, -229.1611, -231.8161, -237.4924, -230.3513, 
0.0003, -460.698, -224.675, -232.1824, -233.5251, -226.5976, -230.9922, -243.4739, -225.0718, -238.0112, 
0.00032, -458.165, -218.48, -244.8472, -232.8232, -232.3044, -235.4477, -235.9055, -228.3371, -234.6848, 
0.00034, -448.3383, -228.2761, -246.1289, -241.0019, -232.2739, -238.1028, -224.5835, -243.3213, -230.1377, 
0.00036, -445.8664, -217.1372, -228.978, -229.6799, -222.844, -227.5437, -225.499, -236.3633, -217.1982, 
0.00038, -454.3503, -219.0903, -227.4521, -232.8232, -241.185, -223.3933, -240.5747, -229.1916, -214.4822, 
0.0004, -440.1902, -218.9072, -235.1426, -227.4521, -245.366, -242.8635, -245.8542, -231.7856, -222.2947, 
0.00042, -455.7236, -215.0315, -228.6118, -238.7742, -239.5371, -239.6592, -243.2908, -231.3889, -234.7764, 
0.00044, -452.0615, -218.6326, -231.7246, -221.0129, -224.3699, -231.4805, -229.9851, -244.0232, -247.1665, 
0.00046, -457.1884, -208.5923, -228.2151, -222.7829, -205.0217, -218.6631, -234.4712, -219.9448, -242.6499, 
0.00048, -453.5569, -218.4189, -223.5154, -230.2598, -227.2995, -236.3327, -228.7339, -238.7742, -239.4761, 
0.0005, -445.3781, -215.7639, -218.0832, -224.675, -234.4712, -229.5578, -224.2173, -230.7785, -234.5322, 
0.00052, -457.6767, -219.7007, -222.844, -229.1306, -224.4309, -235.5698, -229.4358, -230.1987, -228.4897, 
0.00054, -456.395, -210.2402, -229.5273, -222.8135, -220.0669, -229.6799, -216.5574, -222.4473, -236.2717, 
0.00056, -445.7444, -208.2261, -235.6308, -225.2549, -222.5998, -218.48, -225.7737, -235.9665, -229.6494, 
0.00058, -450.9629, -228.7644, -233.1894, -231.0227, -225.438, -232.7317, -238.3164, -233.7693, -237.1262, 
0.0006, -450.8408, -214.5432, -234.5932, -238.53, -232.3044, -248.2956, -239.9643, -231.1753, -241.7344, 
0.00062, -462.8647, -213.6887, -241.5513, -218.8462, -226.8723, -246.6782, -239.4761, -235.3867, -234.4407, 
