Sweep Start (s), 11.12736, 11.2912, 11.45504, 11.61888, 11.78272, 11.94656, 12.1104, 12.27424, 12.43808, 12.60192, 12.76576, 12.9296, 13.09344, 13.25728, 13.42112, 13.58496, 13.7488, 13.91264, 14.07648, 14.24032, 14.40416, 14.568, 14.73184, 14.89568, 15.05952, 15.22336, 15.3872, 15.55104, 15.71488, 15.87872, 16.04256, 16.2064, 16.37024, 16.53408, 16.69792, 16.86176, 17.0256, 17.18944, 17.35328, 17.51712, 17.68096, 17.8448, 18.00864, 18.17248, 18.33632, 
Time (s), Sweep #1, Sweep #2, Sweep #3, Sweep #4, Sweep #5, Sweep #6, Sweep #7, Sweep #8, Sweep #9, Sweep #10, Sweep #11, Sweep #12, Sweep #13, Sweep #14, Sweep #15, Sweep #16, Sweep #17, Sweep #18, Sweep #19, Sweep #20, Sweep #21, Sweep #22, Sweep #23, Sweep #24, Sweep #25, Sweep #26, Sweep #27, Sweep #28, Sweep #29, Sweep #30, Sweep #31, Sweep #32, Sweep #33, Sweep #34, Sweep #35, Sweep #36, Sweep #37, Sweep #38, Sweep #39, Sweep #40, Sweep #41, Sweep #42, Sweep #43, Sweep #44, Sweep #45, 
0.00076, -235.8445, -233.5862, -209.9045, -234.0439, -220.6467, -230.1682, -233.6777, -227.3606, -243.9927, -237.5229, -227.2995, -446.7514, -243.7485, -229.7104, -249.8826, -229.741, -212.8342, -247.5937, -221.196, -237.9197, -220.9519, -232.8232, -228.2761, -229.0696, -219.4565, -221.7148, -221.7759, -240.7578, -249.0281, -232.7012, -211.3999, -229.863, -236.6379, -227.4827, -225.0412, -234.9289, -234.99, -236.699, -230.9006, -229.5884, -226.2009, -235.0815, -237.9197, -252.1714, -234.8984, 
0.00078, -243.4739, -235.1731, -210.6064, -238.469, -234.0744, -229.9851, -242.1616, -240.1474, -241.2156, -235.6308, -229.3747, -463.1089, -237.584, -234.4101, -233.22, -241.7038, -201.3291, -233.8303, -238.6216, -212.1933, -238.3164, -233.5862, -238.591, -235.2646, -233.9829, -229.0696, -238.0112, -235.8139, -250.3098, -219.9143, -220.5246, -228.2761, -247.0139, -230.5344, -245.9458, -227.9709, -233.0063, -237.9197, -231.6941, -230.5649, -242.8635, -233.1284, -227.4216, -233.4946, -245.0608, 
0.0008, -237.3093, -227.7878, -216.5574, -232.9148, -234.6238, -219.0598, -228.6728, -240.9409, -234.4101, -225.8652, -235.051, -453.3432, -234.6543, -235.2952, -238.3469, -232.7622, -206.8528, -236.4853, -236.4243, -216.008, -211.1557, -242.5278, -234.5932, -237.0041, -224.0647, -233.1589, -226.7502, -231.1142, -253.0259, -240.3306, -217.8696, -226.4756, -230.4429, -234.1965, -235.7834, -232.2434, -230.7175, -227.2995, -230.4734, -227.2385, -238.2248, -230.4429, -236.7905, -234.227, -234.6543, 
0.00082, -230.1072, -237.3093, -220.9519, -229.6494, -232.396, -236.2412, -246.8308, -231.9687, -222.9966, -237.4009, -230.9006, -454.4724, -232.6401, -232.5181, -239.9338, -230.9006, -205.3574, -230.9311, -236.6074, -234.105, -234.3796, -237.4924, -237.8891, -253.0259, -230.0156, -235.9055, -234.2881, -218.2053, -248.2956, -235.875, -221.6233, -248.1125, -225.7126, -235.3867, -231.2363, -238.3469, -239.9643, -219.9448, -234.1965, -225.3464, -234.3796, -239.2014, -242.8025, -228.0014, -226.4145, 
0.00084, -235.2952, -229.0085, -232.5486, -235.5393, -230.687, -238.3774, -231.8467, -222.2031, -212.9258, -243.4128, -234.3796, -455.0827, -231.9382, -228.3066, -242.9245, -224.3699, -202.8855, -231.9993, -230.6565, -237.1567, -241.124, -245.427, -240.6968, -232.5181, -236.0276, -224.8581, -229.4663, -232.8843, -251.9272, -228.978, -237.4924, -224.7056, -233.281, -232.2434, -247.8684, -234.8374, -236.4243, -217.3203, -234.9289, -230.0766, -230.5039, -233.8608, -235.0815, -226.6587, -229.3747, 
0.00086, -235.051, -216.7099, -242.5583, -242.7414, -240.2695, -236.1191, -225.1938, -225.1328, -222.6609, -238.4079, -253.4836, -450.1084, -242.1311, -232.2129, -234.4407, -240.1169, -199.1318, -230.1987, -217.5644, -227.8794, -240.3, -231.8467, -233.4946, -222.4778, -246.2815, -243.8096, -233.4336, -248.8144, -253.4531, -232.8843, -243.8706, -216.2522, -230.687, -231.8161, -254.0635, -227.1164, -235.7224, -235.9055, -224.3088, -240.9714, -241.2766, -237.0041, -226.1704, -239.2624, -231.7246, 
0.00088, -240.4831, -233.0063, -233.1589, -225.4075, -237.9502, -244.7251, -222.905, -229.741, -225.4075, -236.8821, -231.4194, -444.1269, -227.9404, -238.5605, -231.3889, -234.105, -189.7019, -234.166, -230.1682, -241.9175, -232.8537, -243.8096, -219.9448, -240.7578, -234.4407, -225.0107, -236.821, -234.105, -253.0259, -226.6892, -238.2248, -218.9988, -235.1426, -233.8608, -217.5644, -231.2668, -233.9219, -249.4553, -218.1748, -231.572, -223.3628, -226.5671, -231.5415, -230.7785, -241.7649, 
0.0009, -228.3677, -234.3796, -223.729, -225.0107, -236.2717, -230.1377, -224.614, -239.6592, -231.0227, -235.2646, -241.0325, -439.0305, -214.7873, -239.3845, -236.699, -240.5747, -197.4839, -226.8418, -237.1567, -235.6308, -230.8396, -237.7976, -228.7644, -236.1191, -221.6538, -226.9639, -239.1098, -239.3235, -239.8423, -228.8559, -248.7229, -213.7803, -244.1147, -241.4902, -234.2576, -227.6963, -229.5273, -238.3774, -232.3044, -225.7737, -228.5813, -224.5835, -223.1492, -220.4941, -234.99, 
0.00092, -224.4004, -234.227, -226.1704, -232.7012, -232.396, -238.8047, -218.9988, -227.8183, -232.7317, -234.2881, -235.5698, -440.007, -220.311, -229.5884, -243.657, -236.7905, -207.4326, -238.2248, -228.1235, -246.1594, -229.4663, -236.699, -240.8188, -229.5884, -223.3628, -246.5561, -226.2009, -244.5725, -233.6777, -241.063, -253.209, -232.5181, -240.5747, -236.8515, -257.0542, -234.5627, -234.4407, -237.7366, -241.3376, -230.1377, -227.4827, -230.7175, -239.4761, -242.4668, -226.2314, 
0.00094, -242.3752, -240.6968, -208.2261, -242.772, -233.0979, -240.3916, -229.3137, -223.8511, -232.0298, -235.5698, -226.0788, -448.1552, -227.9404, -226.7197, -229.802, -231.0227, -209.2942, -250.737, -237.1262, -228.5202, -233.7998, -253.8804, -220.8909, -238.6826, -224.7971, -234.8679, -218.2053, -225.499, -243.9316, -232.0298, -245.7627, -229.9546, -241.8564, -226.9028, -250.8286, -233.4641, -227.7878, -236.8515, -229.1001, -243.9621, -231.8467, -237.706, -239.8423, -240.3611, -230.626, 
0.00096, -245.8237, -237.0957, -209.5383, -234.6848, -239.6592, -233.1284, -223.3933, -230.1682, -231.572, -228.6728, -229.3137, -452.0615, -235.4172, -230.2292, -227.4521, -237.2788, -210.8811, -240.1474, -227.5742, -229.1916, -243.4128, -257.7561, -226.0788, -248.8144, -241.124, -236.0886, -225.9263, -238.591, -254.3992, -233.4336, -255.7419, -225.9263, -246.1899, -221.2265, -231.0532, -232.5181, -213.9023, -221.8064, -225.9568, -244.9387, -240.4221, -222.7829, -228.8254, -246.2204, -229.9241, 
0.00098, -223.729, -227.3606, -195.2256, -227.9709, -230.8396, -234.227, -232.9453, -221.2265, -222.5388, -221.074, -242.2226, -449.7116, -225.0718, -221.7759, -222.905, -237.7366, -224.7361, -240.3, -233.6472, -226.1704, -233.4641, -234.5322, -239.1404, -234.5322, -228.7339, -239.7507, -201.9089, -248.3262, -241.063, -236.8821, -248.6313, -223.6985, -244.2063, -229.5273, -238.4995, -227.1164, -233.0674, -244.7251, -231.1142, -235.1731, -227.5437, -219.4565, -233.9524, -239.8118, -232.8232, 
0.001, -228.1846, -223.4848, -204.4724, -242.5889, -218.2663, -234.0134, -249.9741, -225.4075, -223.6069, -201.7258, -239.7812, -439.4883, -238.7742, -224.9497, -229.1916, -230.8091, -215.001, -233.6777, -230.9311, -234.3796, -228.6728, -234.5627, -236.1496, -209.0806, -223.3933, -242.5889, -215.7029, -220.5552, -250.1572, -231.0532, -241.0325, -229.4053, -229.1916, -236.76, -239.293, -233.8608, -236.699, -240.178, -242.0395, -239.5066, -232.6706, -237.0347, -230.9922, -228.3066, -234.227, 
0.00102, -248.5703, -223.729, -216.2217, -240.4831, -226.8723, -239.9643, -229.863, -218.8157, -238.4079, -215.4892, -241.4902, -443.2419, -236.3633, -217.5644, -240.4831, -225.438, -204.5334, -247.8379, -224.7056, -236.0581, -234.7764, -236.6379, -228.3066, -216.3437, -220.4941, -224.8581, -247.9905, -231.0837, -236.1496, -230.0156, -240.5747, -226.4756, -233.8303, -232.2434, -247.0444, -234.6848, -224.7971, -232.3044, -233.1589, -221.5928, -229.2222, -233.1589, -236.1802, -235.3867, -220.0974, 
0.00104, -236.6074, -236.3633, -232.7622, -241.3987, -228.093, -238.8047, -231.9077, -234.8374, -222.7219, -232.5791, -230.9922, -448.5825, -233.342, -229.6799, -244.2673, -233.8608, -211.0642, -225.499, -229.1916, -238.1638, -228.3677, -236.3633, -238.1028, -226.3535, -222.3252, -223.729, -246.4951, -235.9055, -234.105, -234.0134, -224.7056, -223.9731, -227.0554, -233.1589, -250.3098, -223.6985, -234.4407, -234.3491, -230.5649, -230.3208, -234.3186, -225.4075, -235.936, -233.5862, -223.9426, 
0.00106, -230.8396, -223.6374, -235.0815, -224.0342, -237.0041, -234.9595, -231.8772, -242.5889, -243.4128, -236.3327, -239.0488, -444.9204, -235.5088, -248.6008, -229.2527, -240.2695, -239.2014, -224.3088, -235.9055, -237.3093, -227.0249, -237.3093, -231.8161, -220.4941, -237.9502, -239.5981, -224.1257, -228.8559, -245.8542, -231.7246, -227.1775, -233.1589, -220.2805, -242.2837, -230.6565, -231.511, -234.1965, -227.7878, -223.4543, -243.0466, -229.2527, -231.2973, -234.5627, -229.5578, -244.3894, 
0.00108, -225.7737, -234.166, -224.0647, -230.687, -241.9175, -253.1174, -236.5464, -239.6286, -234.7764, -226.9944, -238.4995, -441.2278, -245.1523, -230.5039, -228.6118, -237.0041, -234.8069, -234.105, -233.0063, -239.5066, -236.9126, -230.7785, -233.342, -234.5932, -241.9175, -232.0908, -222.7219, -226.2619, -242.4363, -231.572, -231.2363, -240.5442, -238.7742, -246.5561, -231.8467, -234.4407, -239.1404, -240.4221, -223.5154, -228.2761, -242.2226, -236.9431, -235.9055, -229.4053, -234.99, 
0.0011, -230.8091, -232.1213, -216.0996, -241.2156, -223.0271, -243.5349, -243.8706, -228.3066, -229.2832, -246.6782, -231.1753, -447.8806, -235.3562, -224.614, -233.8303, -236.9736, -237.7976, -236.8821, -228.7339, -231.0837, -237.0957, -230.9006, -227.6047, -238.4385, -228.8559, -228.7949, -225.9263, -221.1655, -252.9953, -238.2859, -227.2385, -243.6264, -231.8772, -236.2717, -244.603, -221.8064, -232.4875, -242.7109, -227.2995, -242.7109, -235.4172, -230.687, -238.4385, -222.5388, -227.6047, 
0.00112, -240.239, -237.3398, -197.9416, -219.0293, -239.8118, -238.3469, -237.5535, -233.3725, -233.4946, -231.2668, -237.584, -443.3945, -229.0085, -230.5649, -239.6592, -244.9082, -237.645, -248.3567, -225.9568, -235.8139, -240.8188, -238.0112, -225.9568, -226.2619, -236.1802, -221.5012, -229.8325, -236.5464, -255.1926, -232.1824, -235.8139, -227.6352, -219.9753, -229.863, -258.4885, -234.166, -220.0364, -237.4924, -233.1284, -234.9289, -224.1562, -225.5906, -234.166, -228.1235, -235.7834, 
0.00114, -242.3752, -235.1426, -203.0076, -217.7781, -247.8074, -242.2532, -239.415, -239.8423, -239.1404, -231.8161, -234.166, -442.3264, -228.1235, -238.8047, -238.9267, -240.9409, -237.4619, -241.3376, -238.4079, -238.7742, -232.4265, -237.3093, -223.3628, -225.5906, -234.166, -226.7502, -232.3044, -240.178, -239.415, -236.6684, -238.8047, -226.8418, -230.5649, -227.9404, -246.8918, -241.4597, -231.2973, -226.1704, -232.8843, -217.5034, -246.4035, -224.5224, -246.0679, -253.0564, -245.5796, 
0.00116, -238.1638, -226.6587, -206.0288, -248.6008, -243.1382, -233.1589, -230.9617, -225.1938, -232.9453, -241.0019, -233.2505, -457.4936, -229.4663, -247.9905, -231.9077, -240.5442, -227.8489, -246.7087, -242.9245, -233.281, -226.4451, -234.8984, -230.1377, -241.6428, -242.4668, -230.0461, -223.6069, -226.3535, -243.718, -219.365, -235.7834, -239.354, -246.1289, -232.9758, -231.6636, -234.4407, -232.0603, -247.6243, -242.8635, -228.2456, -238.8352, -223.668, -231.5415, -239.0793, -233.22, 
0.00118, -230.0766, -226.0483, -217.656, -244.3589, -244.4504, -229.6799, -225.0718, -233.9829, -226.4451, -227.0859, -241.3071, -444.4626, -238.8352, -223.9426, -237.6145, -255.2536, -236.7295, -228.7034, -230.3818, -238.4995, -234.9289, -237.3093, -223.6374, -243.9011, -235.0205, -234.5627, -244.1147, -231.8161, -241.0019, -234.3796, -240.6052, -230.1072, -243.5654, -225.8652, -246.8613, -235.6919, -233.1284, -233.5556, -227.6352, -238.7436, -230.8091, -217.6255, -215.1535, -222.7524, -233.0063, 
0.0012, -224.9497, -244.664, -227.3911, -235.6614, -232.2434, -237.584, -226.1704, -222.2947, -235.3867, -223.0881, -235.2341, -439.4577, -228.6728, -217.5339, -236.7905, -230.3513, -246.5867, -221.5317, -235.6919, -228.5202, -242.772, -227.7878, -231.9687, -233.1284, -237.6755, -220.4331, -231.3584, -232.1213, -238.0112, -232.7012, -253.1785, -228.5813, -237.1262, -218.3274, -238.4079, -233.9219, -238.53, -222.5693, -238.469, -219.1514, -239.9949, -233.3725, -233.22, -224.2783, -235.2646, 
0.00122, -236.2717, -241.7649, -219.3039, -229.7104, -234.0744, -225.5906, -237.4314, -238.0112, -229.039, -229.4663, -227.0249, -443.1198, -232.5486, -235.1426, -237.0041, -231.9687, -236.0886, -220.1889, -220.8909, -237.9807, -235.3562, -236.1802, -229.741, -242.9856, -234.6848, -218.8462, -228.3066, -225.7737, -238.53, -237.0041, -237.6145, -230.3818, -222.5388, -232.2739, -218.1443, -224.4614, -221.4402, -239.6897, -233.6777, -233.6472, -232.1518, -238.8352, -235.6919, -226.9028, -223.729, 
0.00124, -231.9382, -232.7927, -207.8904, -234.4101, -225.438, -234.5017, -231.0837, -256.5049, -237.7366, -242.4973, -225.9568, -449.6201, -242.3142, -232.6706, -240.3916, -245.4575, -237.5229, -241.063, -239.8423, -233.0368, -238.8657, -233.2505, -220.9824, -229.0696, -227.7878, -240.9104, -237.4009, -225.6516, -236.9126, -234.9289, -222.3252, -246.2204, -228.2456, -232.5181, -224.1868, -231.8772, -228.5508, -237.0347, -236.8821, -232.5486, -230.1377, -244.5725, -227.8183, -228.3677, -226.7197, 
0.00126, -233.4641, -234.9595, -213.8108, -236.699, -227.3911, -241.3987, -228.032, -243.8096, -238.8047, -236.4853, -218.4189, -449.1623, -238.591, -234.8069, -226.7807, -239.1098, -244.3589, -247.1665, -239.2319, -236.7295, -238.1943, -230.3818, -220.5552, -237.5229, -235.051, -229.863, -233.1284, -230.3208, -235.051, -225.1023, -241.6428, -237.0347, -231.5415, -232.3655, -231.633, -229.3747, -221.7148, -235.112, -222.1421, -241.7649, -232.9758, -225.9568, -234.4407, -231.9077, -232.0298, 
0.00128, -252.0493, -243.1077, -213.292, -248.4177, -250.5234, -224.614, -233.6167, -230.8091, -226.2314, -240.6968, -229.3442, -448.7656, -232.1518, -228.3066, -228.0625, -226.3535, -244.1452, -240.5747, -235.2952, -241.063, -243.2908, -237.0041, -227.5437, -243.3823, -236.3938, -243.1382, -232.7622, -226.6892, -246.4646, -227.269, -240.5137, -233.9219, -237.3093, -238.4079, -228.3982, -231.2058, -232.1824, -235.1731, -229.3137, -232.6096, -220.5246, -234.8069, -217.1372, -229.3442, -236.4243, 
0.0013, -230.5344, -240.5137, -207.4021, -234.6543, -239.5371, -251.5, -214.6653, -237.706, -223.5154, -235.0205, -233.1589, -454.0757, -225.9263, -225.3769, -229.4968, -229.5273, -253.209, -230.2598, -235.7529, -242.5278, -239.7202, -232.0603, -245.0913, -220.7688, -227.4827, -239.5981, -230.4734, -230.5649, -241.063, -231.6941, -233.281, -233.1894, -229.6799, -247.9294, -229.3137, -227.9404, -216.4658, -240.239, -240.2085, -225.499, -240.3916, -221.8064, -226.384, -231.8772, -227.1775, 
0.00132, -236.3327, -237.2178, -214.5737, -218.9072, -242.3142, -233.4641, -211.644, -228.2761, -234.5627, -226.5366, -246.0679, -445.3781, -233.8303, -229.2832, -224.0647, -222.1726, -238.7131, -223.79, -224.9497, -240.1474, -234.2881, -225.1023, -251.5, -252.2629, -229.1611, -227.0859, -229.4968, -225.2549, -228.8254, -238.1943, -214.2991, -228.0625, -239.8118, -233.6777, -227.1775, -216.5268, -244.7251, -222.6914, -237.645, -227.0554, -233.3725, -221.1655, -236.5464, -216.3132, -223.5459, 
0.00134, -232.3349, -241.124, -220.6467, -231.7246, -232.8232, -235.9971, -212.0713, -231.7856, -236.6379, -233.9829, -233.8608, -455.6931, -230.1682, -236.3022, -225.8042, -221.2876, -232.0603, -226.1094, -234.4712, -226.5671, -225.6821, -239.9033, -232.396, -238.5605, -235.9055, -231.9687, -226.2009, -230.2292, -233.6777, -241.7649, -238.4079, -228.1235, -235.8445, -231.6941, -228.2151, -213.7192, -238.1943, -228.8254, -230.4429, -223.4238, -214.7873, -216.1911, -239.2624, -222.2031, -235.0815, 
0.00136, -225.8652, -228.6423, -220.0364, -230.9922, -225.6516, -246.312, -201.5732, -229.4358, -236.5159, -244.3589, -240.6052, -437.8708, -226.2619, -234.6848, -235.936, -240.9104, -229.2222, -236.6684, -242.4363, -234.1965, -223.4543, -233.342, -239.2319, -220.311, -238.6521, -232.6096, -237.9197, -233.1894, -240.0254, -231.0227, -240.8188, -228.8254, -236.6379, -247.8684, -229.4358, -216.9846, -227.3301, -242.3752, -229.9546, -224.1257, -225.2854, -226.4145, -228.5813, -234.0744, -232.4265, 
0.00138, -230.8701, -223.0881, -201.0544, -215.5808, -234.105, -234.8374, -196.0801, -241.5818, -227.5437, -236.1496, -234.0439, -442.9978, -227.9099, -237.6755, -241.6428, -236.4548, -228.3371, -225.2549, -221.9895, -244.664, -232.4875, -235.7529, -226.4451, -232.3349, -238.7436, -236.0581, -227.9709, -227.9709, -238.7131, -219.3345, -243.5044, -224.3699, -231.8772, -238.7131, -232.7622, -205.2659, -238.3164, -237.645, -242.1921, -228.3371, -246.312, -228.0014, -221.3181, -225.9263, -218.7546, 
0.0014, -222.8745, -225.8042, -209.6299, -221.1045, -234.6848, -226.9944, -203.9841, -245.8237, -238.6216, -223.8511, -235.2646, -437.6877, -223.1186, -241.5818, -232.9758, -234.4101, -236.6074, -229.9851, -236.6074, -231.2058, -234.5932, -243.2602, -225.0718, -233.4946, -228.154, -242.0701, -231.6025, -237.1262, -239.5981, -227.0859, -235.7224, -230.7175, -246.1594, -224.3393, -245.7016, -205.9067, -242.1006, -241.5513, -235.9055, -240.0559, -241.4902, -228.1846, -228.5813, -232.8843, -232.3349, 
0.00142, -233.7998, -253.1785, -220.4026, -239.2624, -235.8445, -242.0395, -224.4614, -223.9731, -240.1474, -237.4314, -228.4592, -447.2702, -237.7671, -238.2554, -220.6467, -240.0559, -241.5513, -250.4319, -237.0957, -218.7851, -236.8515, -244.9997, -225.1633, -247.197, -227.3301, -230.1377, -230.7785, -231.4194, -242.4973, -230.1377, -244.542, -241.3071, -240.2085, -228.2456, -228.3982, -206.0288, -232.2129, -237.4009, -237.2483, -243.5654, -228.5813, -229.8935, -231.9993, -239.5981, -238.469, 
0.00144, -248.3567, -236.7295, -198.9792, -230.748, -237.5229, -232.0603, -220.4636, -221.8369, -223.9426, -231.0532, -222.6914, -447.5449, -232.3349, -229.4968, -238.2248, -243.0161, -242.9245, -240.5747, -232.3349, -224.2478, -241.0935, -235.3867, -217.8391, -237.7366, -229.741, -229.9241, -237.3398, -227.8183, -240.0864, -241.1545, -235.6919, -238.3774, -234.2881, -217.1372, -228.3371, -216.2827, -214.1465, -230.5344, -242.009, -226.7197, -236.0886, -237.2178, -244.3284, -249.0891, -239.5371, 
0.00146, -244.1147, -218.9377, -205.4184, -234.4101, -238.4995, -231.4194, -225.5906, -243.7485, -229.2527, -237.6755, -222.905, -438.3591, -218.7851, -229.802, -237.3703, -234.105, -218.602, -225.5906, -231.1142, -238.6521, -237.7976, -226.7502, -228.032, -235.9055, -231.633, -240.178, -231.9382, -216.3743, -223.8205, -230.5039, -233.22, -243.0771, -242.9856, -233.4946, -222.3862, -215.062, -223.6985, -234.5017, -235.051, -225.9873, -233.7388, -235.7834, -239.4455, -229.1306, -225.438, 
0.00148, -230.7785, -224.2783, -194.8594, -225.0718, -237.8891, -238.2859, -227.0859, -236.2717, -240.8799, -222.5388, -215.3672, -444.249, -233.6777, -238.0723, -230.8396, -235.7529, -241.2766, -239.5676, -232.457, -225.1938, -230.748, -240.178, -234.6848, -229.4358, -228.3066, -245.2439, -226.4145, -222.081, -222.4473, -228.6118, -242.9245, -230.2292, -231.0227, -244.8777, -240.4526, -214.8179, -226.4756, -227.9099, -238.2554, -229.3137, -242.9551, -230.687, -214.6348, -220.7688, -220.7383, 
0.0015, -239.4761, -229.4663, -198.3384, -226.7197, -242.4363, -236.3938, -228.2151, -224.614, -242.5583, -221.135, -202.3056, -458.989, -239.2624, -239.5676, -233.281, -240.6968, -248.2346, -236.6379, -238.6826, -220.7383, -232.7622, -232.7317, -228.8865, -232.8232, -228.7949, -227.0249, -234.5627, -239.5676, -226.3535, -237.706, -229.3442, -229.1611, -220.1889, -221.959, -241.6733, -219.7007, -226.6282, -231.9993, -236.699, -232.2129, -230.0461, -225.2243, -220.7383, -239.6592, -228.2151, 
0.00152, -239.293, -234.7458, -213.6582, -221.5622, -238.591, -229.5578, -225.1023, -226.0178, -240.8188, -240.2695, -222.081, -444.1574, -227.147, -230.3513, -240.6662, -234.2576, -230.5649, -231.633, -237.2788, -217.9306, -228.8559, -242.4668, -221.5622, -229.6189, -231.0532, -230.2903, -237.584, -245.5796, -242.1921, -241.7954, -244.7861, -228.3982, -234.0439, -231.0837, -226.0483, -210.7895, -240.6052, -231.4805, -227.8794, -244.9387, -227.2995, -234.2881, -235.2341, -240.4831, -236.9736, 
0.00154, -231.2668, -247.4717, -215.123, -244.6946, -232.0298, -226.4145, -232.4875, -234.6543, -222.905, -244.5725, -227.6047, -446.5073, -230.2903, -241.4292, -249.3332, -230.9311, -225.1633, -216.8625, -233.3115, -217.1067, -236.9126, -228.6118, -231.9687, -239.3235, -235.112, -230.2292, -231.8467, -230.5954, -242.4057, -235.4477, -247.5632, -225.1023, -233.4031, -232.2434, -217.0456, -207.8904, -240.5442, -235.0205, -232.6706, -230.5649, -239.5981, -237.5229, -229.0696, -232.457, -243.6264, 
0.00156, -236.6379, -246.3425, -203.2822, -225.1328, -230.626, -222.8135, -237.2788, -238.4995, -228.7644, -246.4951, -226.8113, -442.3874, -240.1474, -224.7971, -246.9223, -233.281, -227.7878, -230.5344, -227.6047, -217.3508, -226.4145, -226.1094, -234.3491, -230.4123, -224.7666, -225.1023, -226.2009, -222.8745, -228.3982, -233.1284, -237.1567, -226.5671, -236.821, -240.9104, -222.1726, -221.6538, -231.8467, -227.269, -241.5207, -234.4407, -223.9426, -206.8528, -221.7453, -235.7834, -232.4265, 
0.00158, -235.5088, -230.5649, -211.2168, -233.1284, -241.124, -243.5959, -245.7627, -229.1916, -242.009, -234.7458, -223.5764, -446.1716, -218.9988, -216.9236, -226.3535, -234.4101, -230.2598, -239.5676, -215.7029, -223.5459, -229.6799, -238.3774, -231.9687, -224.3393, -228.7949, -236.8515, -242.3142, -227.6352, -229.039, -223.1492, -231.3584, -240.7578, -233.5251, -233.3725, -232.7622, -222.5998, -230.7175, -235.2036, -227.2995, -248.5703, -233.7693, -226.7807, -232.9148, -228.1235, -242.5583, 
0.0016, -235.3867, -230.5344, -227.8794, -236.1802, -250.1572, -241.0019, -241.185, -232.1824, -249.2722, -211.583, -222.6304, -442.0822, -221.5622, -220.2805, -234.166, -239.2319, -255.2536, -241.9785, -220.5246, -234.8374, -228.3677, -240.2085, -240.7883, -236.2412, -235.3257, -228.4897, -238.8047, -231.7856, -234.3186, -229.8325, -231.9382, -230.9922, -229.1611, -236.1496, -233.0368, -214.3906, -219.5481, -233.6472, -230.5039, -232.4875, -239.5981, -238.9573, -236.9736, -236.3633, -238.3469, 
0.00162, -236.2717, -229.1306, -212.8037, -232.7622, -244.5115, -230.3513, -236.4853, -238.3164, -234.8374, -224.6445, -227.8489, -445.2256, -241.4292, -217.9612, -238.9573, -233.1894, -234.2576, -239.3845, -239.4761, -213.3835, -250.5234, -248.2956, -215.4282, -229.6799, -232.0298, -234.7153, -232.0603, -239.5066, -234.5627, -235.2341, -242.4057, -231.4499, -221.5928, -224.2783, -230.4734, -205.9372, -219.8838, -244.5725, -241.124, -220.5552, -241.9785, -230.748, -229.6494, -233.9829, -239.0488, 
0.00164, -231.6025, -238.4079, -209.2637, -240.5137, -228.5813, -241.2461, -225.3159, -230.626, -233.2505, -228.1846, -226.2009, -448.2163, -234.1355, -233.4031, -230.4429, -239.5981, -220.7688, -239.6592, -237.6145, -218.8462, -237.3703, -232.457, -225.0412, -231.7246, -229.4663, -244.1147, -227.6658, -233.4336, -224.4309, -227.6658, -231.1753, -234.3796, -229.6799, -234.3186, -228.917, -206.9138, -224.5224, -239.1098, -238.8657, -227.3606, -226.2925, -225.4075, -237.5535, -243.8401, -230.4123, 
0.00166, -220.7383, -249.5469, -208.6838, -231.9687, -228.978, -237.8891, -237.7366, -229.9546, -232.7317, -235.4172, -234.8984, -444.0964, -229.7104, -243.0466, -240.1169, -236.2107, -231.2668, -229.1611, -232.6096, -227.3606, -228.7644, -219.6702, -235.7529, -238.7131, -239.4455, -224.6445, -232.7622, -219.5786, -240.9409, -236.5769, -230.4123, -223.8816, -229.5273, -222.5083, -245.0303, -209.6909, -228.7034, -230.5649, -230.8701, -244.664, -226.384, -228.9475, -239.8728, -236.3938, -230.9922, 
0.00168, -235.1426, -242.1006, -222.2031, -233.281, -234.105, -234.5932, -235.112, -223.729, -232.0298, -243.0161, -245.5796, -449.0403, -237.2788, -223.4543, -236.4853, -227.6963, -235.0205, -217.4729, -235.3562, -229.4358, -226.4451, -219.7922, -229.1001, -240.0864, -245.9153, -217.0456, -222.3557, -225.7431, -244.0842, -220.0364, -231.2668, -229.8325, -227.7268, -235.936, -251.8967, -218.0222, -230.626, -242.6499, -216.6184, -221.1655, -241.948, -232.0298, -237.1567, -227.5742, -228.3677, 
0.0017, -232.6706, -238.1333, -215.3672, -229.7104, -233.7998, -245.1523, -232.2129, -240.7578, -232.4875, -227.4216, -232.4875, -465.4587, -225.1328, -222.1116, -230.0766, -230.8396, -221.0129, -229.3747, -229.6189, -218.7546, -223.729, -242.9245, -243.5959, -233.5862, -243.0466, -228.5202, -224.4004, -240.0864, -241.2156, -236.6074, -231.4194, -230.9922, -234.5322, -221.8369, -234.8374, -225.0107, -227.7573, -240.6052, -231.1753, -228.3066, -243.7485, -231.8467, -232.5181, -226.9639, -232.7317, 
0.00172, -238.2248, -234.4712, -215.3061, -228.2151, -235.2952, -246.5256, -232.8843, -228.8865, -239.2014, -230.0461, -229.039, -453.4958, -227.8794, -222.02, -232.2434, -240.3916, -213.8108, -221.1655, -235.2952, -212.4375, -224.0647, -221.4402, -237.5229, -240.239, -241.0325, -240.6052, -236.3633, -229.8325, -239.9338, -233.3725, -228.5813, -238.9878, -219.2124, -225.4075, -232.2739, -210.6369, -232.9758, -232.7927, -242.5278, -241.7954, -240.7883, -235.1426, -241.7038, -229.1306, -230.4429, 
