Sweep Start (s), 52.00926, 52.1731, 52.33694, 52.50078, 52.66462, 52.82846, 52.9923, 53.15614, 53.31998, 53.48382, 53.64766, 53.8115, 53.97534, 54.13918, 54.30302, 54.46686, 54.6307, 54.79454, 54.95838, 55.12222, 55.28606, 55.4499, 55.61374, 55.77758, 55.94142, 56.10526, 56.2691, 56.43294, 56.59678, 56.76062, 56.92446, 57.0883, 57.25214, 57.41598, 57.57982, 57.74366, 57.9075, 58.07134, 58.23518, 58.39902, 58.56286, 58.7267, 
Time (s), Sweep #1, Sweep #2, Sweep #3, Sweep #4, Sweep #5, Sweep #6, Sweep #7, Sweep #8, Sweep #9, Sweep #10, Sweep #11, Sweep #12, Sweep #13, Sweep #14, Sweep #15, Sweep #16, Sweep #17, Sweep #18, Sweep #19, Sweep #20, Sweep #21, Sweep #22, Sweep #23, Sweep #24, Sweep #25, Sweep #26, Sweep #27, Sweep #28, Sweep #29, Sweep #30, Sweep #31, Sweep #32, Sweep #33, Sweep #34, Sweep #35, Sweep #36, Sweep #37, Sweep #38, Sweep #39, Sweep #40, Sweep #41, Sweep #42, 
0.13482, -212.8952, -223.6985, -247.0139, -233.8303, -236.7905, -233.4946, -460.5149, -207.1885, -238.2859, -219.6091, -234.8374, -239.5981, -227.3301, -233.9829, -454.9301, -455.3574, -462.1933, -222.6304, -242.3447, -227.8794, -240.0559, -222.844, -233.4336, -236.3633, -243.8401, -234.9595, -217.1372, -246.1594, -228.6118, -238.9878, -229.6494, -242.4973, -227.6047, -225.6516, -229.3747, -230.0766, -241.9175, -242.7109, -207.0969, -208.3176, -230.9006, , 
0.13484, -223.2407, -231.4499, -233.9829, -236.4548, -246.0984, -230.0766, -437.6267, -205.9983, -221.3791, -232.4265, -231.0837, -237.7366, -233.3725, -224.8276, -457.3105, -449.437, -454.2282, -236.8821, -229.8935, -241.3681, -237.0041, -223.0881, -236.4548, -238.4079, -228.2456, -232.5791, -213.3225, -232.9453, -242.2837, -237.4314, -220.6162, -221.135, -226.8113, -227.3301, -233.281, -235.4783, -240.6357, -243.9011, -213.2309, -205.1133, -232.2129, , 
0.13486, -206.5476, -235.2952, -231.2058, -255.5283, -231.8161, -229.5273, -455.6626, -222.5083, -225.3769, -226.6892, -235.6919, -222.2031, -233.0979, -235.3257, -466.0691, -461.2473, -440.0376, -240.7578, -242.1311, -240.6357, -222.2031, -205.4795, -236.699, -231.9687, -238.2859, -231.2668, -218.5715, -238.1638, -229.4968, -230.626, -234.7458, -233.8608, -234.7764, -230.2292, -234.6238, -237.8891, -234.8374, -230.9006, -209.3857, -200.6882, -236.8821, , 
0.13488, -210.3318, -242.5583, -229.1916, -234.8984, -234.8984, -233.1589, -455.3269, -209.6604, -223.729, -232.7622, -236.8821, -235.9055, -227.7573, -248.8144, -460.1181, -474.1257, -457.8293, -227.7878, -233.4946, -231.1753, -238.591, -207.7683, -240.7883, -230.6565, -235.5393, -233.5251, -226.8418, -236.5159, -242.009, -241.063, -232.1518, -226.9944, -228.032, -240.6968, -241.6123, -240.1474, -232.2129, -229.3137, -209.3857, -208.3176, -243.1687, , 
0.1349, -212.7732, -225.56, -236.821, -247.3191, -225.9873, -230.0461, -455.4489, -205.1438, -233.1589, -240.0254, -247.136, -236.9736, -226.9028, -245.3049, -443.2419, -464.6958, -458.4397, -229.1611, -242.6499, -222.4778, -237.2788, -208.2566, -238.7742, -244.603, -235.5698, -237.8586, -228.7034, -238.9878, -242.4363, -240.9714, -237.9502, -216.4353, -209.874, -241.124, -238.8352, -236.6684, -236.1496, -235.2341, -198.5825, -203.2517, -239.9033, , 
0.13492, -213.1699, -228.0625, -234.3796, -240.0864, -236.2717, -243.2602, -461.0337, -204.0757, -243.3518, -229.8325, -233.3725, -228.1846, -227.0859, -236.2107, -449.0097, -447.667, -460.1792, -228.6423, -246.5561, -244.7251, -236.3633, -212.0102, -246.0373, -241.8869, -242.2532, -248.967, -217.8391, -229.1916, -231.3584, -232.0298, -228.4897, -231.2668, -228.3371, -229.4663, -228.8254, -232.9758, -242.894, -223.668, -204.625, -198.6741, -241.8259, , 
0.13494, -208.989, -234.9289, -235.051, -238.2554, -241.9785, -251.3169, -456.1814, -211.3083, -239.0488, -224.0036, -223.5154, -240.0559, -224.0342, -238.0112, -457.5852, -451.8784, -455.6015, -228.3982, -236.76, -240.239, -230.9922, -210.3013, -237.9502, -240.4221, -236.8515, -238.6216, -222.3557, -242.5583, -240.6052, -233.4641, -238.591, -226.5671, -219.9753, -232.396, -228.2151, -225.7737, -247.8684, -237.8281, -212.3459, -217.2287, -240.2085, , 
0.13496, -215.2451, -219.0293, -240.3306, -237.2178, -235.6614, -227.4216, -459.7519, -208.7754, -232.6401, -236.0581, -236.9736, -232.8843, -228.917, -240.6968, -464.3296, -452.5803, -455.2353, -233.3115, -249.2417, -233.8303, -224.4919, -208.3481, -232.5181, -235.2646, -237.1262, -236.4853, -218.3274, -230.5344, -244.2673, -232.3349, -231.2973, -243.1687, -221.4097, -222.9355, -242.3447, -236.4243, -234.4407, -241.3987, -205.8762, -222.844, -236.8515, , 
0.13498, -207.1274, -223.5154, -234.3491, -245.2439, -219.4565, -228.2151, -445.8969, -210.7285, -227.7268, -241.1545, -239.354, -234.5322, -237.4009, -236.2107, -464.177, -462.3764, -442.3874, -242.4057, -229.6494, -234.6543, -228.5508, -215.062, -229.1306, -244.4504, -233.9219, -240.178, -226.9944, -225.5295, -232.4875, -242.1616, -239.1404, -218.0222, -228.917, -235.2952, -241.0935, -228.7339, -236.6379, -242.3142, -213.1089, -204.9302, -222.081, , 
0.135, -208.043, -228.1846, -231.9077, -239.5981, -242.7414, -236.9736, -457.3716, -201.0544, -232.3655, -228.5202, -247.4717, -238.9573, -232.6706, -222.8135, -462.8342, -458.226, -454.9912, -237.8281, -223.4238, -237.0347, -242.1006, -206.5781, -239.3235, -226.6282, -221.4707, -250.1572, -209.6299, -229.4663, -220.3415, -229.7104, -231.2973, -212.9258, -236.6379, -230.3513, -231.3279, -231.0837, -235.3867, -240.9104, -206.6697, -206.2119, -233.342, , 
0.13502, -204.5334, -225.2854, -235.3562, -236.8821, -249.6079, -232.6706, -457.7683, -218.541, -237.1262, -230.8701, -235.8139, -227.5132, -235.4477, -230.8701, -456.0898, -460.9421, -459.5688, -239.4455, -230.5649, -250.0962, -242.1921, -207.0054, -260.5332, -230.0156, -229.1306, -242.6194, -218.4494, -238.0417, -236.9736, -216.9846, -225.6516, -235.7224, -226.8723, -225.0718, -239.9643, -227.8794, -242.4973, -237.7366, -201.9089, -217.7781, -248.4177, , 
0.13504, -205.0217, -233.6167, -224.4614, -226.0483, -247.5632, -233.7693, -450.9629, -239.1404, -236.9126, -237.4314, -227.8489, -227.269, -237.0347, -226.8113, -439.9765, -443.6997, -456.7612, -245.3965, -230.7785, -248.6924, -238.469, -215.0315, -232.9758, -238.4079, -231.3889, -228.4592, -210.9116, -253.1479, -251.1948, -235.7529, -239.8728, -229.3747, -233.1284, -230.5649, -241.8869, -233.1589, -242.1921, -232.6401, -199.8032, -209.2331, -220.5552, , 
0.13506, -213.0784, -221.7759, -238.9267, -237.1567, -234.99, -239.8728, -446.3852, -253.3921, -234.99, -237.0652, -241.8259, -244.7251, -224.4614, -241.4902, -452.3972, -446.7209, -457.219, -234.7764, -219.3345, -243.2908, -243.1382, -225.499, -239.6592, -234.1965, -244.8472, -225.7431, -214.5127, -246.2815, -240.6357, -242.4668, -235.6614, -228.8254, -234.5322, -226.9333, -232.396, -224.6445, -240.7883, -235.9665, -221.5622, -208.5923, -197.6365, , 
0.13508, -203.5874, -224.2478, -240.9104, -242.1006, -236.8821, -241.7649, -462.4375, -221.5317, -233.8913, -247.136, -244.4504, -232.0908, -228.5202, -232.5181, -456.4865, -454.5945, -454.2588, -237.1262, -233.0979, -229.1916, -234.3491, -213.7803, -231.2363, -230.5039, -233.1589, -225.7737, -225.3464, -233.5556, -235.5698, -244.7251, -226.4451, -229.2527, -240.8188, -233.8608, -236.6074, -237.584, -230.1072, -236.8821, -217.8391, -210.2402, -205.4795, , 
0.1351, -198.491, -241.3987, -235.2646, -240.239, -230.2292, -236.3938, -465.4587, -236.8821, -233.5862, -233.281, -240.3916, -241.3987, -226.9944, -242.3447, -458.5007, -455.1133, -453.1906, -235.2646, -239.7507, -234.6238, -221.5928, -220.4026, -243.1687, -248.906, -223.0271, -234.4712, -219.1819, -223.0271, -240.8799, -231.2058, -226.1094, -232.3044, -233.9829, -229.2527, -239.9338, -235.8445, -238.8352, -230.9006, -221.3181, -211.8882, -205.2964, , 
0.13512, -214.0549, -237.5535, -233.7693, -247.1055, -230.0766, -224.7666, -454.747, -239.5371, -221.1655, -236.3327, -228.6728, -243.1382, -232.0298, -242.894, -457.6462, -452.8244, -457.9819, -235.2952, -232.8843, -236.76, -224.7971, -216.6489, -252.0798, -237.8891, -236.3938, -238.469, -211.9187, -212.9258, -226.2314, -242.6804, -235.051, -239.2014, -233.4946, -228.5508, -241.5513, -247.8074, -233.8303, -224.675, -223.0881, -207.8293, -211.1863, , 
0.13514, -201.0544, -225.7737, -237.8586, -237.6755, -242.7109, -233.5251, -447.9721, -243.779, -216.0386, -233.9829, -231.0532, -228.7034, -236.699, -236.3022, -454.0451, -447.6059, -449.8032, -239.7507, -240.3306, -245.8542, -230.9922, -215.3672, -240.0864, -231.1448, -240.2695, -243.8401, -215.4892, -211.8882, -243.1077, -254.3992, -230.1072, -234.99, -232.0908, -231.2363, -227.147, -225.7126, -238.0723, -236.4853, -235.5088, -212.2239, -212.1018, , 
0.13516, -195.073, -229.1306, -239.8728, -237.2788, -227.9099, -240.7883, -458.0124, -231.6025, -217.3813, -222.0505, -244.4504, -232.7927, -225.8347, -236.5464, -452.2446, -454.4724, -453.3127, -241.0935, -232.6706, -245.2134, -243.4739, -201.2681, -237.9807, -227.6658, -241.7954, -237.4314, -224.1562, -213.353, -238.9267, -248.0515, -231.8161, -231.3584, -231.6636, -244.7556, -241.1545, -226.9639, -237.0347, -236.4548, -235.1426, -217.1372, -206.395, , 
0.13518, -193.2114, -234.7153, -230.9617, -241.2461, -224.4004, -242.3142, -466.6184, -243.6264, -214.3601, -232.9148, -230.4123, -242.2837, -223.8816, -243.2602, -459.5383, -452.2751, -458.0735, -229.863, -239.9033, -246.6477, -236.7905, -212.9868, -225.3159, -240.8188, -233.0063, -222.1421, -236.2717, -217.717, -238.8047, -235.6919, -235.7529, -236.2107, -219.6702, -228.8559, -246.0373, -244.4199, -247.0139, -247.6548, -231.9993, -211.0642, -217.0456, , 
0.1352, -196.843, -222.3252, -237.2178, -208.989, -234.99, -231.2058, -444.4016, -238.4079, -218.1748, -235.5698, -230.1682, -237.6145, -226.4756, -228.8254, -450.0168, -456.7307, -449.8337, -228.6423, -235.6614, -231.4499, -240.1169, -224.2478, -234.0744, -238.8962, -226.8418, -227.4216, -219.3345, -224.2173, -236.9126, -232.5791, -237.7976, -236.2412, -229.0696, -212.8037, -233.6167, -233.1284, -233.3115, -241.3376, -233.5556, -217.0151, -218.9377, , 
0.13522, -202.1531, -214.9399, -231.572, -215.123, -237.4009, -226.9944, -455.5405, -224.4919, -199.9863, -231.9993, -240.7273, -242.3752, -238.591, -229.6189, -458.165, -448.9487, -452.031, -237.706, -240.3306, -221.6538, -229.1916, -241.8869, -238.6216, -229.9546, -233.0674, -238.0112, -213.1394, -217.0456, -239.5676, -227.1775, -225.499, -235.3562, -241.1545, -228.1235, -230.2903, -234.9289, -240.1474, -220.6162, -237.4924, -219.7007, -223.79, , 
0.13524, -212.7732, -221.8369, -233.4031, -225.8957, -222.081, -239.2624, -452.8549, -233.3115, -203.4653, -251.8967, -245.5185, -238.2248, -234.5627, -233.8913, -463.1699, -459.2026, -451.4817, -222.8745, -236.7905, -232.9758, -232.5486, -232.2434, -234.4712, -233.5556, -231.9993, -232.2434, -207.3716, -226.8113, -235.4477, -237.9807, -228.7949, -229.9241, -230.1072, -233.0063, -238.2859, -229.4968, -230.0766, -234.1965, -249.852, -206.334, -209.5688, , 
0.13526, -204.5639, -231.9077, -238.8352, -247.9599, -232.7927, -229.7715, -446.7514, -230.0156, -218.9377, -235.7529, -233.1894, -235.9055, -230.626, -233.5251, -460.0876, -456.8528, -458.5617, -240.4526, -240.9409, -236.2107, -228.7339, -233.8303, -242.2226, -239.8728, -253.5752, -225.9263, -205.2353, -223.3017, -232.4875, -231.0532, -223.6985, -235.9971, -238.2859, -232.5791, -240.2085, -238.0723, -243.8401, -244.2368, -239.9643, -202.7024, -211.4914, , 
0.13528, -204.1367, -232.0908, -236.1802, -250.3098, -227.8183, -231.4805, -448.613, -234.2881, -236.8515, -217.5339, -215.5808, -238.7131, -223.2102, -231.3889, -458.4702, -453.9841, -452.1225, -238.1028, -244.2368, -233.9219, -235.3562, -238.6216, -244.1147, -237.1262, -236.1191, -229.7715, -219.0598, -213.1394, -240.4221, -240.7883, -228.978, -236.6684, -229.4053, -238.2859, -225.499, -235.0815, -243.6264, -234.5932, -230.3818, -208.1345, -212.2239, , 
0.1353, -211.5525, -228.4287, -237.706, -234.3186, -224.7666, -231.8467, -456.456, -231.511, -204.3808, -241.2461, -236.5769, -231.2668, -234.7153, -235.936, -448.5825, -458.0429, -453.7094, -248.0515, -230.2903, -233.5251, -236.7295, -233.0979, -233.0368, -234.6848, -246.6477, -234.9289, -213.9023, -224.4614, -240.9104, -235.4172, -229.7104, -235.9971, -239.9643, -238.9573, -223.7595, -236.7295, -241.3987, -226.2314, -237.3093, -219.8533, -205.1438, , 
0.13532, -212.1628, -221.5317, -240.8188, -228.917, -233.281, -236.821, -448.9792, -231.7856, -203.1296, -240.3306, -244.4504, -224.5835, -239.3845, -242.9551, -455.51, -442.2043, -452.3972, -237.0957, -238.1028, -242.7414, -225.6211, -239.5676, -233.7998, -236.5159, -239.5676, -244.5725, -223.6069, -230.3208, -231.3584, -247.8074, -235.2952, -229.8935, -223.2712, -227.9404, -248.021, -248.5703, -240.9714, -222.905, -231.2058, -218.9682, -204.1367, , 
0.13534, -232.2434, -236.76, -243.9011, -231.9382, -249.9741, -230.0156, -460.7285, -225.2854, -221.6538, -234.6238, -228.3371, -243.1992, -220.5246, -246.373, -457.8293, -444.4321, -449.5591, -227.2995, -240.5747, -247.0444, -241.8564, -233.5251, -240.6357, -246.6782, -246.4646, -232.9453, -209.3857, -218.5715, -235.1731, -250.4014, -225.8652, -229.9241, -222.2641, -218.3884, -237.1872, -233.1589, -237.0957, -233.1284, -234.4407, -198.3384, -217.717, , 
0.13536, -218.8767, -242.7414, -251.1948, -229.2832, -233.0979, -226.0483, -462.3459, -239.8118, -219.3345, -236.4548, -228.0625, -260.4111, -217.1677, -224.8581, -456.8222, -446.3547, -458.5617, -243.718, -228.2761, -235.4172, -237.0041, -226.8723, -242.0701, -234.2881, -245.0913, -231.2668, -205.8762, -232.396, -236.5159, -237.8586, -244.1758, -243.2297, -228.4592, -231.9687, -236.7295, -229.2832, -240.7578, -240.3306, -236.6074, -201.4512, -217.3203, , 
0.13538, -223.4848, -241.5207, -243.9011, -229.2222, -228.4897, -238.2554, -458.226, -233.0368, -210.1792, -249.1806, -237.4619, -241.2156, -238.9878, -235.7529, -468.6325, -453.6179, -458.0124, -242.1921, -246.8308, -239.8423, -239.7202, -225.0107, -239.3235, -235.3562, -237.2788, -227.9709, -220.5552, -251.8357, -237.9197, -240.9104, -240.6357, -233.5251, -231.9993, -235.6308, -245.5796, -236.8821, -229.8325, -229.1306, -239.2014, -196.1106, -205.1743, , 
0.1354, -232.7012, -227.0859, -241.7649, -235.936, -235.5088, -232.3349, -452.3056, -232.1213, -203.3127, -237.9197, -224.7666, -242.3752, -237.4924, -240.1474, -468.3579, -453.0991, -458.0735, -231.6941, -239.9643, -222.9355, -230.6565, -229.9241, -237.2788, -230.9311, -234.0439, -226.4145, -221.9895, -239.354, -234.8679, -229.802, -232.457, -222.2947, -231.5415, -217.5339, -243.8096, -228.2761, -231.4499, -235.2036, -229.7715, -206.2729, -215.2451, , 
0.13542, -239.9949, -231.511, -237.0957, -243.1992, -245.7627, -229.8935, -462.0713, -237.0041, -200.5967, -232.2434, -228.154, -241.4902, -228.3371, -229.863, -467.4118, -460.3318, -449.6506, -242.7414, -240.7883, -221.6233, -230.2903, -230.5344, -233.4031, -237.8586, -233.0674, -230.9006, -221.0129, -231.9687, -241.5207, -236.8515, -232.5486, -234.2576, -238.1638, -225.1633, -237.8586, -240.178, -246.8613, -229.4968, -236.8821, -208.4092, -230.5649, , 
0.13544, -231.5415, -222.6304, -235.112, -230.1072, -233.3115, -238.1943, -459.05, -230.4429, -197.3923, -226.5976, -244.5115, -238.2248, -234.7458, -230.6565, -460.5759, -465.6418, -447.3313, -233.3725, -235.5698, -233.4641, -231.9687, -244.8777, -222.3557, -234.0134, -230.4123, -236.2717, -217.1677, -227.2995, -251.3474, -245.488, -220.1584, -234.9289, -223.3628, -239.7507, -230.2598, -233.22, -234.0744, -233.0674, -224.4309, -209.935, -241.0019, , 
0.13546, -235.2646, -244.1147, -235.4172, -238.8657, -226.9028, -231.7246, -459.0195, -228.6118, -204.0452, -232.396, -236.5464, -244.1758, -218.8767, -238.1333, -469.6396, -458.2871, -442.8757, -238.7436, -231.9077, -218.7851, -231.1142, -234.5017, -237.9502, -219.8533, -241.3376, -234.8374, -209.4773, -230.748, -246.6782, -231.7246, -232.0298, -232.0908, -233.4946, -229.1001, -235.8139, -227.8794, -228.032, -234.1355, -214.0854, -210.1487, -231.8467, , 
0.13548, -250.676, -230.626, -234.4407, -234.5932, -236.0581, -230.9006, -464.5127, -244.8166, -194.9814, -234.6848, -226.7502, -226.4145, -212.468, -233.6777, -451.146, -469.2124, -443.9743, -247.197, -237.5535, -218.7546, -223.5154, -236.9431, -220.1889, -212.5901, -230.8701, -235.6919, -226.2314, -243.1992, -235.5088, -237.0041, -227.5132, -215.7029, -238.8352, -230.4734, -233.5556, -221.0129, -236.9431, -227.9404, -238.1028, -207.4936, -245.0913, , 
0.1355, -227.3606, -226.5061, -244.603, -245.8237, -244.542, -240.5442, -467.0151, -232.8843, -181.7063, -236.1802, -236.4243, -246.312, -234.2881, -229.039, -451.0849, -455.1438, -454.5029, -239.0793, -229.2222, -222.4473, -232.3655, -244.8777, -238.591, -217.4424, -227.6352, -234.2576, -223.4238, -243.9316, -236.9736, -234.9595, -230.9617, -215.4282, -236.1496, -240.3306, -238.3469, -237.1872, -246.1289, -232.2739, -240.0864, -209.6909, -244.5115, , 
0.13552, -238.3164, -223.8511, -247.9294, -229.1001, -231.4805, -236.4243, -444.188, -226.5366, -192.5705, -244.2063, -234.9595, -245.4575, -232.9148, -228.6118, -458.6533, -455.1438, -447.2092, -232.1213, -232.0298, -220.4026, -230.9617, -233.9524, -241.1545, -236.8515, -234.3491, -231.6025, -216.0691, -228.5202, -236.6074, -228.5202, -238.2554, -228.3371, -243.5349, -228.5813, -244.2673, -235.2341, -242.5278, -233.4641, -231.7551, -227.8794, -242.4057, , 
0.13554, -245.6406, -235.4783, -229.9851, -231.0227, -237.584, -233.4336, -442.9062, -238.4079, -206.7612, -235.3867, -221.3486, -240.7883, -249.0891, -240.5442, -459.2942, -459.6604, -451.1765, -228.0625, -223.729, -228.5202, -234.0134, -242.1616, -243.4433, -239.2319, -227.9709, -237.2178, -213.0784, -228.2456, -232.2739, -227.208, -235.0815, -234.7458, -225.6516, -231.2973, -234.9595, -226.6282, -236.1496, -211.9187, -236.6074, -234.4712, -244.1147, , 
0.13556, -246.3425, -226.2925, -224.7971, -240.9104, -241.6123, -238.4995, -451.6953, -233.9219, -214.2685, -226.0788, -235.2952, -232.6096, -231.3889, -231.8161, -457.8904, -460.6064, -453.7094, -234.2881, -235.7529, -236.699, -235.6308, -241.0935, -248.2956, -233.7693, -235.9055, -233.5556, -208.6228, -235.6308, -218.0222, -246.4951, -227.0249, -225.9873, -219.9753, -231.9993, -247.5022, -213.5972, -226.0483, -233.0368, -233.4031, -236.7905, -234.9595, , 
0.13558, -235.2952, -225.1328, -236.3022, -238.6216, -226.7197, -238.6826, -460.6064, -232.5181, -211.0032, -231.1142, -250.2488, -226.3535, -229.5578, -233.9829, -459.9961, -460.3623, -462.468, -257.634, -243.0161, -241.8259, -238.8047, -233.4336, -250.0962, -228.3066, -232.3349, -230.5344, -217.656, -230.5344, -225.2549, -243.8706, -221.5928, -234.2576, -233.7998, -229.7715, -247.5327, -201.5427, -243.4739, -223.3017, -242.2226, -238.6521, -225.6821, , 
0.1356, -222.1726, -226.1704, -243.1382, -240.7273, -237.0041, -241.4292, -445.1035, -235.2341, -213.1394, -247.6548, -230.3208, -228.8865, -217.5644, -222.905, -442.1433, -458.4091, -449.8337, -244.2368, -241.1545, -225.5295, -235.2036, -228.2456, -239.6592, -222.0505, -234.4712, -237.5229, -203.7705, -222.905, -219.2124, -232.7927, -223.0271, -236.5769, -239.1404, -226.9333, -243.0466, -213.414, -253.331, -230.2292, -230.9311, -227.9709, -229.8325, , 
0.13562, -227.5742, -243.5654, -236.2717, -236.0276, -249.6689, -235.0205, -448.1858, -242.009, -222.7829, -235.9971, -229.6494, -240.8799, -221.9895, -227.8489, -447.7585, -457.4631, -445.9275, -231.8161, -230.5649, -234.0744, -234.4407, -210.6064, -233.5556, -230.4429, -240.1169, -237.3398, -209.9045, -223.6985, -211.2778, -235.936, -231.2973, -224.1868, -225.8347, -241.2766, -237.0957, -216.1606, -225.9873, -236.0886, -232.396, -234.1965, -239.5676, , 
0.13564, -246.7698, -243.8706, -242.2226, -238.6826, -250.2182, -224.1562, -455.9067, -231.9382, -212.8037, -240.5137, -237.7671, -231.3279, -222.2947, -247.2886, -452.977, -458.4397, -447.7585, -232.1518, -235.1731, -244.5725, -240.6662, -209.9961, -232.9758, -236.3022, -241.0325, -232.8232, -212.5901, -244.6335, -216.0996, -235.5698, -225.6821, -237.8281, -234.1965, -234.5017, -223.8511, -215.3061, -223.3628, -229.2832, -231.0532, -229.5273, -242.1616, , 
0.13566, -247.2275, -234.9289, -249.3638, -226.4145, -229.4358, -223.2102, -474.3393, -228.1846, -208.7754, -229.4053, -234.4712, -240.178, -234.8679, -241.7954, -451.8479, -448.8877, -456.2424, -237.9197, -231.2668, -245.5491, -232.2739, -218.541, -231.7246, -232.8537, -223.6374, -233.4641, -203.0686, -236.4548, -210.7895, -232.457, -249.6079, -239.0183, -232.0298, -228.7949, -233.3725, -213.2309, -231.2058, -229.4968, -233.8303, -236.821, -239.7202, , 
0.13568, -236.7295, -223.6985, -240.9714, -229.6494, -242.0701, -223.2712, -461.7356, -241.7649, -196.9956, -235.6614, -243.0466, -237.4314, -240.8493, -232.0908, -452.3667, -453.1906, -450.0473, -230.5039, -235.7224, -219.1514, -227.5437, -210.0571, -240.3, -233.0674, -221.5012, -223.1797, -209.935, -239.9338, -232.0603, -238.9878, -227.0249, -237.706, -210.9421, -224.5224, -237.2178, -225.0107, -235.2646, -247.8989, -239.5981, -240.0864, -226.6892, , 
0.1357, -226.9028, -231.0837, -242.894, -228.5508, -236.8515, -238.3164, -461.9187, -234.8069, -203.862, -234.8069, -223.0881, -231.7551, -241.8869, -228.2456, -454.0757, -455.8457, -458.4397, -231.7856, -239.0183, -229.741, -233.4336, -207.9819, -228.4592, -246.8613, -234.4712, -246.0679, -208.7754, -231.8772, -232.9453, -247.1665, -229.863, -243.9927, -228.5813, -238.2554, -231.3584, -228.917, -249.2112, -236.4243, -233.6167, -240.239, -228.9475, , 
0.13572, -230.7175, -222.02, -236.6074, -230.7175, -233.9829, -235.112, -446.904, -214.3906, -208.3481, -239.0488, -221.8674, -239.0793, -246.8918, -233.5556, -448.3383, -458.3176, -450.1389, -222.8135, -237.0957, -240.6357, -225.6516, -222.8135, -245.6711, -245.6101, -241.2766, -233.3115, -210.2402, -237.584, -242.7109, -243.2297, -230.687, -236.3938, -235.6003, -241.0019, -210.4844, -222.6304, -245.4575, -233.4641, -244.0232, -210.698, -242.0701, , 
