Sweep Start (s), 91.06556, 91.2294, 91.39324, 91.55708, 91.72092, 91.88476, 92.0486, 92.21244, 92.37628, 92.54012, 
Time (s), Sweep #1, Sweep #2, Sweep #3, Sweep #4, Sweep #5, Sweep #6, Sweep #7, Sweep #8, Sweep #9, Sweep #10, 
0, -444.4626, -237.0041, -232.0298, -229.4053, -216.1301, -247.1665, -233.8913, -246.8003, -243.779, -253.1174, 
2E-05, -439.0915, -230.2292, -232.7927, -236.5769, -207.4326, -252.9953, -225.499, -244.2978, -238.2859, -239.3845, 
4E-05, -444.4016, -216.6794, -237.6145, -245.0913, -216.2827, -236.3633, -232.3044, -237.4924, -220.311, -233.7082, 
6E-05, -449.6201, -227.2385, -240.3916, -233.7388, -212.3154, -240.9714, -240.3306, -234.2881, -225.1328, -243.0466, 
8E-05, -450.5661, -221.2571, -226.3535, -228.6423, -212.2239, -237.2178, -233.6777, -225.3769, -226.0788, -237.7366, 
0.0001, -446.1716, -225.8652, -238.469, -235.4783, -200.6577, -235.0205, -245.488, -226.9333, -237.2178, -233.5862, 
0.00012, -445.6833, -224.8581, -243.6264, -229.1306, -202.977, -235.1731, -230.748, -241.8259, -242.3142, -242.833, 
0.00014, -441.4719, -239.1098, -232.2434, -232.9148, -217.8391, -238.2554, -228.3371, -232.8843, -240.4526, -233.5251, 
0.00016, -441.594, -238.6216, -236.5159, -243.4128, -217.595, -233.342, -226.384, -220.9214, -226.5061, -239.4455, 
0.00018, -436.528, -222.2336, -230.9311, -233.1894, -228.8254, -234.3796, -227.5742, -240.0254, -226.7197, -225.499, 
0.0002, -446.3852, -232.7927, -233.8608, -226.7502, -245.4575, -226.0788, -244.9997, -245.0913, -231.9077, -241.3681, 
0.00022, -456.0593, -239.354, -225.6516, -231.572, -231.2363, -239.7812, -237.7976, -240.8188, -227.9709, -243.9316, 
0.00024, -442.9673, -227.1775, -241.7038, -232.9453, -225.1938, -241.948, -237.3703, -234.6848, -231.0227, -225.0718, 
0.00026, -443.1504, -224.4614, -236.5159, -235.112, -234.4407, -241.3681, -251.561, -234.5322, -233.7998, -226.8113, 
0.00028, -446.5988, -226.6282, -229.2832, -244.9692, -247.258, -230.0766, -241.5818, -229.802, -238.4385, -228.3982, 
0.0003, -447.1787, -230.9922, -231.9687, -244.9692, -249.3638, -230.0766, -256.749, -228.2761, -230.8091, -234.6543, 
0.00032, -445.8969, -231.7551, -236.9431, -228.7949, -234.8069, -227.3911, -245.0608, -230.1987, -232.9758, -231.6636, 
0.00034, -442.3264, -244.0537, -241.2461, -223.9121, -233.6777, -246.7392, -228.917, -218.4189, -229.3747, -236.3327, 
0.00036, -440.1291, -240.1169, -229.4663, -233.4641, -260.9604, -241.7038, -240.6357, -239.1709, -226.2619, -228.9475, 
0.00038, -458.165, -237.7366, -241.4597, -244.542, -265.3855, -226.2314, -250.3708, -232.8843, -230.3818, -233.7082, 
0.0004, -452.1836, -232.2129, -244.9387, -241.6733, -242.2226, -230.3208, -245.366, -237.3398, -230.687, -222.5083, 
0.00042, -451.6953, -241.7649, -222.0505, -233.7388, -238.8962, -237.8586, -250.7981, -233.5862, -244.0232, -221.7759, 
0.00044, -441.6245, -237.4314, -219.6396, -224.675, -239.6286, -235.5698, -238.8657, -236.76, -232.7012, -230.8396, 
0.00046, -434.0256, -225.8957, -229.039, -224.7971, -250.4624, -244.1758, -242.2532, -217.9306, -239.3235, -229.3747, 
0.00048, -447.3313, -240.4526, -225.9263, -238.7436, -260.6858, -234.9289, -237.8586, -233.1589, -232.4875, -234.0439, 
0.0005, -459.4467, -224.4919, -231.7246, -244.8166, -248.2651, -236.76, -241.948, -231.9382, -229.4358, -235.8139, 
0.00052, -447.9416, -228.7034, -235.6919, -229.2832, -242.1616, -243.9927, -244.9692, -232.457, -243.8401, -237.7366, 
0.00054, -452.6718, -246.0679, -233.5556, -216.7405, -232.8537, -239.0183, -243.4433, -242.833, -241.0325, -230.1377, 
0.00056, -441.7771, -228.032, -225.6516, -229.1916, -241.6733, -231.1448, -245.8542, -239.5676, -239.1404, -235.4477, 
0.00058, -437.4741, -226.6282, -226.1399, -238.2248, -245.7016, -241.3681, -248.6618, -232.2739, -230.626, -237.0347, 
0.0006, -451.7563, -234.7153, -231.2363, -232.7012, -244.2063, -242.2837, -254.1245, -235.051, -224.5224, -232.8843, 
0.00062, -458.9585, -237.2483, -231.1753, -239.354, -247.8989, -238.591, -250.9202, -222.966, -242.3752, -238.7742, 
0.00064, -446.843, -235.112, -233.7082, -237.0957, -237.5535, -225.1633, -264.2868, -233.9524, -230.6565, -236.699, 
0.00066, -439.6408, -235.4477, -232.1824, -244.1452, -250.5845, -245.7016, -251.9883, -217.0151, -235.112, -230.8091, 
0.00068, -436.3449, -229.7715, -241.6123, -227.5742, -244.9082, -233.8608, -241.7344, -238.1943, -242.5583, -239.1404, 
0.0007, -453.4348, -237.8281, -231.0227, -232.0298, -246.4341, -231.8467, -263.4323, -224.5835, -241.185, -244.2673, 
0.00072, -439.9155, -232.3655, -222.5998, -229.863, -248.9975, -239.2624, -244.8472, -225.4685, -233.4031, -236.2717, 
0.00074, -436.7417, -229.1306, -236.4243, -241.4292, -244.7251, -230.4429, -243.5044, -249.1196, -236.6684, -233.9524, 
0.00076, -447.7585, -233.7388, -243.0161, -231.2668, -249.7605, -239.9949, -243.9316, -224.7056, -247.1665, -229.0696, 
0.00078, -439.8545, -235.6919, -239.0793, -236.6074, -247.5937, -234.8069, -238.3774, -216.9846, -232.8232, -231.9687, 
0.0008, -438.9084, -236.9736, -228.4287, -238.469, -233.6167, -228.3982, -243.0771, -238.8657, -241.1545, -237.0957, 
0.00082, -449.8337, -216.1911, -235.5393, -248.3567, -231.1753, -237.8891, -244.0537, -236.699, -246.4646, -228.1846, 
0.00084, -446.5683, -228.978, -230.5954, -235.0815, -243.1992, -241.7649, -239.8118, -230.9922, -249.0281, -227.0249, 
0.00086, -454.2588, -241.185, -230.3208, -226.7197, -242.5889, -237.4924, -229.2527, -230.8396, -236.9126, -228.2456, 
0.00088, -453.5263, -233.0674, -238.1943, -227.6047, -237.1567, -242.5278, -258.3054, -227.4216, -232.8537, -235.0205, 
0.0009, -439.1831, -238.6826, -240.7273, -228.6118, -233.22, -233.4031, -264.8667, -233.7998, -228.978, -228.5508, 
0.00092, -437.1994, -238.5605, -217.3508, -230.4123, -239.4761, -233.22, -252.2629, -227.7573, -232.4875, -226.7502, 
0.00094, -430.5161, -230.5649, -227.9099, -232.4875, -243.9621, -239.293, -231.0837, -227.9099, -235.8139, -224.9802, 
0.00096, -444.4016, -226.1399, -236.3633, -240.9104, -246.373, -237.8281, -236.0886, -229.5273, -229.741, -242.6804, 
0.00098, -451.2986, -217.8696, -228.5813, -222.6304, -258.458, -231.4805, -258.1528, -237.8281, -239.6286, -237.584, 
0.001, -445.7138, -228.0625, -240.7273, -235.6003, -249.0586, -235.3867, -253.3005, -231.3279, -243.9316, -225.499, 
0.00102, -447.9111, -235.9055, -226.384, -245.427, -228.7339, -246.6782, -238.8352, -218.7851, -227.5132, -239.6897, 
0.00104, -455.2048, -225.9568, -221.6233, -223.8205, -227.9709, -224.6445, -244.3589, -229.6494, -229.3442, -235.8445, 
0.00106, -445.8969, -225.4685, -228.2761, -225.4685, -238.591, -227.9709, -246.1899, -235.3257, -232.6706, -229.741, 
0.00108, -450.8103, -222.02, -240.6052, -237.3703, -239.415, -220.4331, -241.5513, -248.845, -234.227, -233.0674, 
0.0011, -439.3357, -229.6799, -229.9546, -225.2854, -233.22, -214.5127, -246.2815, -236.0581, -232.0298, -231.2058, 
0.00112, -440.1291, -230.3818, -234.8679, -235.9055, -236.3938, -233.9219, -248.1125, -232.9758, -237.7671, -241.948, 
0.00114, -443.6386, -227.208, -217.2593, -247.8379, -235.7224, -234.6848, -234.166, -231.3889, -238.7131, -238.7131, 
0.00116, -455.3574, -229.5578, -229.9546, -239.3845, -224.7971, -230.1682, -244.1147, -225.5295, -230.626, -238.0417, 
0.00118, -442.2043, -224.2783, -245.7016, -223.668, -239.1709, -234.8984, -241.8869, -235.8139, -227.7268, -229.6189, 
0.0012, -448.7961, -231.4194, -233.8303, -222.0505, -249.0891, -231.7551, -225.8652, -238.8962, -234.7153, -228.2456, 
0.00122, -448.9487, -230.7785, -227.4521, -244.1758, -237.6755, -243.718, -232.8843, -218.6936, -238.3164, -231.5415, 
0.00124, -447.6364, -221.8674, -233.22, -246.373, -231.0532, -239.1709, -229.5273, -224.5224, -229.8935, -222.9966, 
0.00126, -444.1574, -222.1421, -228.7949, -230.2903, -232.8843, -223.5764, -227.4827, -234.2881, -240.3916, -240.5442, 
0.00128, -459.3247, -224.9802, -230.0156, -236.5769, -228.032, -238.1638, -220.2805, -235.6003, -238.9573, -237.3398, 
0.0013, -456.1508, -230.8396, -227.3606, -234.1965, -234.2881, -222.8745, -229.5578, -236.1496, -229.9241, -217.9306, 
0.00132, -445.1035, -242.4363, -229.4053, -226.5366, -238.6216, -239.2319, -234.6543, -242.9551, -238.8352, -232.4875, 
0.00134, -452.153, -234.0744, -230.3513, -230.9311, -232.2129, -238.1638, -240.8799, -243.657, -234.2576, -239.3235, 
0.00136, -448.1858, -213.3835, -228.6728, -234.6543, -233.5251, -239.6286, -233.4336, -233.5251, -223.1186, -225.8957, 
0.00138, -439.6103, -231.8161, -227.3301, -236.6684, -232.457, -240.5137, -228.2456, -237.8891, -229.3747, -232.3349, 
0.0014, -453.1296, -235.7529, -242.4363, -234.5627, -216.9846, -238.8047, -244.5115, -241.7038, -239.7202, -243.3518, 
0.00142, -455.1133, -229.6799, -230.9617, -227.8489, -230.3513, -225.9263, -235.2036, -217.2287, -228.8254, -237.0347, 
0.00144, -443.2724, -238.2554, -235.3562, -229.5578, -240.8799, -235.2646, -230.0461, -224.1257, -228.9475, -242.3447, 
0.00146, -448.4604, -230.4123, -239.9643, -232.6096, -231.6636, -239.7812, -237.4009, -234.9289, -244.7861, -224.4309, 
0.00148, -437.5351, -230.0156, -215.4282, -239.3235, -216.3743, -239.6897, -219.3955, -236.2107, -231.6941, -228.8559, 
0.0015, -439.061, -233.7388, -223.3017, -248.1125, -234.2881, -240.7578, -234.5017, -230.4123, -244.9387, -237.9502, 
0.00152, -452.3667, -227.2385, -240.8493, -240.1474, -242.894, -244.8777, -240.5747, -218.2969, -228.4287, -226.8723, 
0.00154, -437.6267, -239.1404, -241.0325, -235.2952, -238.1943, -243.657, -237.0957, -207.5547, -225.8042, -221.3181, 
0.00156, -431.3095, -234.3186, -235.4477, -232.2434, -238.4385, -246.4951, -229.7715, -226.3535, -235.5088, -236.6074, 
0.00158, -457.4631, -232.4875, -226.7197, -228.3066, -240.2695, -230.0766, -227.0554, -234.3796, -237.2788, -230.8396, 
0.0016, -455.7541, -232.5486, -233.8913, -242.2837, -233.4946, -222.2031, -226.7197, -238.4995, -236.0886, -225.9873, 
0.00162, -447.8195, -220.0364, -222.9966, -232.6401, -246.6172, -234.227, -232.2129, -225.499, -234.105, -226.8723, 
0.00164, -447.9111, -218.4494, -232.9453, -241.063, -240.8188, -237.706, -235.4477, -218.4494, -231.0227, -243.1077, 
0.00166, -442.4179, -231.3279, -235.875, -230.687, -220.2805, -230.626, -232.0908, -233.0674, -220.8603, -246.312, 
0.00168, -441.7771, -234.8984, -233.6472, -223.1186, -240.4831, -240.178, -251.3474, -235.0205, -234.5932, -239.2014, 
0.0017, -444.2185, -241.7038, -225.8652, -244.2063, -237.1567, -241.4597, -246.4341, -247.0139, -235.0205, -234.4407, 
0.00172, -435.521, -219.8227, -224.4919, -238.469, -228.032, -233.4336, -229.5578, -220.5246, -241.7954, -225.1023, 
0.00174, -445.3476, -234.8069, -232.0908, -231.572, -237.5229, -225.438, -230.3208, -226.2009, -238.3469, -224.4919, 
0.00176, -443.3945, -228.8559, -233.0368, -230.0461, -241.8259, -239.9338, -231.2363, -232.7622, -230.9006, -236.1191, 
0.00178, -438.0844, -235.936, -244.9692, -246.5561, -228.917, -243.6264, -220.5552, -229.2527, -237.8586, -239.8728, 
