Sweep Start (s), 23.90376, 24.0676, 24.23144, 24.39528, 24.55912, 24.72296, 24.8868, 25.05064, 25.21448, 25.37832, 25.54216, 25.706, 25.86984, 26.03368, 26.19752, 26.36136, 26.5252, 26.68904, 26.85288, 27.01672, 27.18056, 27.3444, 27.50824, 27.67208, 27.83592, 27.99976, 28.1636, 28.32744, 28.49128, 28.65512, 28.81896, 28.9828, 29.14664, 29.31048, 
Time (s), Sweep #1, Sweep #2, Sweep #3, Sweep #4, Sweep #5, Sweep #6, Sweep #7, Sweep #8, Sweep #9, Sweep #10, Sweep #11, Sweep #12, Sweep #13, Sweep #14, Sweep #15, Sweep #16, Sweep #17, Sweep #18, Sweep #19, Sweep #20, Sweep #21, Sweep #22, Sweep #23, Sweep #24, Sweep #25, Sweep #26, Sweep #27, Sweep #28, Sweep #29, Sweep #30, Sweep #31, Sweep #32, Sweep #33, Sweep #34, 
0.00038, -455.3269, -231.6941, -232.3044, -235.6614, -191.2278, -236.0276, -244.4199, -232.0298, -244.8777, -244.4809, -230.9006, -460.0571, -228.6423, -239.6592, -238.5605, -241.2461, -234.99, -234.9289, -248.845, -234.227, -233.7082, -236.3633, -242.3447, -228.3066, -231.6025, -227.3606, -228.032, -230.2903, -230.8701, -237.6755, -236.6074, -223.8205, -236.5769, -220.0364, 
0.0004, -464.8484, -232.8843, -234.9595, -233.7693, -204.1367, -235.0205, -234.7458, -234.3491, -238.5605, -257.7256, -234.7764, -467.5339, -213.1394, -238.4385, -230.626, -241.0325, -235.5393, -240.3611, -235.7834, -232.5181, -233.0368, -244.1452, -246.7392, -221.6843, -234.8679, -235.051, -244.6946, -229.5273, -236.4853, -223.5459, -234.5017, -238.0723, -227.4521, -222.2031, 
0.00042, -456.5781, -232.3044, -231.8772, -239.1098, -214.2075, -233.7388, -234.227, -232.9758, -241.063, -242.6804, -237.9807, -459.1111, -225.0412, -237.645, -243.2908, -229.741, -219.6091, -240.6662, -246.0984, -238.8047, -241.9785, -234.227, -231.1753, -220.25, -225.9568, -232.7622, -250.3403, -241.948, -236.7295, -237.4619, -232.7622, -241.8564, -239.293, -232.7622, 
0.00044, -450.1999, -226.5671, -240.4831, -242.7414, -220.8909, -217.7475, -236.4853, -222.6609, -223.5459, -237.9197, -244.0842, -462.1933, -237.1567, -224.1868, -232.4875, -221.196, -239.4761, -228.6423, -235.051, -236.8821, -240.0559, -225.8042, -227.0859, -236.8515, -226.8418, -226.8723, -241.4902, -234.5322, -227.147, -250.3403, -224.614, -236.0886, -224.8581, -230.5954, 
0.00046, -453.5569, -229.8325, -236.6684, -242.6499, -229.863, -241.4902, -240.6052, -241.4597, -239.2624, -250.0962, -233.3725, -459.0195, -245.8848, -227.0249, -225.5295, -238.1943, -245.9153, -238.3469, -228.2761, -226.384, -231.572, -242.894, -235.8139, -231.1448, -230.9006, -225.0718, -234.7764, -244.0842, -224.7361, -238.1333, -238.8352, -240.2695, -222.6304, -234.7764, 
0.00048, -452.7329, -242.7109, -239.9643, -231.9382, -239.3845, -239.3845, -228.0625, -237.1262, -245.5796, -239.9033, -238.8352, -459.4162, -248.1736, -237.2788, -245.9458, -246.7087, -242.5583, -238.9878, -243.3823, -223.2102, -228.6423, -244.2368, -244.1147, -227.1775, -237.5229, -233.8913, -245.9458, -247.258, -235.051, -237.4619, -244.3894, -241.4902, -230.2292, -237.1567, 
0.0005, -465.123, -238.2859, -236.5769, -222.6304, -240.3, -236.4243, -227.0859, -242.4973, -236.8821, -232.6401, -236.699, -456.4865, -238.7131, -235.9971, -249.73, -237.9197, -231.2668, -251.1338, -241.063, -228.3982, -232.4875, -231.6025, -240.178, -224.4614, -242.1921, -240.2085, -233.9524, -230.9311, -238.4385, -235.9055, -235.1731, -243.9621, -244.7861, -230.626, 
0.00052, -457.5241, -240.3611, -233.0063, -237.1872, -234.105, -236.9431, -241.0325, -244.542, -223.2712, -242.5583, -250.3708, -459.874, -229.9546, -220.311, -236.1802, -228.978, -219.5176, -241.4902, -232.0603, -237.3398, -233.0979, -237.9807, -229.4053, -236.1496, -226.0483, -238.8962, -236.6074, -229.3747, -239.4761, -235.5088, -243.8706, -234.5017, -234.5627, -236.2717, 
0.00054, -466.6184, -237.645, -235.6614, -240.7273, -206.2119, -228.8254, -243.4739, -228.0625, -239.9033, -242.3752, -243.0161, -463.353, -230.1377, -216.9846, -231.511, -231.9382, -240.1169, -236.1802, -221.7759, -238.3774, -237.584, -245.0913, -239.8118, -230.8396, -229.3137, -242.8635, -232.7317, -237.3703, -238.6521, -240.6968, -242.2837, -224.1868, -232.457, -229.4053, 
0.00056, -461.0947, -242.6499, -244.2063, -235.5698, -194.1575, -236.6379, -239.1098, -229.1611, -234.1965, -248.3262, -236.8515, -453.5569, -228.154, -221.8979, -225.5906, -229.039, -235.9971, -236.4548, -246.312, -233.0063, -230.5039, -232.457, -237.4314, -235.8445, -242.6804, -241.5818, -238.0417, -240.9714, -234.4407, -233.1894, -240.7578, -228.1846, -244.2978, -232.1518, 
0.00058, -456.4255, -235.7834, -239.4455, -228.4897, -200.5051, -236.9431, -232.1824, -234.8984, -228.9475, -234.166, -236.9736, -466.771, -224.9802, -215.947, -227.4521, -242.6194, -226.4756, -232.6706, -239.9338, -230.6565, -231.3279, -236.4243, -235.1426, -225.3159, -232.6706, -233.4946, -232.8232, -237.1262, -235.8445, -233.4946, -233.6167, -223.3323, -228.7034, -229.8935, 
0.0006, -456.6391, -249.5774, -237.4619, -218.9377, -199.376, -233.3725, -221.4402, -230.8701, -233.281, -241.3987, -226.7502, -458.4397, -233.7998, -217.8696, -232.9453, -246.0068, -252.3545, -236.3633, -237.5229, -235.936, -232.6401, -236.7905, -228.0014, -222.4778, -235.7529, -237.3703, -236.9736, -230.1682, -237.5229, -242.7414, -235.936, -237.645, -226.8723, -227.9404, 
0.00062, -454.4113, -241.948, -227.0859, -229.039, -196.1716, -233.1589, -205.9067, -229.9241, -236.8515, -255.6504, -233.4031, -447.3313, -243.6264, -207.9514, -229.863, -234.2881, -239.2624, -231.3279, -239.293, -237.4314, -233.4336, -220.2805, -224.8276, -237.9197, -239.7812, -233.7388, -232.7317, -228.3982, -227.208, -231.1753, -228.4897, -241.5513, -236.4548, -241.5207, 
0.00064, -455.9983, -228.0014, -228.7949, -238.6216, -209.5078, -256.2912, -199.0098, -238.469, -231.2058, -233.4031, -231.2668, -463.7802, -231.3889, -238.1028, -236.8821, -231.4499, -234.166, -234.8069, -235.2952, -232.0908, -230.2903, -222.3252, -245.6101, -227.3911, -220.7688, -237.645, -228.9475, -241.2766, -228.5508, -243.779, -238.591, -243.3213, -232.3349, -235.2646, 
0.00066, -455.8152, -235.112, -241.2461, -243.1077, -205.4795, -252.2629, -224.7666, -231.7246, -236.4853, -219.5176, -236.1496, -459.3552, -221.7148, -236.2717, -232.6096, -232.8537, -235.5393, -234.8984, -239.9949, -232.2434, -233.7693, -222.966, -243.5044, -235.8139, -236.1802, -228.0014, -222.2947, -247.1055, -229.039, -241.3071, -241.5513, -239.6286, -239.2014, -225.499, 
0.00068, -460.0876, -242.1616, -235.6919, -221.8369, -190.0071, -235.6614, -236.9431, -225.4075, -226.5671, -240.178, -239.3235, -462.8037, -231.0227, -223.2407, -244.1452, -231.9382, -247.5022, -220.9519, -239.2014, -230.9617, -226.9028, -233.4946, -224.1257, -237.1567, -236.8821, -238.6521, -233.0674, -231.0532, -237.6755, -234.4712, -228.2151, -239.5371, -228.978, -217.9001, 
0.0007, -459.3552, -239.8728, -231.6025, -228.3066, -195.6223, -241.3987, -242.4363, -225.1023, -226.9028, -253.1785, -241.7954, -447.6059, -227.6047, -234.8374, -236.76, -232.9453, -234.6543, -227.6352, -235.6003, -223.5154, -224.9802, -224.2478, -229.5273, -223.4238, -242.6499, -233.8303, -242.3447, -244.7556, -230.9617, -233.0674, -229.2832, -238.8962, -230.8396, -225.9263, 
0.00072, -459.874, -244.1758, -240.3306, -227.4827, -203.3127, -227.7573, -237.4009, -235.4172, -238.9267, -229.9851, -229.8325, -464.1465, -228.6728, -239.6592, -215.0315, -247.8684, -233.1894, -226.8723, -233.8608, -233.342, -215.7334, -239.4455, -219.7312, -226.0788, -242.9856, -237.8281, -240.3, -242.6499, -236.4548, -239.2014, -241.7344, -241.0325, -245.7932, -231.8467, 
0.00074, -455.1438, -233.3725, -231.9687, -234.6543, -211.8271, -229.8935, -227.9709, -236.5464, -236.9736, -237.4924, -237.4619, -472.7219, -232.0908, -228.4287, -199.7727, -241.9175, -241.0019, -242.4057, -238.9573, -235.8139, -223.5764, -240.7883, -239.9338, -229.0085, -242.5278, -236.4853, -234.9289, -240.8493, -235.8445, -246.251, -241.4597, -237.4314, -236.2717, -228.4897, 
0.00076, -452.8855, -238.0723, -238.6826, -225.1023, -227.7878, -230.8091, -239.9033, -235.4172, -234.8679, -250.7981, -245.2439, -457.9819, -218.6936, -231.2058, -215.6723, -253.9719, -230.0461, -248.0515, -238.1028, -232.9148, -208.1345, -247.9294, -231.8161, -230.9922, -217.8696, -231.9993, -250.5234, -235.9665, -236.2717, -236.3022, -238.0723, -218.9682, -226.384, -226.0483, 
0.00078, -466.0385, -238.0112, -240.5137, -227.269, -226.4451, -238.53, -238.8657, -236.4243, -229.3442, -236.9126, -224.553, -450.4441, -234.3491, -228.5508, -213.0173, -239.9033, -227.6047, -234.5627, -235.9665, -244.0232, -210.6369, -241.9175, -225.1938, -224.8276, -237.4619, -233.5251, -241.3987, -229.5578, -231.7551, -231.9687, -235.9665, -228.7949, -226.5976, -225.2549, 
0.0008, -457.7683, -227.7573, -234.5932, -237.645, -242.9551, -239.8423, -236.8821, -239.7507, -231.8161, -237.8891, -239.9033, -457.9514, -241.1545, -233.7998, -230.1987, -225.8957, -225.0718, -233.5251, -237.8281, -249.791, -218.2358, -237.3703, -233.3115, -242.0701, -235.0205, -242.8635, -231.7551, -239.9033, -241.0325, -234.3796, -233.5556, -225.8042, -226.0483, -232.7927, 
0.00082, -450.6272, -235.5393, -234.0439, -239.3845, -225.5295, -225.2549, -241.6733, -245.0608, -244.3589, -216.0996, -234.1355, -459.2942, -230.4429, -241.948, -231.3584, -235.5088, -234.3796, -223.7595, -231.1142, -240.7273, -210.8201, -215.8249, -233.9829, -230.3208, -234.6848, -241.948, -237.1567, -232.7927, -234.6848, -235.0205, -227.3301, -237.3398, -224.7361, -233.9829, 
0.00084, -459.1721, -242.4973, -231.3584, -222.4167, -198.7961, -222.2336, -238.8047, -233.0368, -237.2788, -229.1916, -235.7834, -449.7727, -222.7524, -238.591, -208.989, -240.9714, -231.2363, -230.687, -248.6313, -232.5486, -197.3008, -227.0859, -240.4526, -221.8064, -227.6047, -230.4429, -235.112, -230.5344, -234.1965, -236.8515, -240.3916, -241.6123, -234.0744, -233.9219, 
0.00086, -472.02, -239.0183, -222.2947, -221.9895, -227.208, -233.0368, -237.3703, -222.6609, -238.8657, -241.6123, -227.4521, -451.9394, -236.3938, -229.4053, -209.4773, -218.8767, -238.6216, -235.8139, -246.2815, -229.4968, -196.2021, -240.1474, -235.875, -231.3889, -243.5349, -228.9475, -220.2805, -226.323, -240.5442, -240.178, -241.3376, -233.8913, -230.5649, -240.7883, 
0.00088, -452.8244, -238.4079, -239.0488, -215.7639, -227.2995, -239.9949, -233.4641, -235.875, -235.5088, -238.9878, -247.258, -455.6626, -240.8493, -236.6074, -214.8179, -217.5034, -230.687, -231.2058, -236.3327, -231.4194, -220.8909, -246.1289, -225.438, -231.8772, -243.2602, -231.2668, -236.4853, -225.1023, -231.6941, -228.0625, -230.4734, -241.3681, -240.8188, -234.5627, 
0.0009, -454.8386, -240.2695, -250.2793, -211.2168, -225.56, -232.457, -242.2837, -213.5056, -214.8789, -246.9834, -234.3796, -456.0288, -239.8728, -235.5393, -219.487, -217.0762, -238.6216, -230.1377, -229.863, -245.7016, -211.9492, -232.2739, -228.4897, -229.1306, -240.0254, -230.8701, -232.7012, -234.8069, -231.511, -233.22, -243.2908, -227.8489, -238.591, -231.572, 
0.00092, -466.6184, -222.905, -239.8118, -212.9258, -235.0205, -235.3257, -244.2063, -228.1846, -222.7524, -227.6963, -241.6428, -448.7046, -228.032, -236.3327, -217.9612, -218.541, -233.5556, -231.0532, -241.0325, -242.4668, -198.5825, -243.0466, -244.2368, -237.4314, -232.6706, -238.2554, -244.8777, -234.6848, -244.1147, -236.9736, -245.9153, -242.9856, -234.9595, -227.3911, 
0.00094, -453.74, -222.2336, -228.2761, -217.0151, -246.5561, -237.706, -243.6264, -233.9219, -221.3486, -238.9267, -237.3398, -461.0337, -226.8418, -240.4831, -213.5666, -223.79, -231.7856, -238.8962, -240.239, -231.1753, -212.9258, -226.5061, -259.5871, -223.7595, -238.8962, -230.626, -227.8183, -235.0205, -236.3327, -236.7905, -234.9595, -229.863, -239.2319, -223.7595, 
0.00096, -459.5078, -242.1006, -243.1992, -233.281, -232.0908, -244.7861, -233.8608, -235.936, -225.5906, -233.6777, -231.9382, -459.5078, -232.8537, -250.0351, -220.8909, -229.4053, -236.7295, -227.2385, -227.7573, -215.7639, -220.5857, -246.2204, -234.8069, -236.7905, -229.802, -237.1567, -241.3071, -239.6592, -217.8391, -233.4031, -228.093, -229.039, -237.5535, -230.9617, 
0.00098, -456.0288, -242.1921, -234.2881, -244.2063, -230.4429, -241.3071, -232.7317, -235.6308, -226.2925, -234.4712, -231.8772, -451.2986, -235.4783, -238.8352, -205.2659, -224.3699, -237.3703, -229.3442, -246.3425, -211.3999, -211.2778, -243.1382, -230.0766, -242.5889, -233.2505, -236.7295, -242.2532, -238.8962, -210.1792, -229.3137, -247.9905, -233.9524, -237.2483, -227.5742, 
0.001, -448.8571, -229.7715, -224.675, -225.6821, -237.0652, -233.8303, -242.6804, -235.5088, -235.9971, -234.3491, -226.384, -454.7165, -236.7295, -226.3535, -217.7475, -211.3694, -239.5981, -228.2456, -229.7104, -219.7922, -211.1252, -226.5366, -240.0864, -224.8581, -248.6618, -239.1404, -237.3398, -227.8183, -208.5312, -226.384, -238.1943, -239.1404, -241.3681, -227.7268, 
0.00102, -462.6816, -234.7153, -235.9971, -238.53, -227.2385, -228.6118, -233.281, -222.966, -236.8515, -233.281, -238.4385, -455.7236, -228.6118, -228.3982, -221.3181, -204.9912, -246.2204, -226.5671, -230.2598, -189.3967, -201.0544, -246.8613, -246.8003, -224.0952, -250.2488, -228.1846, -223.4848, -230.4123, -214.0854, -227.4521, -212.3154, -239.0488, -234.4407, -220.3415, 
0.00104, -457.4021, -232.7012, -241.9785, -231.9382, -235.5393, -235.9055, -244.1452, -233.0979, -235.0815, -239.2319, -230.8701, -461.4304, -222.5388, -243.6875, -211.9187, -215.1841, -245.0608, -228.6118, -228.3677, -189.3967, -201.207, -241.2766, -242.9245, -224.0952, -243.9621, -236.9126, -243.8096, -239.4761, -208.6228, -233.0979, -229.4663, -241.7649, -241.2461, -211.9492, 
0.00106, -453.0381, -241.3987, -224.1562, -228.0625, -258.8242, -229.1611, -233.8913, -228.3066, -242.2226, -241.7649, -226.1704, -448.7351, -223.3017, -237.1872, -217.2287, -218.2969, -228.2761, -231.6941, -248.3872, -204.9302, -211.3999, -229.8935, -224.1257, -229.863, -243.8706, -246.0679, -245.7627, -237.5535, -219.365, -232.2434, -232.6706, -223.0881, -236.2107, -227.5437, 
0.00108, -467.1982, -240.8188, -223.8816, -230.1987, -239.3235, -232.9148, -233.8303, -228.6118, -229.9546, -230.1377, -242.5889, -458.0735, -229.3747, -225.438, -203.862, -217.5339, -237.4924, -220.1889, -244.8777, -211.7051, -230.2903, -226.4145, -226.5366, -235.2952, -242.833, -230.6565, -235.1731, -230.748, -216.9846, -244.4809, -237.7671, -234.3796, -239.3235, -234.2576, 
0.0011, -464.6347, -219.8838, -236.6684, -227.4216, -227.0859, -240.6662, -244.3284, -234.8374, -216.3437, -229.3442, -240.7883, -457.3716, -242.3752, -227.3911, -208.5312, -212.7121, -236.6684, -229.4663, -235.9971, -211.1863, -240.3916, -229.0696, -233.8303, -228.6423, -232.8537, -231.5415, -207.7073, -237.0041, -212.2544, -232.5181, -239.8118, -232.8843, -237.9502, -226.8113, 
0.00112, -455.8457, -236.0886, -242.0395, -230.1072, -237.6145, -238.3774, -233.8913, -229.1611, -235.2036, -220.5857, -237.4009, -455.7236, -247.136, -231.4194, -215.3672, -213.2004, -220.7688, -233.7082, -239.2624, -202.0615, -242.4668, -239.1404, -238.3469, -241.9175, -232.9758, -225.2549, -192.3264, -242.5889, -210.4233, -247.7768, -244.3284, -239.2014, -230.3513, -231.9687, 
0.00114, -459.3247, -249.852, -236.5159, -242.9245, -249.4553, -231.3889, -240.7578, -235.1731, -230.9922, -229.6799, -226.7502, -451.3291, -237.7976, -230.0461, -211.8882, -206.334, -222.9355, -236.7905, -249.9741, -214.177, -245.366, -236.6684, -245.2134, -244.7861, -230.626, -239.6897, -193.1504, -242.8025, -214.2075, -247.6548, -244.8166, -240.7578, -234.7458, -245.5185, 
0.00116, -455.8152, -217.5034, -235.5393, -238.7131, -235.875, -227.1164, -241.1545, -235.2646, -232.5181, -233.7082, -243.5654, -446.9651, -244.2978, -233.7998, -210.5454, -205.0827, -236.2412, -230.3208, -236.6074, -206.8528, -235.112, -240.1169, -239.6897, -227.0249, -239.1709, -237.3398, -180.2109, -226.0178, -204.8386, -243.3823, -237.9197, -240.239, -254.5212, -234.2881, 
0.00118, -456.4865, -207.9209, -246.0068, -237.7366, -241.0935, -224.7971, -237.9502, -231.4194, -233.6167, -234.8679, -240.6357, -462.7426, -231.2973, -238.8657, -212.529, -200.6882, -241.5513, -233.6777, -228.6118, -202.6719, -234.4712, -221.0434, -218.6936, -233.5251, -242.1311, -229.8325, -187.1384, -237.9807, -204.5334, -246.1594, -229.4663, -244.6946, -236.1802, -235.6308, 
