Sweep Start (s), 50.70428, 50.86812, 51.03196, 51.1958, 51.35964, 51.52348, 51.68732, 51.85116, 52.015, 52.17884, 52.34268, 52.50652, 52.67036, 52.8342, 52.99804, 53.16188, 53.32572, 53.48956, 53.6534, 53.81724, 53.98108, 54.14492, 54.30876, 
Time (s), Sweep #1, Sweep #2, Sweep #3, Sweep #4, Sweep #5, Sweep #6, Sweep #7, Sweep #8, Sweep #9, Sweep #10, Sweep #11, Sweep #12, Sweep #13, Sweep #14, Sweep #15, Sweep #16, Sweep #17, Sweep #18, Sweep #19, Sweep #20, Sweep #21, Sweep #22, Sweep #23, 
0, -451.6342, -241.2766, -223.0576, -224.2173, -243.0466, -205.0827, -191.3193, -201.6343, -237.645, -216.8931, -232.2739, -206.1203, -242.6499, -232.396, -228.032, -239.8423, -238.2859, -200.4746, -204.5639, -205.7847, -231.1142, -230.3208, -245.1828, 
2E-05, -456.2729, -241.9175, -218.2663, -218.6326, -229.7715, -203.7705, -184.5749, -201.97, -240.7273, -205.8762, -241.8869, -227.9099, -244.9387, -235.2341, -237.9197, -236.2412, -242.6194, -210.6369, -205.0827, -202.0005, -229.3747, -244.4199, -247.0749, 
4E-05, -455.0217, -243.2297, -226.5671, -218.541, -233.4031, -196.0495, -192.1128, -196.782, -236.4243, -206.7307, -246.5256, -211.3694, -236.1802, -224.3393, -245.6711, -231.3279, -225.56, -204.1062, -202.4277, -204.9912, -224.2783, -229.1611, -224.1868, 
6E-05, -450.1084, -239.6897, -226.0178, -222.5998, -232.2739, -204.0146, -218.6936, -207.3716, -237.1262, -217.1677, -237.706, -225.1633, -232.6706, -232.4875, -229.2222, -226.5671, -241.4597, -214.7873, -198.9182, -223.4543, -245.8542, -221.196, -226.0178, 
8E-05, -446.0495, -230.748, -213.3835, -223.2712, -229.6189, -231.6025, -206.7307, -207.0664, -229.3747, -213.5361, -229.1306, -238.1028, -234.2576, -239.9949, -232.396, -235.2036, -245.1828, -224.9497, -200.9018, -215.7334, -252.9038, -230.5649, -250.3708, 
0.0001, -450.0779, -236.3022, -214.0854, -224.675, -236.6074, -228.4592, -200.5356, -199.5896, -238.7436, -218.7546, -235.9971, -241.3071, -244.4199, -229.5884, -236.3327, -239.8423, -223.5764, -215.6723, -212.6816, -213.6277, -232.2739, -240.4526, -228.5508, 
0.00012, -449.2539, -230.0156, -222.5693, -226.4756, -227.0249, -203.5874, -202.031, -212.1628, -247.0139, -206.8223, -231.1142, -235.2952, -243.9316, -234.3796, -230.3208, -239.1404, -215.3061, -214.4211, -203.862, -209.1721, -223.5459, -241.5513, -228.0625, 
0.00014, -451.8174, -224.614, -211.8577, -234.2881, -206.9443, -210.1181, -206.5171, -204.9302, -236.6379, -228.3066, -231.2668, -237.2788, -232.0298, -238.591, -241.2156, -230.626, -226.5671, -207.0969, -197.2702, -214.5737, -232.4875, -228.9475, -243.779, 
0.00016, -453.4348, -219.1208, -227.208, -219.426, -214.4516, -218.4189, -203.9231, -200.6272, -239.5981, -217.5034, -238.4385, -229.863, -246.4951, -235.7529, -234.1965, -226.1094, -217.2593, -208.8669, -199.4065, -209.813, -246.4035, -240.3916, -249.0586, 
0.00018, -455.2658, -249.791, -231.6941, -215.1535, -226.4451, -213.8413, -208.5618, -204.2893, -235.051, -208.104, -235.6614, -209.7825, -241.6428, -234.166, -233.7388, -242.7414, -209.5383, -213.9634, -195.9275, -206.4255, -240.6968, -241.9175, -232.1824, 
0.0002, -444.4321, -238.1943, -216.1606, -206.395, -221.135, -221.4097, -212.6206, -216.6794, -236.76, -206.2119, -243.2908, -203.4958, -238.7436, -230.4734, -244.7251, -235.1426, -217.0151, -209.5383, -191.8686, -199.2844, -228.0014, -250.2182, -227.7268, 
0.00022, -452.9465, -245.1218, -225.6516, -201.8784, -212.0408, -231.9077, -213.7803, -214.4822, -223.0881, -216.2827, -243.5959, -217.4729, -245.6406, -235.0815, -238.9878, -235.3867, -207.7988, -217.9612, -199.1318, -204.8691, -233.0674, -233.5862, -236.4243, 
