Sweep Start (s), 117.2448, 117.4086, 117.5725, 117.7363, 117.9002, 118.064, 118.2278, 118.3917, 118.5555, 118.7194, 118.8832, 119.047, 119.2109, 119.3747, 119.5386, 
Time (s), Sweep #1, Sweep #2, Sweep #3, Sweep #4, Sweep #5, Sweep #6, Sweep #7, Sweep #8, Sweep #9, Sweep #10, Sweep #11, Sweep #12, Sweep #13, Sweep #14, Sweep #15, 
0, -437.0929, -206.8988, -204.671, -196.8585, -202.9926, -197.6215, -193.4406, -195.5158, -200.1544, -197.7435, -207.143, -201.0089, -186.0248, -214.223, -208.3331, 
2E-05, -441.4874, -200.0018, -227.2846, -195.2411, -197.1027, -202.6569, -200.0934, -201.7719, -204.61, -216.1762, -240.8038, -210.0726, -191.8842, -202.9315, -214.101, 
4E-05, -422.7802, -205.4645, -217.5495, -193.7457, -194.0204, -195.3937, -190.6329, -209.4013, -209.4318, -199.1168, -227.4371, -198.6591, -196.1261, -192.4335, -216.5119, 
6E-05, -426.3507, -202.6569, -210.4694, -195.2716, -194.4171, -201.9245, -212.9108, -195.3937, -199.2999, -195.4547, -212.3309, -196.2177, -190.2667, -194.3256, -214.223, 
8E-05, -435.8722, -197.3773, -213.3991, -200.6427, -210.3168, -199.0253, -211.2934, -189.0766, -210.9577, -204.7016, -208.8214, -194.0509, -191.2738, -188.6798, -210.2252, 
0.0001, -436.1469, -200.6427, -206.0748, -209.9811, -208.4857, -207.0819, -207.8143, -193.5016, -211.4154, -201.0089, -206.3495, -190.4193, -188.924, -195.4852, -210.1032, 
0.00012, -428.4259, -203.4198, -207.6618, -196.9501, -185.4755, -206.3495, -206.6242, -188.5578, -194.6918, -203.0231, -208.913, -209.6149, -203.9691, -207.204, -206.6852, 
0.00014, -445.5157, -204.2743, -219.1974, -186.2995, -193.3795, -216.2067, -198.9337, -203.3893, -184.4684, -193.0438, -213.5211, -192.3114, -202.016, -196.767, -228.3222, 
0.00016, -438.5577, -206.7767, -218.2514, -195.3937, -206.3495, -202.5043, -201.8024, -209.8285, -204.0607, -188.924, -212.9108, -191.9147, -185.1398, -199.0253, -218.4039, 
0.00018, -436.4825, -200.9479, -225.9418, -216.3898, -197.9267, -200.5512, -208.4857, -205.2204, -218.526, -203.725, -203.4503, -198.8727, -198.5065, -199.1779, -208.2416, 
0.0002, -434.1937, -200.8869, -212.1478, -196.4008, -193.8373, -207.1124, -196.2787, -195.4547, -204.9762, -202.84, -199.0253, -201.9245, -212.2394, -190.3888, -215.4743, 
0.00022, -438.0084, -213.5517, -201.6803, -195.4242, -204.8541, -197.3468, -205.1288, -195.3327, -196.2482, -196.3397, -212.0563, -198.0487, -209.2487, -190.4804, -209.9201, 
0.00024, -438.222, -206.0748, -210.9882, -206.3495, -198.598, -197.8656, -214.1315, -200.9784, -197.4994, -201.2531, -214.5892, -194.8749, -196.0346, -208.15, -213.6432, 
0.00026, -426.3202, -197.1027, -214.5892, -212.3309, -188.7409, -199.0253, -201.6193, -210.683, -198.2623, -199.3305, -225.1483, -197.652, -210.5304, -208.8214, -211.3544, 
0.00028, -423.1769, -197.0416, -215.4437, -205.8612, -190.694, -182.5153, -197.652, -208.7604, -204.7016, -202.5043, -216.2372, -200.7648, -216.7865, -195.4547, -211.2018, 
0.0003, -434.9567, -193.4711, -209.1876, -172.414, -214.4977, -195.8515, -211.0187, -196.1566, -191.1517, -203.0231, -201.8939, -201.5277, -211.9953, -198.2929, -210.3473, 
0.00032, -422.9938, -195.882, -210.3473, -177.5714, -191.579, -214.3146, -214.2841, -204.9762, -196.7365, -206.4105, -201.6803, -205.7392, -184.682, -209.4318, -214.1925, 
0.00034, -425.5573, -207.7838, -199.4525, -178.1818, -200.6427, -197.3163, -179.6161, -191.5485, -208.15, -199.5746, -214.6503, -204.5184, -185.2313, -188.7103, -225.6366, 
0.00036, -444.6002, -206.2885, -200.3375, -175.8624, -192.7387, -195.8515, -189.7174, -194.0509, -194.2951, -205.9223, -220.4791, -197.2247, -192.1588, -204.0912, -208.9435, 
0.00038, -433.8885, -202.5348, -221.3031, -185.8112, -204.549, -205.8307, -191.7011, -205.556, -177.8156, -220.1434, -219.8383, -193.7457, -207.4176, -202.4433, -200.8563, 
0.0004, -426.1676, -207.204, -216.3898, -189.2597, -196.0346, -198.7811, -205.4645, -201.5888, -200.2765, -202.2601, -202.901, -201.192, -194.5087, -202.1991, -218.0988, 
0.00042, -420.0031, -208.7299, -206.8073, -202.4738, -204.61, -185.2008, -207.0819, -211.629, -196.3092, -201.1005, -209.5844, -207.9364, -193.3185, -209.7064, -216.7865, 
0.00044, -432.3016, -204.2438, -218.4039, -206.6242, -198.0792, -197.4689, -199.9103, -204.6405, -209.3402, -203.9081, -226.8268, -207.6312, -185.3229, -216.7865, -217.5495, 
0.00046, -434.3768, -200.7343, -220.174, -207.2955, -184.2243, -198.476, -200.3375, -203.4809, -215.1386, -208.2721, -209.1266, -201.7413, -198.7811, -196.004, -208.2111, 
0.00048, -431.264, -188.4052, -199.4525, -205.556, -185.5975, -193.7152, -207.8449, -195.2716, -215.6574, -186.8488, -208.7909, -203.1146, -206.5326, -202.5958, -216.3288, 
0.0005, -437.0013, -196.6754, -205.8612, -198.1403, -185.2313, -205.5866, -210.0421, -207.6618, -206.8073, -195.6073, -212.453, -196.4313, -204.61, -196.7975, -218.8617, 
0.00052, -438.9545, -209.9201, -202.9315, -189.2597, -190.4193, -198.7506, -211.507, -209.0045, -203.9996, -209.7675, -208.913, -206.7157, -210.9271, -208.8214, -213.7348, 
0.00054, -440.8466, -204.0607, -205.2204, -183.1867, -193.8373, -186.8488, -200.8258, -195.3632, -192.9523, -187.1539, -213.1244, -214.9555, -202.5348, -206.4716, -216.1762, 
0.00056, -435.3534, -201.8329, -215.9625, -189.3512, -198.7506, -192.5861, -213.1854, -203.2672, -179.7687, -194.5087, -223.1647, -206.2579, -199.483, -205.9223, -204.4574, 
0.00058, -435.5975, -197.7435, -225.362, -203.3588, -191.9147, -208.0585, -203.1757, -203.0231, -201.2531, -215.9625, -207.3566, -208.3942, -200.6427, -198.9642, -219.0448, 
0.0006, -438.2831, -202.6569, -210.622, -205.8917, -200.0018, -201.5277, -201.9245, -204.2133, -201.9855, -200.0018, -207.6007, -194.6002, -202.7484, -196.5839, -218.5565, 
0.00062, -428.7006, -202.5958, -203.0536, -204.7626, -197.9877, -195.9735, -205.6171, -209.1571, -203.1757, -191.6705, -217.3663, -195.5768, -200.2765, -203.1146, -210.6525, 
0.00064, -436.2689, -198.9032, -213.0634, -198.5065, -201.0089, -198.9948, -208.3942, -205.1898, -207.9669, -189.1986, -228.7799, -210.1947, -210.683, -182.6068, -214.4977, 
0.00066, -435.4144, -204.3353, -206.8378, -199.1168, -202.9315, -204.4574, -194.5087, -207.3261, -205.6476, -204.9457, -217.0612, -205.2204, -208.2416, -171.2238, -204.1522, 
0.00068, -440.2057, -210.5304, -211.4765, -207.8754, -194.6002, -194.3866, -202.901, -207.8754, -190.7245, -210.4083, -211.1408, -206.319, -213.6127, -203.3588, -206.1359, 
0.0007, -424.6112, -218.7702, -218.2208, -204.3964, -203.1146, -196.4313, -198.8422, -201.4667, -198.6591, -196.767, -217.3969, -202.4433, -207.1735, -203.3893, -215.108, 
0.00072, -429.5245, -199.1474, -216.0236, -205.9223, -195.5463, -197.7741, -197.8961, -191.6705, -194.0814, -203.9081, -218.1293, -201.2836, -195.4242, -210.8051, -213.3075, 
0.00074, -429.2804, -196.0346, -228.6884, -208.5468, -195.6073, -199.7882, -192.0978, -194.8139, -192.7692, -199.0558, -209.0961, -202.9926, -195.6378, -192.6776, -219.289, 
0.00076, -442.1893, -200.4901, -210.8356, -191.0297, -194.4476, -192.3725, -192.3419, -188.8019, -211.2934, -207.9059, -215.9931, -210.8356, -205.3119, -194.112, -209.0045, 
0.00078, -424.9469, -202.6569, -211.5375, -198.2623, -192.6471, -188.1915, -196.5534, -205.6171, -205.3729, -206.38, -218.2819, -198.7201, -205.6476, -201.4057, -204.549, 
0.0008, -417.9889, -203.3283, -207.1124, -203.3893, -193.9594, -189.4122, -200.0934, -204.4269, -197.6215, -210.1642, -206.1969, -197.8961, -201.955, -207.4481, -214.7418, 
