Sweep Start (s), 78.07748, 78.24132, 78.40516, 78.569, 78.73284, 78.89668, 79.06052, 79.22436, 79.3882, 79.55204, 79.71588, 79.87972, 80.04356, 80.2074, 80.37124, 80.53508, 80.69892, 80.86276, 81.0266, 
Time (s), Sweep #1, Sweep #2, Sweep #3, Sweep #4, Sweep #5, Sweep #6, Sweep #7, Sweep #8, Sweep #9, Sweep #10, Sweep #11, Sweep #12, Sweep #13, Sweep #14, Sweep #15, Sweep #16, Sweep #17, Sweep #18, Sweep #19, 
0, -439.5343, -199.1474, -201.6498, -224.4464, -233.1439, -215.871, -195.7904, -204.2133, -224.6906, -214.0094, -201.8634, -187.3371, -188.7409, -195.6073, -207.7228, -179.372, -225.8502, -203.786, -195.3632, 
2E-05, -429.0057, -197.4994, -206.6852, -228.0475, -232.8693, -216.817, -210.3168, -196.0651, -230.3974, -190.1752, -202.4127, -205.8917, -203.5114, -198.9337, -193.349, -181.3251, -225.7282, -192.3419, -195.119, 
4E-05, -420.7965, -193.3795, -194.3561, -231.0077, -227.3151, -212.6972, -211.0492, -203.7555, -232.2589, -202.901, -199.5136, -209.1266, -213.338, -200.7343, -193.8678, -173.2074, -218.465, -209.6759, -187.4896, 
6E-05, -451.7719, -201.955, -204.671, -224.7211, -239.9494, -225.1483, -202.6569, -206.3495, -229.787, -204.1522, -185.6586, -197.9877, -202.1686, -192.4945, -206.2579, -179.3414, -209.7064, -207.6923, -193.3795, 
8E-05, -442.1588, -201.3141, -201.5888, -239.9188, -218.1903, -211.8121, -205.6781, -198.5675, -227.9254, -210.5914, -200.185, -209.9201, -194.8444, -199.2999, -209.2792, -187.9779, -222.6154, -215.047, -205.0372, 
0.0001, -427.3273, -206.1359, -202.4433, -250.5695, -223.1952, -224.2633, -210.2863, -202.6264, -219.9909, -192.0673, -203.9996, -219.1669, -208.5468, -205.8002, -203.9996, -177.4799, -227.6813, -198.2929, -193.8373, 
0.00012, -425.4047, -205.4035, -192.0978, -236.5009, -239.4611, -228.017, -180.9284, -212.1478, -230.3974, -201.4057, -186.1774, -202.9621, -202.6264, -180.9284, -197.8656, -173.4516, -221.7609, -206.1664, -188.8629, 
0.00014, -435.4449, -200.4901, -205.0067, -223.8361, -241.3837, -221.6998, -190.1142, -188.8019, -230.0922, -222.2186, -218.0377, -201.3141, -190.5414, -196.3092, -197.1637, -191.8842, -207.3261, -199.5746, -196.4618, 
0.00016, -430.4706, -201.7108, -181.1115, -225.7892, -217.8546, -225.1178, -211.507, -200.3681, -241.1701, -190.3583, -218.0988, -193.0438, -195.6684, -203.9996, -195.0275, -185.8417, -230.7636, -198.2929, -208.6688, 
0.00018, -434.0106, -202.4127, -194.173, -220.7843, -228.1391, -218.2514, -212.5446, -191.0907, -234.5172, -185.4144, -210.8661, -180.2265, -194.4171, -198.9948, -201.3446, -198.598, -232.0453, -187.6727, -223.0121, 
0.0002, -441.9147, -194.4476, -187.276, -235.5243, -220.5707, -220.5707, -198.6591, -199.7882, -219.6857, -177.1137, -189.6869, -202.7484, -202.2601, -196.6449, -205.0983, -186.4215, -226.2775, -202.9315, -205.495, 
0.00022, -421.7731, -207.9975, -200.3375, -229.787, -225.484, -223.714, -202.1991, -203.4198, -214.1925, -194.5697, -187.215, -192.8302, -199.5746, -204.2438, -204.1828, -177.7545, -218.4345, -205.8917, -205.3729, 
0.00024, -433.9496, -203.664, -199.6662, -225.7587, -231.3129, -227.132, -188.5272, -196.1261, -234.09, -196.828, -190.6024, -203.0841, -190.4804, -202.4127, -191.9452, -185.445, -220.7233, -200.5817, -200.8258, 
0.00026, -438.2831, -194.3866, -204.1828, -225.4535, -218.7702, -222.6154, -195.882, -196.1871, -228.5663, -194.5087, -186.8183, -211.8732, -204.549, -190.9381, -192.2809, -175.5573, -229.9701, -198.5675, -199.6967, 
0.00028, -440.1141, -203.9691, -208.028, -226.7963, -224.6295, -221.7914, -205.8917, -195.9125, -219.5941, -210.2558, -197.4079, -189.7174, -194.0509, -192.9828, -204.0607, -179.7992, -222.829, -200.9479, -177.6935, 
0.0003, -437.9779, -194.5087, -197.9572, -249.0131, -229.8175, -234.7309, -206.6852, -205.8002, -222.7069, -212.9718, -200.246, -197.8351, -193.0744, -192.3114, -207.6618, -174.6723, -217.9157, -206.5326, -197.2247, 
0.00032, -427.7545, -210.5609, -210.5609, -233.5407, -224.1413, -225.7892, -188.6188, -196.828, -235.7379, -201.2836, -196.3397, -205.3424, -202.7484, -195.7904, -204.1828, -190.1752, -235.5853, -193.8983, -205.9833, 
0.00034, -425.1605, -202.3822, -207.0819, -241.1701, -222.4323, -218.0072, -199.2694, -190.2362, -225.362, -195.4852, -205.2814, -203.4503, -213.7653, -206.4411, -201.3446, -181.4472, -240.7428, -190.4498, -198.598, 
