Sweep Start (s), 25.87628, 26.04012, 26.20396, 26.3678, 26.53164, 26.69548, 26.85932, 27.02316, 27.187, 27.35084, 27.51468, 27.67852, 27.84236, 28.0062, 28.17004, 28.33388, 28.49772, 28.66156, 28.8254, 
Time (s), Sweep #1, Sweep #2, Sweep #3, Sweep #4, Sweep #5, Sweep #6, Sweep #7, Sweep #8, Sweep #9, Sweep #10, Sweep #11, Sweep #12, Sweep #13, Sweep #14, Sweep #15, Sweep #16, Sweep #17, Sweep #18, Sweep #19, 
0, -232.4115, -217.3358, -224.538, -223.8666, -235.8295, -193.1659, -436.2994, -225.6671, -236.0431, -205.6476, -429.1278, -224.7516, -224.3854, -223.5309, -226.0944, -184.0106, -166.0663, -190.2667, -426.778, 
2E-05, -233.5712, -221.6388, -237.2638, -239.9494, -224.9347, -190.2667, -417.5922, -232.2284, -230.5499, -194.7833, -429.0363, -233.0524, -206.8683, -226.0333, -214.6198, -184.1327, -165.3644, -187.5812, -429.7992, 
4E-05, -233.0219, -223.5004, -226.369, -236.8671, -219.4721, -198.8117, -437.0013, -226.2775, -229.4513, -206.4716, -425.8929, -229.6039, -196.2787, -225.4535, -230.5499, -194.4171, -191.8231, -190.2973, -430.9589, 
6E-05, -218.465, -221.6693, -238.515, -226.6437, -216.695, -206.6852, -433.858, -214.1925, -228.3222, -202.3517, -443.2269, -231.2518, -198.7506, -222.4017, -213.4906, -183.2172, -169.881, -194.9664, -435.0787, 
8E-05, -219.7467, -222.9205, -229.1156, -224.0497, -205.3424, -194.7833, -430.8978, -236.745, -223.2257, -189.5954, -442.525, -234.914, -204.3048, -213.3075, -212.0258, -190.2973, -161.4581, -193.5321, -444.8444, 
0.0001, -241.5668, -223.1952, -232.5336, -224.2328, -212.3004, -207.2955, -427.785, -229.1767, -228.1696, -197.9572, -426.5643, -217.4884, -196.8585, -227.7423, -215.2912, -203.2062, -163.0145, -192.1283, -440.3583, 
0.00012, -237.2028, -238.2709, -223.8056, -222.4323, -226.8268, -216.2067, -446.5228, -229.2987, -224.6295, -203.2672, -421.4984, -217.6715, -195.5158, -227.1015, -222.1881, -190.2973, -171.3153, -203.9996, -424.6722, 
0.00014, -224.1107, -217.9767, -226.369, -231.8622, -232.2894, -196.3703, -423.3905, -228.3222, -217.58, -200.307, -427.9376, -214.0094, -203.0536, -226.9794, -227.7423, -191.2433, -168.111, -200.5206, -426.6254, 
