Sweep Start (s), 114.4556, 114.6195, 114.7833, 114.9471, 115.111, 115.2748, 115.4387, 115.6025, 115.7663, 115.9302, 116.094, 116.2579, 116.4217, 116.5855, 116.7494, 116.9132, 117.0771, 117.2409, 117.4047, 117.5686, 117.7324, 117.8963, 118.0601, 118.2239, 118.3878, 118.5516, 
Time (s), Sweep #1, Sweep #2, Sweep #3, Sweep #4, Sweep #5, Sweep #6, Sweep #7, Sweep #8, Sweep #9, Sweep #10, Sweep #11, Sweep #12, Sweep #13, Sweep #14, Sweep #15, Sweep #16, Sweep #17, Sweep #18, Sweep #19, Sweep #20, Sweep #21, Sweep #22, Sweep #23, Sweep #24, Sweep #25, Sweep #26, 
0, -434.1327, -221.4862, -211.9953, -210.9577, -195.2411, -245.5341, -209.1571, -217.9157, -197.4079, -207.4787, -199.1779, -194.5392, -189.6564, -205.6476, -232.3505, -218.0072, -184.2548, -203.9996, -199.1168, -212.4835, -195.2716, -200.1239, -216.3288, -213.1549, -231.0077, -426.8695, 
2E-05, -440.2362, -227.0404, -206.7157, -221.2421, -196.0956, -237.0502, -227.3456, -207.2345, -200.3986, -191.4264, -193.6237, -205.1593, -189.87, -210.9882, -233.6933, -207.3261, -222.7374, -201.4057, -191.7316, -197.9877, -201.8939, -208.5773, -213.216, -214.4061, -226.9489, -431.2335, 
4E-05, -443.5626, -233.6933, -206.2579, -205.556, -192.9828, -228.1391, -201.3446, -199.6051, -197.8351, -191.4264, -180.6232, -203.664, -191.4569, -204.0912, -224.7516, -201.9855, -237.3859, -206.4411, -209.1266, -210.9577, -212.9718, -199.1474, -214.8334, -205.6171, -229.1767, -440.816, 
6E-05, -439.9921, -223.3173, -219.9298, -208.974, -189.046, -230.733, -205.4645, -199.8798, -206.6547, -216.4508, -174.7333, -206.38, -190.9992, -208.6994, -219.5026, -208.5773, -230.5499, -184.1937, -207.8143, -215.0775, -216.8475, -203.5724, -217.0307, -208.028, -228.2001, -432.2406, 
8E-05, -431.264, -223.1037, -210.9577, -210.9882, -189.9005, -235.0971, -212.3309, -200.9784, -200.9784, -221.7609, -206.0138, -220.5402, -188.0695, -209.0656, -227.5287, -203.2062, -208.3942, -195.1801, -200.0934, -207.204, -203.3588, -195.943, -222.005, -210.1947, -222.005, -428.7311, 
0.0001, -428.4869, -226.0028, -213.9179, -197.8656, -192.8302, -231.8317, -210.1032, -206.0748, -199.6662, -202.5348, -199.422, -205.2204, -195.2716, -210.4083, -226.308, -202.4433, -206.0443, -232.5336, -204.9457, -193.6237, -199.483, -196.4618, -220.0824, -220.8148, -228.4137, -434.8956, 
0.00012, -428.1818, -224.0192, -216.3288, -202.6874, -192.7692, -224.9652, -192.7692, -206.8073, -199.8187, -210.7746, -199.7272, -192.5861, -187.7338, -219.9603, -229.5123, -213.277, -217.9767, -216.2372, -209.798, -202.1991, -212.2089, -195.0275, -207.2345, -207.4176, -234.6393, -437.0319, 
0.00014, -417.287, -225.4535, -219.8078, -209.4928, -190.1447, -219.8993, -208.8825, -201.8329, -199.483, -212.1478, -193.6847, -203.8776, -189.5038, -214.101, -213.7653, -208.5163, -221.059, -216.0236, -196.8891, -193.2575, -214.4977, -204.2438, -219.4415, -190.3278, -226.8268, -437.7948, 
0.00016, -436.452, -222.4323, -226.5827, -179.494, -199.6967, -238.2099, -207.4787, -197.6825, -196.2177, -210.5609, -205.8917, -201.6498, -201.4057, -203.1146, -210.5304, -213.4296, -208.8825, -198.4454, -205.0067, -198.8727, -194.997, -214.8639, -211.4459, -201.4972, -221.2116, -442.8912, 
0.00018, -439.2596, -218.8312, -194.5392, -185.6586, -185.445, -243.1232, -200.7953, -191.2738, -201.9245, -193.2575, -201.2225, -200.9784, -182.5458, -208.028, -210.683, -209.1571, -171.3764, -192.3114, -207.9059, -205.495, -214.8639, -197.591, -220.5707, -210.9577, -218.1293, -439.6259, 
0.0002, -426.8085, -243.5809, -193.9288, -196.9196, -182.6373, -220.1129, -216.4508, -192.7387, -186.9403, -210.8966, -205.2204, -181.6913, -187.4896, -212.8192, -213.5822, -205.8307, -189.8395, -208.3026, -208.3942, -203.9996, -198.2623, -192.8302, -222.5238, -207.9059, -213.6432, -443.8068, 
0.00022, -426.839, -228.0475, -194.6613, -201.4667, -188.2526, -222.3712, -201.131, -204.7321, -192.8302, -210.8966, -205.9528, -194.6308, -183.8886, -207.1124, -211.2628, -205.2509, -184.621, -208.4552, -213.3075, -201.6498, -196.9196, -184.9262, -217.4579, -202.2907, -219.0753, -427.2968, 
