Sweep Start (s), 20.04136, 20.2052, 20.36904, 20.53288, 20.69672, 20.86056, 21.0244, 21.18824, 21.35208, 
Time (s), Sweep #1, Sweep #2, Sweep #3, Sweep #4, Sweep #5, Sweep #6, Sweep #7, Sweep #8, Sweep #9, 
0, -441.701, -203.7555, -205.2814, -193.0133, -188.4662, -238.8812, -426.5643, -208.8519, -222.7985, 
2E-05, -434.9567, -195.0885, -196.004, -197.713, -206.4105, -227.8949, -431.0504, -208.2111, -229.848, 
4E-05, -433.5529, -187.5812, -212.0258, -191.5485, -220.6317, -223.2562, -421.5289, -214.6198, -228.2611, 
6E-05, -430.1349, -177.8766, -197.2858, -202.0465, -206.0138, -219.8993, -443.3185, -215.3522, -224.1413, 
8E-05, -441.0297, -185.0788, -188.5272, -199.9408, -203.8776, -226.6132, -447.3468, -200.5817, -225.2399, 
0.0001, -437.4896, -207.7533, -200.8869, -200.9479, -187.9474, -225.362, -418.8739, -215.8405, -222.7985, 
0.00012, -432.8204, -207.5702, -193.7457, -208.3942, -191.6095, -215.108, -433.797, -211.8732, -220.7538, 
0.00014, -436.33, -192.6776, -203.8776, -211.4765, -196.4313, -232.381, -443.288, -207.1735, -236.3178, 
0.00016, -433.0646, -197.6215, -201.8329, -215.3217, -196.1566, -238.9423, -428.3038, -198.5065, -238.6981, 
0.00018, -443.9594, -213.1854, -189.046, -202.901, -210.744, -217.8241, -425.7709, -215.108, -223.0731, 
0.0002, -437.5201, -199.9713, -201.4667, -194.2645, -214.0094, -224.8126, -432.7289, -212.453, -216.9696, 
0.00022, -437.3065, -200.8869, -204.5184, -193.4406, -209.4623, -229.0546, -446.2482, -201.1005, -210.8966, 
0.00024, -435.1398, -203.6334, -198.2929, -197.591, -203.8165, -210.7135, -433.4918, -208.4247, -223.3783, 
0.00026, -427.8461, -198.476, -194.4782, -201.9245, -191.64, -217.0612, -423.9703, -211.7816, -232.9913, 
0.00028, -418.2635, -201.3141, -189.87, -205.2204, -200.4901, -222.5849, -424.0009, -208.028, -237.63, 
0.0003, -436.0248, -198.598, -194.2645, -228.3222, -196.9806, -233.7848, -424.7638, -191.9757, -223.0731, 
0.00032, -441.1212, -203.4809, -195.2106, -230.3974, -193.2269, -229.1767, -441.9452, -211.8427, -214.986, 
0.00034, -436.8182, -200.6427, -204.8236, -205.9833, -200.2155, -222.7985, -428.0597, -216.2982, -229.2072, 
0.00036, -429.3109, -189.4733, -197.6825, -215.81, -193.1354, -224.8737, -430.318, -203.725, -222.2797, 
0.00038, -426.4423, -197.6825, -201.4362, -198.598, -202.7789, -231.3129, -435.7196, -203.8471, -224.66, 
0.0004, -415.4254, -200.2765, -203.0536, -185.3534, -191.7926, -211.9647, -428.4259, -205.7086, -237.9657, 
0.00042, -432.5153, -206.5631, -205.9223, -197.5604, -217.2443, -220.1129, -435.4755, -210.1642, -225.3925, 
0.00044, -432.3932, -207.0514, -201.9245, -197.8351, -202.4127, -230.1227, -433.5223, -205.5255, -213.216, 
0.00046, -428.9752, -203.7555, -194.173, -190.694, -183.9801, -215.3522, -435.9943, -213.3991, -221.4862, 
0.00048, -432.9425, -202.1381, -190.6024, -209.3707, -186.8793, -231.8317, -429.1278, -216.3593, -221.2116, 
0.0005, -425.2826, -186.6657, -196.1871, -201.7719, -203.1146, -218.5871, -430.0739, -224.2938, -217.8546, 
0.00052, -430.8368, -185.445, -196.1261, -196.8585, -204.3659, -229.5734, -436.452, -213.2465, -217.3358, 
