Sweep Start (s), 25.5257, 25.68954, 25.85338, 26.01722, 26.18106, 26.3449, 26.50874, 26.67258, 26.83642, 27.00026, 27.1641, 27.32794, 27.49178, 27.65562, 27.81946, 27.9833, 28.14714, 28.31098, 28.47482, 28.63866, 28.8025, 28.96634, 29.13018, 29.29402, 29.45786, 
Time (s), Sweep #1, Sweep #2, Sweep #3, Sweep #4, Sweep #5, Sweep #6, Sweep #7, Sweep #8, Sweep #9, Sweep #10, Sweep #11, Sweep #12, Sweep #13, Sweep #14, Sweep #15, Sweep #16, Sweep #17, Sweep #18, Sweep #19, Sweep #20, Sweep #21, Sweep #22, Sweep #23, Sweep #24, Sweep #25, 
0, -438.3441, -198.2013, -197.713, -187.9474, -215.6268, -206.2274, -222.6459, -198.0487, -200.9174, -207.5397, -197.4994, -211.0797, -203.5114, -203.9386, -199.0863, -209.3707, -183.0036, -210.6525, -185.2619, -200.5206, -209.3707, -211.4459, -203.7555, -202.4738, -201.4972, 
2E-05, -427.6935, -215.7794, -198.4454, -193.9288, -217.1527, -193.5321, -201.8024, -196.8891, -205.2814, -200.4901, -202.7789, -217.2443, -209.8285, -209.5233, -193.4406, -224.7516, -185.4144, -213.1854, -206.4716, -204.6405, -202.3212, -194.112, -201.0089, -201.4972, -191.7926, 
4E-05, -433.3087, -208.8214, -205.2814, -211.9037, -206.1054, -186.33, -203.0536, -190.9381, -210.8966, -195.6378, -195.5768, -211.2018, -206.4411, -208.6688, -191.64, -216.7865, -191.2128, -205.2814, -204.8236, -202.077, -198.0487, -196.8891, -195.4547, -209.4318, -204.4879, 
6E-05, -430.9283, -202.4738, -207.5702, -194.5087, -206.7157, -188.039, -208.7909, -207.2345, -211.5985, -203.6334, -193.41, -193.8983, -200.5512, -201.0394, -212.2699, -228.7189, -190.2362, -216.4203, -206.7462, -217.6715, -196.1871, -204.8541, -190.1447, -200.7953, -193.9594, 
8E-05, -428.4869, -207.7533, -205.8917, -201.4362, -212.453, -198.3539, -191.1212, -205.2204, -186.33, -209.5538, -200.7648, -211.1408, -199.5136, -205.2204, -195.9735, -229.6954, -195.4547, -211.2628, -199.0863, -199.6662, -199.9713, -186.7267, -194.0509, -202.5348, -193.7152, 
0.0001, -435.8417, -206.2579, -195.943, -199.9408, -210.744, -232.2894, -193.8983, -202.6264, -200.8869, -194.9054, -196.3092, -209.2487, -215.7184, -217.0001, -199.6967, -225.5756, -195.3021, -215.2912, -195.882, -199.6051, -187.3981, -198.1403, -191.1823, -199.4525, -212.7887, 
0.00012, -425.9845, -197.3468, -202.4433, -199.1474, -222.89, -211.1102, -191.518, -198.2929, -208.5468, -201.2531, -195.1801, -202.901, -203.8165, -193.7457, -191.4264, -222.5543, -203.4503, -201.6498, -194.4476, -201.1005, -187.0014, -212.9108, -183.3698, -203.3283, -207.4176, 
0.00014, -425.5878, -200.0324, -204.6405, -203.9386, -219.6246, -188.4357, -194.5087, -180.7453, -203.8776, -191.579, -197.4079, -204.4879, -201.955, -206.5326, -198.9032, -221.4557, -205.3729, -206.0138, -190.9992, -188.4357, -205.2204, -233.6322, -169.6979, -190.9686, -212.0868, 
