Sweep Start (s), 40.12006, 40.2839, 40.44774, 40.61158, 40.77542, 40.93926, 41.1031, 41.26694, 41.43078, 41.59462, 41.75846, 41.9223, 42.08614, 42.24998, 42.41382, 42.57766, 42.7415, 42.90534, 43.06918, 43.23302, 43.39686, 43.5607, 43.72454, 
Time (s), Sweep #1, Sweep #2, Sweep #3, Sweep #4, Sweep #5, Sweep #6, Sweep #7, Sweep #8, Sweep #9, Sweep #10, Sweep #11, Sweep #12, Sweep #13, Sweep #14, Sweep #15, Sweep #16, Sweep #17, Sweep #18, Sweep #19, Sweep #20, Sweep #21, Sweep #22, Sweep #23, 
0, -443.1354, -195.1496, -217.58, -220.6012, -217.2443, -202.1076, -208.6688, -204.1522, -200.3986, -189.5648, -206.319, -211.6596, -204.1522, -205.1593, -185.6281, -218.0683, -188.7714, -208.2721, -199.4525, -224.1413, -204.1828, -217.3663, -201.3446, 
2E-05, -431.9659, -209.4318, -217.702, -224.2633, -212.6361, -201.07, -201.6803, -212.9413, -198.0182, -196.0956, -206.1969, -210.3168, -207.4481, -201.131, -207.4787, -220.8148, -209.9506, -227.132, -196.5534, -217.1222, -200.0324, -202.3212, -193.1049, 
4E-05, -426.7474, -201.0394, -209.859, -229.9701, -195.2106, -203.1146, -200.2155, -212.1173, -196.5839, -202.7179, -196.6449, -209.2792, -197.713, -203.4198, -195.119, -225.2399, -211.507, -221.8219, -201.8634, -225.484, -200.3986, -201.7108, -206.9599, 
6E-05, -434.3158, -203.6029, -201.4057, -226.9489, -196.6754, -190.3888, -192.8607, -204.5184, -210.4083, -207.9364, -186.452, -195.1496, -197.4994, -203.9691, -186.1774, -217.9462, -213.1244, -210.2252, -203.6945, -227.4982, -199.7272, -200.9174, -199.2694, 
8E-05, -433.4918, -197.8351, -212.5141, -225.362, -200.3986, -197.6215, -204.0302, -204.7321, -209.9201, -197.2247, -198.6896, -188.8629, -199.0558, -200.0629, -213.0939, -217.7326, -201.3751, -202.1381, -201.5582, -223.9887, -200.3375, -203.2977, -201.5888, 
0.0001, -427.1747, -204.4269, -226.1859, -227.1625, -189.6564, -217.4884, -215.4437, -209.4623, -212.7582, -189.0766, -195.3021, -198.3539, -210.4083, -202.84, -211.4154, -235.1886, -201.5277, -195.6378, -189.2291, -222.6459, -204.5184, -202.7789, -191.0602, 
0.00012, -434.4684, -186.9708, -208.2416, -226.4301, -190.4498, -209.035, -199.5136, -202.1381, -215.5963, -190.8771, -208.2721, -200.7038, -214.8029, -192.8913, -196.0956, -232.2284, -202.8705, -218.0988, -197.3163, -227.4677, -212.5751, -199.422, -198.7506, 
0.00014, -437.0013, -191.7011, -215.7184, -216.8475, -191.8231, -203.9691, -210.0726, -194.6002, -223.8971, -185.6891, -199.5136, -203.3283, -201.0089, -189.3512, -198.6896, -208.2721, -187.7643, -218.1598, -202.2907, -223.1342, -194.5087, -189.8395, -196.004, 
0.00016, -428.3038, -205.2509, -210.7746, -221.181, -192.8913, -211.7511, -209.7675, -192.0673, -227.2235, -195.2716, -190.7245, -185.1703, -197.1332, -199.4525, -187.215, -219.6857, -196.6754, -214.5892, -213.7958, -232.3505, -199.4525, -209.3402, -206.0443, 
