Sweep Start (s), 85.6869, 85.85074, 86.01458, 86.17842, 
Time (s), Sweep #1, Sweep #2, Sweep #3, Sweep #4, 
0, -441.579, -236.3178, -241.2311, -230.7636, 
2E-05, -429.7382, -236.4704, -230.3974, -238.2404, 
4E-05, -438.6493, -221.3947, -219.4721, -235.5243, 
6E-05, -442.464, -228.7494, -232.442, -243.7641, 
8E-05, -437.1539, -233.9984, -239.2475, -234.975, 
0.0001, -444.5697, -235.6769, -240.1935, -231.3739, 
0.00012, -436.4825, -240.163, -227.4677, -229.4818, 
0.00014, -427.663, -229.4818, -223.775, -225.423, 
0.00016, -437.5507, -229.3903, -242.2077, -226.4606, 
0.00018, -437.0929, -226.7352, -251.1798, -218.8617, 
0.0002, -447.774, -225.484, -228.8104, -232.1979, 
0.00022, -451.1005, -232.1369, -214.9555, -223.1037, 
0.00024, -444.8138, -226.5827, -232.2284, -229.8786, 
0.00026, -438.3441, -225.6366, -235.2191, -225.5451, 
0.00028, -447.9572, -232.7472, -223.8361, -225.3009, 
0.0003, -452.1075, -228.3832, -233.3881, -229.9701, 
0.00032, -446.7059, -229.5429, -226.7658, -240.8649, 
0.00034, -442.7997, -239.0033, -242.1466, -230.3974, 
0.00036, -440.5109, -233.205, -230.611, -225.0263, 
0.00038, -441.8536, -234.5783, -230.3668, -234.1815, 
0.0004, -437.6727, -237.0197, -234.5172, -224.9042, 
0.00042, -449.5441, -222.4628, -234.2426, -219.1974, 
0.00044, -436.7267, -228.9325, -228.3832, -230.9162, 
0.00046, -447.8046, -237.569, -227.6813, -237.7521, 
0.00048, -440.3278, -230.8551, -226.2775, -227.5897, 
0.0005, -427.8766, -222.4933, -209.0656, -233.5712, 
0.00052, -441.8231, -225.6061, -228.7799, -226.308, 
0.00054, -438.8629, -227.7423, -230.4889, -228.4747, 
0.00056, -441.8842, -239.4611, -215.3522, -235.3717, 
0.00058, -442.0062, -231.5875, -236.0126, -231.6791, 
0.0006, -436.8793, -222.768, -225.0873, -221.7304, 
0.00062, -452.5043, -230.5194, -224.4159, -228.5053, 
0.00064, -455.3424, -234.0289, -225.7282, -232.1674, 
0.00066, -440.2667, -234.8834, -233.9069, -213.5211, 
0.00068, -439.5648, -228.2306, -238.1793, -222.9511, 
0.0007, -443.3795, -226.3996, -222.9205, -231.7401, 
0.00072, -444.5697, -240.3156, -227.4677, -223.1342, 
0.00074, -444.7833, -230.0922, -230.4279, -213.9484, 
0.00076, -438.3746, -241.4142, -222.8595, -228.017, 
0.00078, -439.5343, -228.4442, -216.695, -233.4491, 
0.0008, -451.8329, -234.1205, -233.4796, -226.5827, 
0.00082, -447.9266, -233.4491, -243.9777, -219.3805, 
0.00084, -446.7059, -222.3407, -225.3925, -225.3925, 
0.00086, -445.5768, -229.9091, -231.5265, -230.2142, 
0.00088, -445.9735, -221.7914, -242.4518, -234.3036, 
0.0009, -436.3605, -221.7304, -230.5499, -232.442, 
0.00092, -442.1588, -225.9723, -226.2775, -229.8175, 
0.00094, -436.1469, -228.7189, -220.235, -240.4987, 
0.00096, -445.0885, -225.423, -213.6737, -238.3319, 
0.00098, -440.816, -220.2655, -227.4982, -233.0219, 
0.001, -444.4171, -221.6083, -226.9489, -226.7658, 
0.00102, -443.6542, -234.2121, -232.1063, -208.913, 
0.00104, -450.9174, -230.2448, -226.4911, -226.9489, 
0.00106, -452.9926, -220.9979, -232.0453, -227.8339, 
0.00108, -446.6449, -221.6693, -241.6583, -227.2846, 
0.0011, -435.6586, -235.0971, -221.7914, -233.1134, 
0.00112, -451.6803, -240.8038, -223.0426, -229.726, 
0.00114, -449.6967, -225.1178, -234.3036, -237.63, 
0.00116, -440.1141, -234.7003, -232.6251, -236.7145, 
0.00118, -436.9098, -230.5194, -229.6039, -232.9303, 
0.0012, -440.8771, -218.8312, -235.6769, -243.703, 
0.00122, -445.4242, -237.5995, -230.9467, -242.5128, 
0.00124, -442.0367, -229.787, -229.0851, -243.8556, 
0.00126, -438.7408, -225.5145, -221.5473, -244.1608, 
0.00128, -455.9833, -221.6693, -217.7936, -238.454, 
0.0013, -444.7223, -228.2001, -234.3952, -234.7309, 
0.00132, -431.9659, -236.745, -233.9679, -238.2404, 
0.00134, -440.9076, -250.661, -238.393, -232.1674, 
0.00136, -445.882, -246.9074, -231.9538, -227.132, 
0.00138, -435.7806, -227.9559, -233.0219, -243.0927, 
0.0014, -448.4454, -230.8551, -227.0099, -246.297, 
0.00142, -443.8983, -234.2426, -229.9396, -245.1679, 
0.00144, -433.8275, -244.588, -225.2704, -241.1701, 
0.00146, -434.2853, -229.787, -219.6857, -245.3815, 
0.00148, -432.851, -226.6132, -230.0922, -238.5761, 
0.0015, -443.288, -230.8551, -229.9396, -238.9728, 
0.00152, -445.1495, -248.2807, -249.3488, -250.2033, 
0.00154, -447.4689, -246.6632, -238.0878, -242.5434, 
0.00156, -448.8422, -233.6017, -219.8078, -232.0148, 
0.00158, -444.9969, -241.048, -230.0617, -231.9232, 
0.0016, -443.2574, -245.6867, -228.6579, -235.0665, 
0.00162, -455.4034, -238.3624, -227.254, -245.5951, 
0.00164, -447.7435, -222.7985, -219.1059, -239.0643, 
0.00166, -439.6869, -232.6557, -228.5663, -231.557, 
0.00168, -430.2875, -249.715, -227.6203, -244.2829, 
0.0017, -435.3229, -239.4916, -232.0148, -239.5831, 
0.00172, -449.4525, -224.4769, -226.6742, -238.6066, 
0.00174, -428.1207, -231.6791, -233.1134, -248.2196, 
0.00176, -430.9894, -234.09, -235.2191, -231.8927, 
0.00178, -448.2623, -233.8764, -217.5189, -230.0922, 
0.0018, -455.6781, -232.32, -240.4987, -250.6, 
0.00182, -429.494, -229.6954, -244.4049, -257.7716, 
0.00184, -436.8182, -228.1085, -227.7423, -237.6911, 
0.00186, -434.1022, -233.8764, -221.5778, -221.6693, 
0.00188, -453.2672, -233.8153, -222.4628, -236.745, 
0.0019, -439.3207, -232.6557, -232.2284, -240.4682, 
0.00192, -440.2667, -228.078, -227.5592, -236.8366, 
0.00194, -438.3746, -224.7211, -232.2284, -227.5287, 
0.00196, -441.8536, -222.3407, -231.4655, -229.0851, 
0.00198, -446.0345, -224.3244, -225.362, -243.1842, 
0.002, -448.3844, -230.3974, -230.5499, -223.2562, 
0.00202, -436.7572, -242.0551, -224.4769, -222.3712, 
0.00204, -434.1632, -234.7003, -219.8688, -220.7843, 
0.00206, -446.0345, -236.8366, -226.1554, -236.5009, 
0.00208, -447.0721, -226.9794, -229.0546, -234.2731, 
0.0021, -444.6002, -225.8197, -230.611, -217.4274, 
0.00212, -439.7174, -235.6464, -226.5521, -232.1674, 
0.00214, -439.2902, -230.8246, -229.9701, -232.7167, 
0.00216, -441.2433, -238.6066, -233.5712, -233.6627, 
0.00218, -443.6542, -232.3505, -231.2213, -232.9608, 
0.0022, -445.6683, -228.7494, -223.5309, -233.2355, 
0.00222, -455.0067, -234.6393, -231.8622, -221.3031, 
0.00224, -449.5746, -231.8927, -241.048, -239.1864, 
0.00226, -442.6776, -231.3129, -228.2001, -241.5058, 
0.00228, -447.1942, -218.2208, -212.8497, -230.7025, 
0.0023, -452.5348, -231.435, -229.3292, -221.8524, 
0.00232, -451.5582, -240.0104, -232.442, -236.9586, 
0.00234, -443.8373, -233.7848, -231.5875, -235.4328, 
0.00236, -448.3234, -226.247, -228.3222, -221.7304, 
0.00238, -444.234, -221.3947, -231.7096, -227.9865, 
0.0024, -442.4945, -221.6388, -251.6376, -233.9069, 
0.00242, -435.0787, -219.2584, -232.8693, -230.5499, 
0.00244, -438.8934, -231.1298, -232.5031, -223.0731, 
0.00246, -445.3326, -241.5973, -233.6627, -226.2164, 
0.00248, -445.7599, -233.205, -238.1793, -228.9935, 
0.0025, -443.5016, -236.806, -232.1063, -231.8622, 
0.00252, -444.6918, -238.393, -229.2682, -230.8856, 
0.00254, -446.9196, -237.2943, -220.7538, -238.454, 
0.00256, -454.7931, -232.0453, -227.9254, -219.6857, 
0.00258, -442.8912, -230.6415, -227.6203, -223.3478, 
0.0026, -440.1141, -226.1249, -210.5304, -236.6229, 
0.00262, -448.2623, -237.9962, -231.557, -234.151, 
0.00264, -457.3566, -245.8087, -232.381, -220.5707, 
0.00266, -455.8612, -235.6159, -227.3456, -234.7614, 
0.00268, -445.0885, -231.1298, -238.0878, -234.914, 
0.0027, -437.0319, -244.2523, -224.3854, -234.1815, 
0.00272, -449.9713, -247.4872, -233.7543, -237.569, 
0.00274, -450.5206, -244.1608, -233.7238, -237.0807, 
