Sweep Start (s), 93.31488, 93.47872, 93.64256, 93.8064, 93.97024, 94.13408, 94.29792, 
Time (s), Sweep #1, Sweep #2, Sweep #3, Sweep #4, Sweep #5, Sweep #6, Sweep #7, 
0, -436.1774, -237.0502, -228.2001, -232.0148, -225.3925, -236.2872, -224.5075, 
2E-05, -438.0695, -231.6791, -226.1554, -241.7499, -234.7003, -232.9608, -224.0802, 
4E-05, -435.7196, -233.8764, -229.5734, -240.5902, -230.5194, -219.3805, -234.7614, 
6E-05, -439.3207, -238.6676, -222.89, -238.515, -232.0148, -207.5092, -221.181, 
8E-05, -442.1588, -231.1298, -226.1554, -226.5216, -233.8458, -221.4557, -225.2399, 
0.0001, -448.9642, -208.8825, -222.005, -233.2965, -232.6251, -220.0519, -231.4044, 
0.00012, -446.1566, -215.2301, -232.3505, -232.1674, -227.5897, -239.7663, -223.0121, 
0.00014, -454.5795, -231.8927, -233.0829, -215.9625, -234.2426, -242.6349, -223.3478, 
0.00016, -444.9969, -227.193, -234.7003, -226.247, -239.8883, -222.0966, -227.7118, 
0.00018, -430.8978, -217.7326, -226.369, -244.9542, -235.6464, -233.9374, -219.6857, 
0.0002, -429.7076, -237.0502, -229.6954, -222.1576, -232.8998, -244.4049, -225.3925, 
0.00022, -450.9784, -225.0568, -227.8034, -230.3058, -235.799, -231.0993, -229.5429, 
0.00024, -447.5909, -221.3031, -225.1788, -230.733, -240.1935, -218.9227, -236.9892, 
0.00026, -445.7599, -234.6698, -244.1608, -232.442, -233.266, -230.2448, -239.0338, 
0.00028, -433.9191, -233.5101, -238.2709, -233.6627, -227.0099, -227.0404, -232.7777, 
0.0003, -450.8868, -237.9352, -237.1417, -227.7118, -241.5668, -222.0355, -224.5685, 
0.00032, -448.7811, -231.2518, -235.1581, -240.8954, -242.0856, -224.2633, -216.4508, 
0.00034, -439.1681, -224.3854, -232.5946, -229.8786, -231.9232, -224.1413, -222.2492, 
0.00036, -455.9833, -239.2475, -218.8617, -226.1249, -228.1391, -236.5009, -228.0475, 
0.00038, -444.5392, -236.9586, -219.1974, -223.5004, -225.7282, -238.9118, -236.7755, 
0.0004, -454.61, -229.6039, -231.0687, -217.58, -232.5336, -233.1134, -215.108, 
0.00042, -437.337, -228.2916, -225.9723, -221.3947, -253.9874, -232.5946, -215.871, 
0.00044, -434.621, -236.1652, -225.2094, -216.3288, -236.7145, -225.7587, -221.9745, 
0.00046, -438.985, -221.059, -229.3598, -225.0263, -227.8644, -227.4982, -227.254, 
0.00048, -435.7501, -214.5587, -228.4137, -224.2023, -234.914, -234.8529, -224.9652, 
0.0005, -436.0858, -230.1837, -232.6862, -224.2023, -235.8295, -225.423, -231.435, 
0.00052, -443.6542, -240.1325, -219.35, -225.5145, -228.902, -212.5141, -231.435, 
0.00054, -444.6307, -233.1745, -215.1996, -224.0802, -227.3456, -230.611, -218.3429, 
0.00056, -443.8373, -235.0055, -231.3739, -222.4933, -230.0311, -233.2965, -210.9577, 
