Sweep Start (s), 95.70342, 95.86726, 96.0311, 96.19494, 96.35878, 96.52262, 96.68646, 96.8503, 97.01414, 97.17798, 97.34182, 97.50566, 97.6695, 97.83334, 97.99718, 98.16102, 
Time (s), Sweep #1, Sweep #2, Sweep #3, Sweep #4, Sweep #5, Sweep #6, Sweep #7, Sweep #8, Sweep #9, Sweep #10, Sweep #11, Sweep #12, Sweep #13, Sweep #14, Sweep #15, Sweep #16, 
0, -431.9354, -203.5419, -194.7223, -197.2553, -202.1991, -191.579, -216.4813, -201.4057, -235.2496, -183.6444, -196.7365, -196.8585, -200.7038, -223.653, -224.1413, -182.3322, 
2E-05, -439.0155, -199.6051, -195.6073, -192.1588, -214.5892, -181.0809, -222.5849, -207.2345, -226.5521, -189.9616, -201.9245, -194.3866, -201.4362, -213.1244, -231.4655, -179.7687, 
4E-05, -420.4913, -199.2389, -183.6444, -192.2199, -193.4711, -201.4362, -232.4725, -202.2907, -224.3854, -186.0858, -206.9599, -191.3043, -187.3676, -198.2929, -238.0878, -195.7599, 
6E-05, -426.8085, -200.9784, -203.4503, -195.2106, -199.6051, -192.7692, -221.5167, -199.6356, -229.787, -197.8046, -204.9152, -183.5224, -195.0275, -177.9682, -238.1183, -199.0558, 
8E-05, -431.264, -202.9315, -206.0748, -195.5158, -219.2279, -195.4242, -226.1859, -201.5277, -226.8268, -210.1032, -203.1757, -190.7245, -197.9267, -193.0133, -233.266, -204.4574, 
0.0001, -423.1158, -191.9147, -199.3915, -206.5936, -209.1876, -189.0155, -211.1713, -207.9059, -222.6154, -203.4809, -204.1217, -199.7882, -211.0797, -183.7055, -228.2306, -198.2623, 
0.00012, -423.8483, -198.5675, -201.6498, -198.4149, -197.591, -190.2973, -218.1293, -195.1496, -220.2655, -184.0412, -192.4945, -198.9032, -201.955, -192.3114, -223.4393, -206.1664, 
0.00014, -440.4803, -197.6825, -182.8815, -202.1991, -195.6684, -191.8231, -228.9935, -190.5719, -228.3222, -183.0646, -180.4706, -203.4503, -191.1517, -206.9904, -219.6552, -193.5016, 
0.00016, -429.1278, -191.4874, -195.1801, -207.8449, -197.9572, -184.9872, -223.1037, -190.7245, -240.7123, -208.3942, -210.2252, -201.5888, -194.5392, -182.1185, -226.3385, -187.5507, 
0.00018, -427.9071, -190.2667, -190.8161, -193.8373, -197.652, -175.4352, -228.1696, -183.6139, -242.0551, -208.7909, -197.5299, -207.5092, -200.0934, -201.192, -225.5451, -194.0509, 
0.0002, -435.9027, -202.5043, -195.7904, -189.5343, -192.2199, -181.5387, -234.3341, -188.5883, -222.005, -197.5604, -203.3588, -196.3092, -193.7763, -190.9992, -220.2045, -195.4547, 
0.00022, -447.4689, -208.0585, -191.0602, -196.1261, -191.4264, -185.2619, -225.7282, -205.6781, -217.1832, -192.0062, -195.3937, -183.7665, -188.1, -186.5741, -230.1227, -194.7223, 
0.00024, -431.0504, -211.507, -196.2787, -202.84, -202.2601, -171.4069, -226.9794, -202.901, -216.5424, -205.4645, -191.518, -195.6378, -181.0809, -184.4074, -223.8971, -198.1098, 
0.00026, -437.276, -191.7621, -195.3021, -198.537, -197.2858, -180.9589, -215.81, -203.4503, -223.6225, -202.901, -196.767, -187.8253, -199.5441, -194.2951, -212.3309, -207.2955, 
0.00028, -433.4308, -195.119, -201.192, -211.8732, -207.265, -192.1283, -225.1788, -214.7418, -219.9909, -201.1005, -212.4835, -189.5038, -210.0726, -205.9833, -209.1876, -197.8656, 
0.0003, -418.0499, -200.8869, -216.3288, -211.6596, -199.4525, -189.5038, -221.6693, -197.2553, -235.8295, -196.5839, -196.828, -203.6945, -198.9337, -210.2863, -214.8029, -186.9098, 
0.00032, -425.9845, -191.8842, -212.1784, -207.5092, -197.2247, -178.548, -211.4765, -202.84, -214.8334, -187.6422, -192.6471, -194.9359, -199.9713, -197.4994, -225.2704, -204.0302, 
0.00034, -425.9845, -182.4237, -207.6618, -201.07, -203.4503, -193.8373, -208.7604, -208.7299, -216.2677, -179.8908, -189.3207, -209.3097, -203.0536, -199.8187, -229.5123, -206.319, 
0.00036, -430.5927, -201.9245, -207.4481, -193.288, -203.2672, -192.7692, -207.0209, -207.3261, -224.1413, -200.8563, -199.2999, -202.1076, -199.3305, -213.6737, -217.0917, -198.7811, 
0.00038, -433.4918, -207.8449, -198.5675, -205.495, -197.0416, -192.4945, -215.047, -194.8444, -217.4274, -209.3097, -195.9735, -194.2645, -193.9288, -189.7785, -206.2885, -192.7997, 
0.0004, -436.2079, -202.3212, -202.016, -197.5604, -210.3778, -176.839, -218.4955, -202.1381, -224.7516, -205.8002, -180.2875, -207.143, -190.3278, -185.6891, -221.2116, -193.7152, 
0.00042, -425.6183, -191.3349, -198.4454, -191.518, -196.1566, -169.2706, -213.7348, -199.1779, -217.1222, -199.2694, -177.663, -203.8776, -198.8727, -208.5773, -227.2846, -210.8356, 
0.00044, -441.7316, -193.7152, -198.6286, -199.1779, -198.9948, -196.4923, -226.9794, -184.621, -218.7091, -192.6471, -210.2558, -196.1566, -210.9271, -201.6803, -220.0824, -203.3588, 
