Sweep Start (s), 96.362, 96.52584, 96.68968, 96.85352, 97.01736, 
Time (s), Sweep #1, Sweep #2, Sweep #3, Sweep #4, Sweep #5, 
0, -440.5109, -203.664, -227.1015, -234.151, -227.6508, 
2E-05, -440.3888, -213.0023, -224.3244, -228.2916, -230.1837, 
4E-05, -450.8868, -205.7697, -231.435, -214.0399, -225.0263, 
6E-05, -456.9598, -191.2128, -235.2191, -226.308, -247.0905, 
8E-05, -441.1212, -201.0394, -230.9467, -226.8573, -238.1793, 
0.0001, -439.87, -216.2982, -236.5924, -229.3903, -234.975, 
0.00012, -430.6232, -205.6781, -227.1015, -235.8905, -223.3783, 
0.00014, -458.7604, -202.3212, -230.733, -236.9892, -229.0546, 
0.00016, -450.6122, -214.0399, -225.1178, -225.5451, -229.9701, 
0.00018, -435.6586, -215.047, -226.7047, -218.3124, -234.1205, 
0.0002, -446.6754, -196.1566, -236.1347, -231.7096, -226.9184, 
0.00022, -442.0367, -196.8891, -224.0497, -233.0524, -229.6649, 
0.00024, -443.4406, -203.7555, -229.787, -237.9047, -223.8056, 
0.00026, -446.4923, -213.1854, -235.2496, -218.8922, -223.2562, 
0.00028, -451.5887, -205.3424, -214.5892, -217.0001, -222.9205, 
0.0003, -439.2596, -200.246, -222.0966, -217.3358, -228.4137, 
0.00032, -439.5648, -203.3283, -216.817, -232.5946, -229.3292, 
0.00034, -432.3016, -209.1571, -223.6225, -221.5473, -226.7963, 
0.00036, -438.6188, -202.7789, -224.6906, -239.2169, -216.7255, 
0.00038, -440.9076, -195.119, -230.611, -231.1298, -227.2846, 
0.0004, -439.7784, -203.6945, -221.2726, -229.5429, -220.7538, 
0.00042, -442.1893, -214.9249, -225.8502, -219.4721, -228.3527, 
0.00044, -440.1447, -212.6666, -222.3102, -229.2987, -231.0077, 
0.00046, -439.9921, -219.8688, -237.2028, -240.5597, -227.5897, 
0.00048, -442.7997, -197.0722, -226.9489, -221.6998, -237.3859, 
0.0005, -431.4777, -198.5675, -227.9865, -208.1195, -241.6889, 
0.00052, -442.0062, -207.9669, -234.3036, -234.7309, -230.7025, 
0.00054, -448.3539, -210.8661, -226.5216, -227.2235, -225.3925, 
0.00056, -446.4618, -204.3659, -222.9205, -231.2824, -217.1832, 
0.00058, -441.0602, -208.7299, -220.7843, -225.7892, -239.0033, 
0.0006, -428.3038, -205.8917, -241.8414, -224.6295, -240.6207, 
0.00062, -433.1866, -196.8585, -230.6415, -236.4398, -230.0922, 
0.00064, -454.7321, -205.8002, -222.1576, -233.8458, -243.7335, 
0.00066, -447.0416, -200.3986, -217.9462, -226.7658, -233.9069, 
0.00068, -442.0062, -201.2225, -233.5712, -224.7516, -220.6622, 
0.0007, -436.8793, -219.0448, -220.7843, -217.1527, -233.9984, 
0.00072, -444.5697, -224.9957, -221.0895, -230.3668, -237.1112, 
0.00074, -434.9567, -222.6459, -240.5597, -230.9162, -226.3385, 
0.00076, -441.8231, -214.6198, -237.8436, -225.8197, -227.2846, 
0.00078, -452.7179, -214.3146, -225.0263, -230.3058, -236.4704, 
0.0008, -442.4335, -215.1386, -218.5565, -218.3734, -219.7467, 
0.00082, -441.8536, -221.0895, -232.1674, -234.5477, -223.3173, 
0.00084, -446.4618, -229.4818, -236.9281, -231.6486, -235.5548, 
0.00086, -445.9735, -216.817, -237.9962, -217.4274, -232.1063, 
0.00088, -441.579, -219.8383, -222.2186, -227.8034, -226.5216, 
0.0009, -453.8165, -216.756, -225.0263, -233.9679, -210.1947, 
0.00092, -452.6569, -219.289, -223.1342, -219.7162, -230.7636, 
0.00094, -454.8846, -231.3129, -225.9113, -219.6857, -237.2638, 
0.00096, -459.6759, -231.8927, -233.3881, -224.9957, -236.8671, 
0.00098, -445.2411, -227.7118, -224.1413, -216.4813, -228.9935, 
0.001, -447.4078, -239.7663, -235.0665, -231.3739, -231.9843, 
0.00102, -440.6329, -237.7216, -229.2987, -230.7941, -228.841, 
0.00104, -430.1959, -233.4491, -225.6366, -220.3876, -223.0121, 
0.00106, -442.3114, -234.6698, -229.8786, -230.1227, -212.8192, 
0.00108, -442.7386, -240.6207, -229.9701, -227.1015, -218.3124, 
0.0011, -442.2809, -243.2453, -235.4022, -218.6176, -225.2094, 
0.00112, -441.8231, -234.4562, -232.8693, -230.0006, -227.8339, 
0.00114, -451.1615, -236.1347, -223.4393, -232.0453, -234.4562, 
0.00116, -444.4476, -239.5526, -237.7216, -221.4557, -234.4257, 
0.00118, -447.5604, -217.0612, -241.1395, -215.1386, -235.4633, 
0.0012, -441.8842, -217.4274, -242.2382, -225.6061, -225.6366, 
0.00122, -443.6237, -229.6344, -224.3244, -235.6769, -229.5429, 
0.00124, -438.0084, -222.3407, -221.6693, -232.2894, -237.2028, 
0.00126, -446.4618, -219.9909, -232.32, -220.296, -238.7287, 
0.00128, -447.0416, -231.2824, -229.4818, -200.8563, -216.6339, 
0.0013, -444.4476, -241.109, -214.8334, -232.5336, -224.1718, 
0.00132, -436.1774, -228.3527, -219.8688, -230.5499, -232.8082, 
0.00134, -446.5228, -225.1178, -211.8121, -228.5663, -242.4518, 
0.00136, -453.0841, -235.2191, -210.1337, -226.308, -240.0104, 
0.00138, -450.1849, -237.2638, -216.756, -222.4933, -235.2802, 
0.0014, -438.4967, -223.3173, -230.3363, -237.1112, -222.1271, 
0.00142, -444.5392, -234.7309, -234.3952, -224.2938, -227.2235, 
0.00144, -444.2645, -230.1532, -217.58, -231.9538, -233.6933, 
0.00146, -441.1823, -231.8622, -205.1288, -229.6649, -239.0338, 
0.00148, -435.506, -229.848, -223.8666, -230.5194, -236.6229, 
0.0015, -441.9452, -229.6344, -227.2235, -228.5358, -230.4584, 
0.00152, -437.215, -231.0993, -233.1745, -232.1979, -235.0665, 
0.00154, -444.0204, -226.6437, -228.8715, -221.1505, -222.8595, 
0.00156, -443.9288, -230.1837, -231.0687, -232.0453, -224.3244, 
0.00158, -435.9027, -241.7194, -222.5849, -233.0219, -220.7843, 
0.0016, -441.2433, -225.2094, -235.0665, -226.7047, -234.5172, 
0.00162, -452.6874, -232.3505, -227.132, -231.9232, -227.9865, 
0.00164, -443.2269, -229.4818, -222.3102, -230.0617, -235.0971, 
0.00166, -456.9293, -226.1554, -228.4442, -224.0497, -238.0267, 
0.00168, -451.6803, -228.6273, -247.9755, -230.0006, -233.6933, 
0.0017, -430.3485, -221.9745, -238.0573, -224.538, -223.2257, 
0.00172, -441.7316, -208.0585, -231.1298, -233.0524, -232.8082, 
0.00174, -455.2509, -218.8007, -231.9232, -225.423, -231.4044, 
0.00176, -445.119, -228.4747, -229.0851, -212.5751, -235.86, 
0.00178, -428.5785, -229.848, -230.5805, -226.6742, -229.2072, 
0.0018, -443.1049, -223.4088, -225.1788, -234.8224, -225.1178, 
0.00182, -438.5577, -230.0311, -234.09, -236.2262, -233.6933, 
0.00184, -440.6024, -232.5031, -232.5031, -237.2028, -239.8273, 
0.00186, -443.0438, -227.4677, -231.0382, -234.7614, -225.2704, 
0.00188, -447.2247, -224.7516, -220.3266, -235.1581, -229.9091, 
0.0019, -436.7267, -224.1718, -226.247, -217.2443, -220.4791, 
0.00192, -444.234, -231.8927, -227.5592, -217.641, -226.4301, 
0.00194, -448.6285, -237.2638, -233.0219, -229.4513, -237.4469, 
0.00196, -442.2809, -233.9374, -230.1227, -229.1767, -231.2824, 
0.00198, -442.0062, -217.641, -219.1974, -229.8175, -225.0263, 
0.002, -442.5555, -227.3761, -232.7777, -232.7777, -225.0873, 
0.00202, -440.3583, -230.8856, -233.0524, -223.2257, -227.5287, 
0.00204, -444.7528, -229.1156, -231.6486, -232.4725, -236.745, 
0.00206, -458.6383, -223.7445, -235.4022, -233.1439, -232.8388, 
0.00208, -444.0204, -236.2872, -237.569, -213.8568, -229.6344, 
0.0021, -448.3539, -233.9679, -228.4442, -217.5189, -228.7189, 
0.00212, -446.7059, -224.1413, -231.5265, -234.9445, -216.9696, 
0.00214, -441.3043, -230.5194, -226.8878, -222.1576, -233.4796, 
0.00216, -445.4547, -231.8927, -211.1102, -219.7162, -224.538, 
0.00218, -445.943, -234.8529, -215.1691, -235.0055, -223.4393, 
0.0022, -433.0035, -229.5429, -224.7821, -228.2306, -235.7379, 
0.00222, -438.924, -228.7799, -225.5451, -216.817, -242.2077, 
0.00224, -430.257, -237.5995, -230.1227, -233.2965, -232.3505, 
0.00226, -439.5343, -229.4513, -225.8808, -238.6371, -231.7706, 
