Sweep Start (s), 146.1724, 146.3363, 146.5001, 
Time (s), Sweep #1, Sweep #2, Sweep #3, 
0, -443.5931, -231.6181, -226.6437, 
2E-05, -441.8231, -228.078, -233.4186, 
4E-05, -450.6122, -226.2164, -216.7865, 
6E-05, -454.8236, -220.296, -221.944, 
8E-05, -454.5795, -236.7755, -224.2023, 
0.0001, -444.6002, -226.9794, -223.2562, 
0.00012, -443.7762, -221.9745, -224.0497, 
0.00014, -437.7032, -222.2186, -223.9887, 
0.00016, -446.004, -234.2426, -233.1439, 
0.00018, -446.004, -221.7609, -234.09, 
0.0002, -447.4078, -220.1434, -234.5783, 
0.00022, -452.1381, -233.2355, -222.3102, 
0.00024, -453.9081, -213.5211, -215.0775, 
0.00026, -433.6139, -223.5309, -214.162, 
0.00028, -449.7882, -222.005, -220.0214, 
0.0003, -449.2084, -225.9113, -237.569, 
0.00032, -446.4313, -224.4769, -239.9494, 
0.00034, -442.4335, -229.6954, -216.8781, 
0.00036, -440.9686, -237.6605, -218.3734, 
0.00038, -438.1915, -223.8971, -232.0148, 
0.0004, -441.0602, -228.6579, -223.775, 
0.00042, -431.0504, -221.4252, -237.8742, 
0.00044, -443.4711, -220.235, -230.3668, 
0.00046, -443.41, -224.1718, -223.4088, 
0.00048, -431.5387, -232.8388, -222.9205, 
0.0005, -444.1119, -224.8126, -230.8551, 
0.00052, -444.4476, -228.7799, -229.4513, 
0.00054, -439.3512, -232.1674, -222.0966, 
0.00056, -441.3348, -227.132, -216.6644, 
0.00058, -446.9806, -226.9489, -227.2846, 
0.0006, -450.3986, -218.8312, -226.5827, 
0.00062, -439.9921, -217.3053, -238.8202, 
0.00064, -441.8536, -217.6715, -232.4115, 
0.00066, -448.9948, -229.848, -220.5707, 
0.00068, -440.4803, -239.9188, -228.3527, 
0.0007, -434.6515, -231.0993, -227.8034, 
0.00072, -439.1376, -222.6459, -215.7184, 
0.00074, -437.9779, -227.7423, -224.2023, 
0.00076, -440.5719, -220.9674, -216.817, 
0.00078, -441.7316, -223.4393, -221.7914, 
0.0008, -445.6073, -237.4774, -236.6229, 
0.00082, -443.2269, -239.1559, -234.7614, 
0.00084, -449.1168, -229.2377, -229.787, 
0.00086, -439.1071, -228.841, -233.8458, 
0.00088, -444.1425, -222.5849, -233.3576, 
0.0009, -448.3539, -227.5287, -228.6884, 
0.00092, -443.288, -229.2377, -224.2023, 
0.00094, -449.3915, -223.775, -236.745, 
0.00096, -446.6754, -232.3505, -226.5827, 
0.00098, -442.0367, -224.8126, -221.5473, 
0.001, -437.4286, -205.6171, -235.1276, 
0.00102, -437.276, -220.0519, -235.9821, 
0.00104, -442.6471, -217.8241, -226.6132, 
0.00106, -456.1969, -218.8922, -223.0731, 
0.00108, -460.6219, -233.8153, -219.3805, 
0.0011, -448.6896, -232.5031, -224.2328, 
0.00112, -435.2313, -232.4115, -232.7472, 
0.00114, -436.7267, -235.2802, -220.6928, 
0.00116, -453.2672, -223.5614, -214.5892, 
0.00118, -444.0814, -216.9696, -222.2492, 
0.0012, -449.1168, -220.8148, -226.7047, 
0.00122, -451.192, -235.921, -216.0236, 
0.00124, -437.6422, -224.3854, -235.2802, 
0.00126, -444.7528, -231.1603, -227.2235, 
0.00128, -457.4176, -242.0856, -223.0121, 
0.0013, -446.9806, -229.4818, -219.3195, 
0.00132, -437.0319, -214.8334, -233.7238, 
0.00134, -435.7501, -217.2138, -233.6322, 
0.00136, -444.4781, -226.6437, -226.1554, 
0.00138, -442.8302, -214.6503, -222.89, 
0.0014, -444.5697, -228.7799, -222.3102, 
0.00142, -446.2787, -223.4393, -235.5853, 
0.00144, -425.9845, -230.7941, -232.9608, 
0.00146, -433.8275, -236.8976, -233.2965, 
0.00148, -445.4852, -229.2072, -221.3947, 
0.0015, -443.6847, -224.0497, -228.1085, 
0.00152, -445.5157, -217.3053, -220.6928, 
0.00154, -453.5419, -230.3363, -233.5407, 
0.00156, -445.7904, -220.5097, -236.9892, 
0.00158, -442.1893, -218.3429, -226.0639, 
0.0016, -450.6427, -226.3996, -224.7516, 
0.00162, -443.6542, -217.5189, -227.1015, 
0.00164, -440.3583, -224.9042, -231.6791, 
0.00166, -442.403, -234.8834, -227.6508, 
0.00168, -446.6754, -242.3297, -240.7733, 
0.0017, -436.7572, -241.4752, -228.1696, 
0.00172, -443.1049, -240.8344, -233.7848, 
0.00174, -445.5463, -239.8273, -239.7968, 
0.00176, -437.4896, -245.9308, -217.6105, 
0.00178, -441.9757, -244.4049, -226.2775, 
0.0018, -444.173, -243.6725, -224.8432, 
0.00182, -442.4335, -238.8507, -223.4699, 
0.00184, -441.1517, -245.0458, -218.9533, 
0.00186, -432.851, -237.5995, -219.0753, 
0.00188, -436.391, -229.4208, -226.308, 
0.0019, -442.464, -234.3952, -228.5663, 
0.00192, -448.1403, -241.6889, -236.7145, 
0.00194, -436.7877, -242.2077, -234.6698, 
0.00196, -437.4896, -239.7052, -232.2284, 
0.00198, -439.931, -240.9259, -224.9957, 
0.002, -439.0155, -240.987, -227.3151, 
0.00202, -447.713, -245.9003, -236.1041, 
0.00204, -456.5326, -239.0643, -223.1647, 
0.00206, -445.2106, -231.8622, -225.0568, 
0.00208, -435.6891, -223.2257, -233.5101, 
0.0021, -431.0199, -226.0944, -224.3854, 
0.00212, -437.6117, -232.1063, -217.3663, 
0.00214, -444.2035, -227.1625, -227.7118, 
0.00216, -441.2433, -237.5385, -231.1603, 
0.00218, -438.5577, -229.6344, -228.5358, 
0.0022, -438.4357, -231.9843, -224.1413, 
0.00222, -439.5648, -221.3031, -224.9957, 
0.00224, -424.5197, -218.2208, -220.1129, 
0.00226, -450.7648, -217.4579, -225.8808, 
0.00228, -452.5958, -219.7772, -221.2421, 
0.0023, -441.4264, -232.7472, -227.9254, 
0.00232, -440.9076, -228.7189, -233.9069, 
0.00234, -438.2526, -217.702, -227.7118, 
0.00236, -446.5533, -231.7706, -217.4884, 
0.00238, -441.4569, -230.4584, -224.4769, 
0.0024, -444.3866, -233.3576, -244.4049, 
0.00242, -442.0367, -242.7265, -223.1952, 
0.00244, -445.7904, -226.3996, -215.6268, 
0.00246, -439.8395, -230.0006, -225.2704, 
0.00248, -437.5507, -233.6017, -232.32, 
0.0025, -449.0558, -241.8109, -225.0568, 
0.00252, -440.2667, -239.5831, -216.6644, 
0.00254, -439.9921, -214.4367, -229.1156, 
0.00256, -440.9076, -215.7184, -232.1674, 
0.00258, -438.2526, -219.0143, -224.3854, 
0.0026, -431.8439, -228.4137, -231.6791, 
0.00262, -438.3746, -224.0802, -234.2121, 
0.00264, -448.598, -218.0072, -221.8829, 
0.00266, -438.8019, -231.435, -230.4584, 
0.00268, -437.2455, -229.3598, -237.9962, 
0.0027, -444.173, -233.4186, -225.9113, 
0.00272, -450.368, -214.5892, -226.8573, 
0.00274, -441.3959, -225.9113, -238.6066, 
0.00276, -439.1071, -232.6862, -239.6747, 
0.00278, -429.3414, -225.4535, -224.4464, 
0.0028, -440.8466, -233.3576, -219.3195, 
0.00282, -455.2814, -223.5004, -223.0121, 
0.00284, -449.0558, -233.4796, -219.0448, 
0.00286, -444.7223, -237.2333, -227.7423, 
0.00288, -435.2618, -225.9723, -232.9913, 
0.0029, -451.5277, -222.8595, -230.1532, 
0.00292, -453.0841, -223.5614, -220.8454, 
0.00294, -438.222, -230.2753, -225.1178, 
0.00296, -444.3866, -227.6813, -233.327, 
0.00298, -444.2645, -225.3009, -238.5761, 
0.003, -448.1708, -232.6862, -227.4982, 
0.00302, -441.5179, -225.0263, -222.9816, 
0.00304, -446.1871, -230.3668, -216.5729, 
0.00306, -433.4918, -224.4769, -209.1571, 
0.00308, -435.8722, -237.4774, -219.1974, 
0.0031, -447.1637, -231.6486, -223.3173, 
0.00312, -446.5228, -223.7445, -229.2377, 
0.00314, -437.4896, -232.381, -229.1156, 
0.00316, -440.8771, -227.7728, -222.0661, 
0.00318, -428.9447, -217.1222, -224.9347, 
0.0032, -450.7648, -211.2018, -220.174, 
0.00322, -451.3751, -234.1815, -235.4328, 
0.00324, -444.4476, -232.1369, -234.1205, 
0.00326, -444.7223, -229.2987, -233.6627, 
0.00328, -451.0089, -240.9564, -224.3244, 
0.0033, -454.8541, -234.3952, -236.1652, 
0.00332, -444.0814, -223.8056, -233.6933, 
0.00334, -444.5392, -228.4747, -237.7826, 
0.00336, -438.0389, -241.2006, -229.2072, 
0.00338, -426.9, -226.5827, -228.8104, 
0.0034, -435.0177, -222.829, -231.3434, 
0.00342, -445.058, -228.7189, -227.4982, 
0.00344, -448.598, -230.9772, -227.9254, 
0.00346, -438.924, -220.3571, -222.1271, 
0.00348, -445.2716, -228.5358, -226.8573, 
0.0035, -449.7882, -228.9935, -232.1369, 
0.00352, -447.774, -229.3292, -225.0873, 
0.00354, -448.5065, -230.1837, -231.8317, 
0.00356, -444.9969, -238.7287, -218.8922, 
0.00358, -442.3419, -255.2387, -221.8219, 
0.0036, -452.1991, -254.8419, -223.2562, 
0.00362, -442.6471, -250.2033, -215.6574, 
0.00364, -440.2667, -233.9984, -229.9701, 
0.00366, -433.4918, -243.5504, -233.2355, 
0.00368, -440.5414, -239.4916, -219.4721, 
0.0037, -439.3817, -243.8556, -229.5429, 
0.00372, -443.8983, -239.0643, -226.4606, 
0.00374, -444.0814, -249.0436, -219.0143, 
0.00376, -433.3698, -243.4589, -232.1063, 
0.00378, -449.5746, -226.6437, -232.6557, 
0.0038, -451.8939, -232.9913, -226.4301, 
0.00382, -441.1517, -254.2621, -227.8644, 
0.00384, -447.1332, -238.9423, -232.1369, 
0.00386, -445.2716, -228.7799, -233.8458, 
0.00388, -437.9474, -237.8131, -224.7821, 
0.0039, -444.0814, -243.5504, -223.0426, 
0.00392, -436.6656, -245.5036, -232.1063, 
0.00394, -438.4967, -222.7069, -234.7309, 
0.00396, -445.2411, -233.6627, -221.4252, 
0.00398, -448.476, -230.7636, -219.5636, 
0.004, -449.3304, -229.2072, -217.8546, 
0.00402, -445.6378, -211.6596, -229.9701, 
0.00404, -442.2809, -221.7914, -230.1227, 
0.00406, -445.2106, -229.5123, -217.1222, 
0.00408, -437.3065, -228.4137, -234.3036, 
0.0041, -445.119, -223.2868, -233.2355, 
0.00412, -428.5785, -225.1483, -216.2372, 
0.00414, -435.7196, -235.036, -224.2328, 
0.00416, -450.0323, -236.1652, -225.1788, 
0.00418, -443.4406, -228.078, -220.7843, 
0.0042, -448.8116, -225.8197, -215.932, 
0.00422, -446.9806, -228.2611, -217.3969, 
0.00424, -438.8019, -233.5712, -206.5021, 
0.00426, -448.1403, -231.0687, -195.7294, 
0.00428, -454.6405, -224.599, -209.3707, 
0.0043, -448.5065, -223.9276, -222.5543, 
0.00432, -447.652, -232.5031, -220.9674, 
0.00434, -443.9288, -228.963, -219.2279, 
0.00436, -450.3986, -232.0148, -224.6295, 
0.00438, -445.4852, -221.6083, -233.0219, 
0.0044, -451.4667, -226.8268, -228.4137, 
0.00442, -452.6569, -224.5685, -206.5326, 
0.00444, -436.7877, -218.8922, -226.4301, 
0.00446, -441.1517, -231.2824, -225.1483, 
0.00448, -444.9969, -221.4557, -214.8944, 
0.0045, -442.5861, -238.454, -224.0192, 
0.00452, -453.2367, -232.32, -217.702, 
0.00454, -449.0863, -228.3222, -230.1837, 
0.00456, -440.694, -226.0944, -231.6486, 
0.00458, -455.5865, -223.6225, -219.1364, 
0.0046, -451.7719, -229.6039, -233.6627, 
0.00462, -440.6635, -226.2164, -232.4725, 
0.00464, -447.3163, -223.5614, -223.2868, 
0.00466, -454.1827, -222.005, -221.6693, 
0.00468, -444.173, -219.8688, -226.4606, 
0.0047, -444.8138, -221.5473, -219.9909, 
0.00472, -446.0956, -228.0475, -225.423, 
0.00474, -457.6617, -239.1254, -232.7167, 
0.00476, -451.131, -236.0431, -235.7379, 
0.00478, -453.6334, -238.3624, -222.2186, 
0.0048, -441.4264, -240.2545, -229.4818, 
0.00482, -442.403, -242.1466, -211.2628, 
0.00484, -442.1893, -243.1842, -226.2775, 
0.00486, -433.2477, -246.8768, -247.7619, 
0.00488, -434.0717, -236.8976, -234.7614, 
0.0049, -448.0182, -234.7003, -226.6742, 
0.00492, -444.4781, -230.4279, -234.7919, 
0.00494, -440.2057, -233.4491, -220.3876, 
0.00496, -444.8138, -226.7352, -228.9935, 
0.00498, -444.2035, -236.8976, -233.4796, 
0.005, -444.234, -233.6322, -233.6322, 
0.00502, -451.3446, -223.8361, -220.5402, 
0.00504, -446.6754, -231.0993, -220.7843, 
0.00506, -436.2689, -232.7472, -234.4257, 
0.00508, -448.6896, -224.2023, -229.5429, 
0.0051, -450.8868, -228.5663, -228.6884, 
0.00512, -443.288, -224.3854, -222.4017, 
0.00514, -435.3839, -230.2448, -225.7892, 
0.00516, -441.1212, -228.7494, -234.4562, 
0.00518, -450.4291, -229.6649, -234.1205, 
0.0052, -442.3419, -214.9555, -229.9396, 
0.00522, -442.3724, -242.4518, -228.5358, 
0.00524, -444.4781, -234.6698, -230.8551, 
0.00526, -428.7921, -219.1059, -220.4791, 
0.00528, -431.0504, -223.653, -214.5587, 
0.0053, -433.736, -219.5026, -231.9232, 
0.00532, -444.7223, -230.9772, -221.2116, 
0.00534, -447.4078, -234.8834, -212.9718, 
0.00536, -454.5795, -223.7445, -217.3663, 
0.00538, -452.84, -218.2514, -220.174, 
0.0054, -437.0929, -215.9015, -228.4747, 
0.00542, -448.2928, -229.848, -226.9184, 
0.00544, -451.8024, -227.4371, -226.8268, 
0.00546, -446.3397, -226.7658, -228.5053, 
0.00548, -449.8187, -232.1369, -231.2518, 
0.0055, -438.161, -236.2872, -222.6459, 
0.00552, -446.767, -218.8617, -209.3097, 
0.00554, -438.1305, -229.0241, -219.5331, 
0.00556, -438.1, -235.0055, -234.151, 
0.00558, -443.8373, -238.4845, -234.3036, 
0.0056, -441.3348, -230.9772, -220.235, 
0.00562, -435.1093, -216.7255, -233.6017, 
0.00564, -443.7762, -212.0868, -241.872, 
0.00566, -452.8094, -223.1647, -228.5358, 
0.00568, -428.6395, -236.2567, -224.1107, 
0.0057, -429.6161, -226.7658, -223.4699, 
0.00572, -437.9169, -209.3707, -224.3244, 
0.00574, -440.4498, -219.3195, -226.0333, 
0.00576, -442.0367, -225.5451, -225.2704, 
0.00578, -442.1893, -224.4464, -220.1434, 
0.0058, -448.7201, -226.7047, -217.3053, 
0.00582, -433.8275, -225.8197, -222.768, 
0.00584, -436.2994, -225.2704, -237.5385, 
0.00586, -442.9523, -218.2514, -229.8786, 
0.00588, -444.7223, -215.1386, -226.2164, 
0.0059, -440.694, -236.4704, -226.1249, 
0.00592, -439.3817, -231.8927, -224.9042, 
0.00594, -444.6307, -223.5004, -229.5123, 
0.00596, -435.4449, -220.8148, -240.4987, 
0.00598, -437.6727, -228.5968, -222.3712, 
0.006, -436.7877, -229.2377, -214.6503, 
0.00602, -439.3207, -218.1293, -221.5473, 
0.00604, -444.295, -219.8688, -221.6693, 
0.00606, -441.3654, -221.5778, -225.6061, 
0.00608, -450.3986, -220.5097, -228.1696, 
0.0061, -445.882, -226.3996, -233.9069, 
0.00612, -431.7828, -231.9232, -217.9157, 
0.00614, -429.5551, -214.5587, -234.09, 
0.00616, -440.5109, -231.7401, -230.9772, 
0.00618, -440.9076, -240.1325, -233.266, 
0.0062, -440.755, -227.8644, -220.235, 
0.00622, -442.4945, -225.0568, -215.9015, 
0.00624, -438.7408, -227.4982, -226.1249, 
0.00626, -435.5365, -223.9887, -231.9232, 
0.00628, -444.9969, -216.4508, -240.1935, 
0.0063, -450.7953, -222.5849, -228.5968, 
0.00632, -448.9337, -232.6251, -224.4159, 
0.00634, -441.5485, -232.442, -217.4884, 
0.00636, -444.6002, -218.8007, -219.3805, 
0.00638, -444.9969, -213.277, -222.8595, 
0.0064, -432.4847, -221.12, -209.2487, 
0.00642, -446.1871, -219.5636, -223.1342, 
0.00644, -431.5997, -232.8998, -231.8622, 
0.00646, -440.2667, -229.3598, -225.8502, 
0.00648, -452.2296, -220.0214, -223.8361, 
0.0065, -439.0765, -232.7777, -236.6229, 
0.00652, -443.0743, -233.9679, -231.557, 
0.00654, -444.6613, -223.775, -227.1015, 
0.00656, -433.4918, -228.0475, -229.1156, 
0.00658, -440.6635, -229.9701, -223.7445, 
0.0066, -450.2155, -224.9652, -223.2562, 
0.00662, -452.1381, -232.5031, -237.2028, 
0.00664, -434.3463, -234.975, -235.7074, 
0.00666, -440.7855, -230.8856, -248.1281, 
0.00668, -443.2269, -219.7772, -243.3063, 
0.0067, -443.7457, -230.672, -237.8436, 
0.00672, -443.8068, -234.3646, -231.5265, 
0.00674, -436.2689, -239.3695, -223.2562, 
0.00676, -443.7152, -227.4371, -217.6715, 
0.00678, -444.9664, -225.3925, -210.7746, 
0.0068, -441.7926, -225.3314, -215.871, 
0.00682, -453.1146, -239.9494, -224.8737, 
0.00684, -450.4901, -220.4486, -223.6225, 
0.00686, -450.9174, -219.1974, -224.4769, 
0.00688, -454.0302, -232.6251, -224.9042, 
0.0069, -442.5861, -232.2894, -225.9113, 
0.00692, -439.9921, -221.3947, -230.7025, 
0.00694, -439.0155, -226.3385, -236.8366, 
0.00696, -443.0743, -228.7799, -234.3036, 
0.00698, -437.9169, -218.8922, -224.7821, 
0.007, -436.1163, -226.369, -222.9511, 
0.00702, -449.2084, -226.3996, -222.5543, 
0.00704, -451.8329, -230.9467, -230.3363, 
0.00706, -443.4711, -240.7428, -229.6039, 
0.00708, -429.5551, -234.5783, -232.2284, 
0.0071, -434.4073, -209.4623, -228.2306, 
0.00712, -445.4547, -224.2938, -235.8295, 
0.00714, -448.3539, -233.6933, -247.8229, 
0.00716, -440.2667, -227.7118, -240.2545, 
0.00718, -444.0509, -219.8688, -223.3783, 
0.0072, -439.2902, -214.4061, -236.1652, 
0.00722, -426.5338, -229.7565, -234.8529, 
0.00724, -435.3839, -221.0285, -222.4933, 
0.00726, -448.9337, -225.2704, -216.3593, 
0.00728, -439.3512, -225.0873, -216.4203, 
0.0073, -448.6896, -226.4911, -240.6513, 
0.00732, -442.464, -224.1413, -229.5734, 
0.00734, -447.8656, -214.6808, -218.8007, 
0.00736, -448.3539, -224.3854, -226.247, 
0.00738, -439.1071, -235.9516, -229.787, 
0.0074, -441.8231, -239.0949, -224.1413, 
0.00742, -436.2994, -215.4132, -236.3178, 
0.00744, -437.1234, -227.0404, -224.2023, 
0.00746, -435.4755, -240.1019, -229.4513, 
0.00748, -445.4852, -234.7309, -238.4845, 
0.0075, -440.6635, -227.7118, -235.8295, 
0.00752, -444.6613, -223.9581, -211.2323, 
0.00754, -449.0863, -228.5663, -223.2868, 
0.00756, -442.0978, -227.132, -231.435, 
0.00758, -444.4476, -230.3974, -241.1395, 
