Sweep Start (s), 174.8269, 174.9908, 175.1546, 175.3184, 175.4823, 175.6461, 175.81, 175.9738, 176.1376, 176.3015, 
Time (s), Sweep #1, Sweep #2, Sweep #3, Sweep #4, Sweep #5, Sweep #6, Sweep #7, Sweep #8, Sweep #9, Sweep #10, 
0, -440.3278, -233.5407, -219.3805, -225.0873, -231.7096, -238.0573, -221.7304, -235.4328, -230.1227, -448.7201, 
2E-05, -432.4847, -226.0639, -228.0475, -232.2894, -220.0214, -226.1554, -226.3996, -217.4274, -222.4933, -450.246, 
4E-05, -436.5741, -235.4938, -229.1767, -215.3827, -226.0333, -223.6835, -236.5924, -225.484, -225.2704, -438.161, 
6E-05, -444.3866, -242.4518, -222.4323, -212.2089, -223.9887, -218.4039, -230.1532, -239.4916, -227.8339, -434.8956, 
8E-05, -444.295, -243.3063, -225.2704, -216.6644, -220.235, -219.8993, -231.4044, -232.6862, -231.4655, -433.3698, 
0.0001, -451.8634, -230.0311, -239.6137, -229.9701, -224.7821, -228.2611, -220.4181, -228.2001, -240.7428, -446.4313, 
0.00012, -442.1588, -224.0497, -241.9635, -225.9113, -236.7755, -230.6415, -207.0819, -228.7189, -229.787, -447.4384, 
0.00014, -457.0819, -220.6012, -232.5641, -234.9445, -240.1325, -220.2045, -208.6078, -240.1325, -228.963, -455.0677, 
0.00016, -447.7435, -231.8927, -229.6344, -235.1276, -223.2562, -233.7848, -209.4318, -225.2704, -227.8644, -453.5114, 
0.00018, -442.9523, -226.4301, -223.4699, -218.0988, -231.2518, -236.9892, -209.8285, -231.496, -217.0612, -437.7643, 
0.0002, -443.7762, -206.0748, -224.5075, -233.6017, -232.1063, -236.3483, -206.4105, -209.2487, -231.7706, -431.6302, 
0.00022, -439.7479, -224.538, -230.1837, -226.4301, -225.0873, -232.1369, -199.6356, -229.2682, -243.4894, -442.8302, 
0.00024, -447.2247, -226.8878, -244.3134, -218.8922, -226.4301, -234.09, -214.4367, -241.3532, -222.005, -443.5016, 
0.00026, -446.2177, -238.3319, -232.442, -230.7025, -221.12, -214.3756, -217.702, -227.5287, -228.6579, -446.4618, 
0.00028, -432.0575, -246.1749, -217.0001, -238.3014, -228.7799, -229.1461, -205.4035, -232.9913, -229.6649, -447.5299, 
0.0003, -435.0177, -246.6632, -222.6154, -236.5924, -229.0546, -236.8976, -204.9152, -222.7985, -226.6437, -455.1898, 
0.00032, -442.403, -233.9984, -237.0502, -228.5053, -224.2938, -222.6764, -210.0116, -234.3646, -216.817, -442.7997, 
0.00034, -460.4999, -228.2611, -237.5079, -224.7211, -238.3014, -229.3903, -202.7179, -221.3947, -225.3314, -434.4073, 
0.00036, -452.4127, -213.7653, -217.8546, -223.8666, -239.2475, -229.6954, -208.5468, -210.2252, -232.1369, -441.1212, 
