Sweep Start (s), 121.8568, 122.0207, 122.1845, 122.3483, 122.5122, 122.676, 122.8399, 123.0037, 123.1675, 123.3314, 123.4952, 123.6591, 123.8229, 123.9867, 124.1506, 124.3144, 124.4783, 124.6421, 124.8059, 124.9698, 125.1336, 125.2975, 125.4613, 125.6251, 125.789, 125.9528, 126.1167, 126.2805, 126.4443, 126.6082, 126.772, 126.9359, 127.0997, 
Time (s), Sweep #1, Sweep #2, Sweep #3, Sweep #4, Sweep #5, Sweep #6, Sweep #7, Sweep #8, Sweep #9, Sweep #10, Sweep #11, Sweep #12, Sweep #13, Sweep #14, Sweep #15, Sweep #16, Sweep #17, Sweep #18, Sweep #19, Sweep #20, Sweep #21, Sweep #22, Sweep #23, Sweep #24, Sweep #25, Sweep #26, Sweep #27, Sweep #28, Sweep #29, Sweep #30, Sweep #31, Sweep #32, Sweep #33, 
0.00036, -445.5768, -211.0797, -214.223, -229.6649, -197.5604, -207.4176, -214.8029, -201.131, -218.4039, -184.2243, -186.2079, -217.1832, -205.0067, -211.7816, -228.6273, -200.1239, -205.1593, -223.7445, -215.4132, -193.9594, -231.557, -194.2951, -219.2279, -204.3048, -215.2606, -207.1124, -197.0722, -233.7543, -207.3566, -200.6732, -201.7413, -199.3305, -228.2001, 
0.00038, -444.9054, -212.9108, -224.2328, -218.0683, -199.1474, -207.8754, -209.7675, -204.2438, -209.859, -182.7594, -202.2907, -227.7118, -195.9735, -204.2438, -221.5778, -205.2509, -196.9196, -221.3336, -209.3402, -209.1266, -226.7047, -209.0656, -232.1979, -193.2575, -220.9064, -202.7484, -199.3915, -230.1837, -206.8988, -212.8192, -185.7501, -192.2809, -231.1603, 
0.0004, -429.2499, -209.4013, -217.5189, -229.0851, -194.7528, -196.0956, -202.2601, -209.6759, -200.0018, -186.391, -207.4481, -219.7772, -183.0951, -193.5016, -222.4933, -204.1217, -211.5985, -209.5538, -203.0841, -217.8546, -216.1151, -209.4318, -230.5194, -197.5299, -216.8781, -200.8258, -194.8444, -220.296, -189.6564, -200.3986, -199.9408, -203.9691, -218.7091, 
0.00042, -423.6041, -201.8024, -215.8405, -224.6906, -193.0744, -200.0018, -200.8258, -207.9059, -203.786, -191.3959, -190.5414, -221.6693, -196.3092, -191.0602, -232.7472, -200.4901, -205.3729, -224.2938, -209.0961, -202.4127, -223.4088, -192.9218, -216.0236, -203.8776, -229.8175, -198.3844, -187.0014, -221.5473, -187.0624, -206.1969, -194.5392, -210.4999, -223.5614, 
0.00044, -442.464, -209.9506, -222.9205, -226.0639, -215.4437, -203.2977, -201.3446, -195.1801, -204.8236, -193.0133, -191.6095, -223.5004, -199.7882, -199.6356, -231.6181, -192.1588, -210.0116, -228.4137, -199.7882, -205.9833, -226.9794, -199.1779, -228.9325, -201.0089, -224.6906, -205.8307, -193.5626, -219.0448, -206.2885, -202.5958, -193.5626, -207.1124, -225.6061, 
0.00046, -441.6705, -221.181, -224.6906, -227.132, -213.1244, -213.4296, -203.5724, -196.0651, -206.1969, -188.2831, -198.537, -214.2536, -200.1544, -192.0062, -219.289, -207.9975, -207.7838, -234.4257, -191.2433, -202.7179, -216.8781, -199.9713, -220.4486, -197.7741, -227.5592, -205.2814, -197.1332, -213.8568, -196.7975, -204.6405, -210.0726, -203.6334, -223.7445, 
0.00048, -431.4471, -202.9621, -232.0758, -224.1413, -194.7833, -204.0912, -210.9882, -193.0744, -205.8917, -189.046, -193.8678, -220.5707, -207.204, -195.1801, -226.4911, -218.8007, -200.7648, -219.9909, -202.7484, -195.8515, -221.8829, -205.3119, -213.9484, -201.2531, -229.848, -202.7179, -198.3844, -234.7919, -188.3441, -205.1593, -204.8847, -201.8634, -219.1974, 
0.0005, -438.4357, -188.4052, -219.3195, -207.4481, -199.9408, -213.6737, -211.4154, -197.3468, -205.1898, -189.4733, -199.9713, -220.6317, -205.7086, -204.0607, -217.8546, -216.9696, -199.6356, -209.5538, -196.7365, -196.8585, -233.2965, -207.3566, -226.2164, -208.8825, -219.0753, -186.8488, -202.3822, -229.0546, -180.1044, -191.5485, -206.6242, -194.5697, -222.5238, 
0.00052, -433.1866, -197.4689, -222.3102, -205.1288, -200.2765, -213.7042, -220.2655, -200.7953, -198.537, -194.8749, -211.9953, -216.2677, -203.7555, -208.5163, -209.0045, -211.5985, -205.3119, -217.4579, -195.943, -207.7228, -230.0311, -193.2575, -219.7162, -207.6007, -228.078, -183.4613, -207.9059, -224.7211, -185.6586, -195.3327, -205.7086, -189.4428, -228.5053, 
0.00054, -439.7479, -206.6852, -228.4137, -213.0023, -208.2416, -210.683, -202.4127, -209.9201, -204.4269, -186.9708, -195.8209, -219.7772, -213.7958, -198.7506, -237.1112, -215.7184, -211.3544, -232.9303, -197.0416, -203.1452, -232.381, -191.4264, -213.5822, -211.3849, -239.7357, -198.6591, -206.5021, -227.8644, -197.1332, -197.0722, -211.568, -197.4384, -224.4464, 
0.00056, -440.8771, -210.1032, -221.9745, -236.1652, -201.7719, -196.8891, -194.112, -208.3637, -200.2765, -184.621, -192.9218, -199.2389, -206.6242, -194.4171, -229.787, -200.1239, -203.5114, -240.163, -204.6405, -183.797, -229.2987, -193.5626, -212.392, -212.8803, -227.5287, -192.4945, -211.6596, -219.9603, -197.4384, -196.8585, -202.1076, -195.2716, -235.7684, 
0.00058, -439.9005, -204.3659, -215.2301, -220.9979, -202.1991, -198.3539, -190.8466, -204.1217, -209.4928, -178.3344, -200.0018, -188.3136, -210.4389, -197.2247, -226.9184, -185.3534, -207.3566, -233.6933, -189.4428, -212.5751, -224.4159, -205.4645, -201.2531, -197.1942, -220.2045, -201.8939, -203.8471, -223.2562, -200.1239, -198.8727, -202.7179, -201.4972, -230.5499, 
0.0006, -438.3441, -198.8422, -211.2628, -200.8258, -206.5936, -197.2553, -200.185, -195.7294, -196.3703, -193.5932, -207.5397, -190.5719, -209.8285, -203.5724, -225.8502, -183.9191, -202.3212, -224.599, -190.9992, -210.7746, -219.9603, -228.2916, -199.9713, -195.7599, -223.6225, -212.1784, -207.1124, -226.0639, -196.2787, -205.7392, -192.1893, -193.3185, -220.6928, 
0.00062, -439.3512, -202.84, -210.1642, -223.8666, -208.7604, -204.8236, -204.3659, -191.518, -196.4618, -178.5175, -204.1828, -191.6705, -202.6874, -208.7299, -224.2633, -203.4503, -205.0678, -219.8688, -219.6857, -199.3305, -238.515, -224.6906, -213.7348, -207.3566, -219.6246, -191.3654, -195.2106, -220.6317, -202.9621, -208.2111, -199.6356, -207.1124, -224.0802, 
0.00064, -444.7223, -211.9037, -214.4061, -229.4208, -189.87, -200.5206, -203.786, -205.9528, -217.8241, -172.7191, -207.9364, -200.5206, -198.8422, -202.2907, -234.6088, -204.7931, -210.1032, -214.9249, -202.8095, -201.3141, -225.1788, -234.6088, -194.5087, -202.5348, -214.7418, -204.2743, -198.2929, -222.3102, -219.5026, -201.2531, -201.5582, -209.9201, -235.3107, 
0.00066, -430.0739, -211.4765, -220.235, -212.6972, -209.0961, -203.3588, -206.1969, -210.5609, -204.7626, -170.5829, -200.7343, -210.4999, -199.8187, -191.1212, -231.1603, -196.9806, -199.1474, -213.7958, -199.9713, -205.3729, -225.0873, -228.5358, -196.004, -218.2208, -221.5778, -206.319, -216.7255, -203.1452, -211.6901, -193.5321, -204.0912, -210.683, -225.484, 
0.00068, -445.0885, -203.725, -231.8012, -213.4601, -209.5233, -207.0819, -196.3397, -204.671, -200.4901, -186.5436, -206.8073, -214.9249, -196.0651, -194.7528, -226.308, -202.5348, -207.6007, -225.8502, -200.0629, -188.4357, -221.5167, -230.0617, -203.2062, -203.0841, -225.9418, -202.9315, -206.4105, -202.6569, -205.9528, -189.4122, -200.1239, -205.6171, -233.9679, 
0.0007, -444.1119, -207.3261, -242.0856, -226.4911, -202.3212, -202.4127, -195.0885, -220.2655, -202.901, -193.2269, -200.0934, -200.185, -201.7108, -193.349, -220.0824, -206.6852, -216.3288, -241.872, -209.2487, -197.8046, -211.5375, -228.1391, -194.7223, -186.2384, -232.2589, -200.8869, -209.4013, -223.2562, -208.3942, -212.1784, -202.5653, -226.9489, -218.9838, 
0.00072, -439.87, -209.0045, -223.2257, -228.841, -197.4994, -191.7926, -214.8639, -217.4274, -196.9806, -182.3322, -190.9381, -195.8515, -194.8444, -201.2836, -199.5746, -203.1757, -210.3778, -230.9467, -205.8307, -215.0775, -212.7887, -222.6764, -203.1146, -179.0058, -225.9418, -200.3681, -202.3517, -213.1244, -210.3473, -209.6759, -204.61, -228.2306, -217.3969, 
0.00074, -437.1234, -201.6803, -215.2606, -228.2001, -187.0624, -199.2694, -200.307, -218.3734, -198.7811, -169.0265, -212.7887, -201.5582, -203.2672, -213.9484, -227.9559, -206.1359, -210.5304, -226.308, -201.07, -208.9435, -226.8573, -230.7941, -198.1403, -176.4118, -218.9838, -211.3544, -207.1735, -227.4677, -213.6737, -197.0416, -201.8939, -210.8966, -225.8502, 
0.00076, -438.1, -194.6002, -220.5402, -230.4584, -215.2301, -209.3097, -198.476, -225.362, -202.7179, -166.8903, -206.2885, -200.1544, -193.0133, -194.6002, -231.7096, -214.7418, -202.7789, -225.484, -211.2628, -203.4198, -224.4159, -222.6459, -185.9332, -187.276, -225.9418, -198.4454, -206.1359, -230.8856, -200.4901, -195.6989, -203.4198, -189.7174, -232.7472, 
0.00078, -444.295, -207.8143, -215.3522, -222.4933, -216.5729, -208.974, -191.3043, -217.3663, -194.7223, -183.5834, -206.2885, -198.3844, -212.8497, -192.1893, -224.7821, -210.0726, -203.5419, -211.9037, -207.4176, -205.495, -229.4818, -219.35, -192.464, -192.7081, -232.9303, -213.5822, -194.4476, -229.0851, -204.4879, -186.4826, -208.028, -192.1893, -230.7025, 
0.0008, -434.4379, -215.4437, -215.932, -220.4181, -201.131, -204.1828, -198.2623, -220.0214, -205.4645, -196.767, -201.5888, -203.5419, -205.7697, -178.1207, -235.5548, -212.7887, -210.2252, -189.1986, -194.5697, -194.5697, -223.8971, -215.3522, -205.4645, -201.192, -234.975, -221.4557, -194.0204, -220.6622, -217.9767, -191.3349, -205.434, -198.5065, -226.8878, 
0.00082, -432.0575, -207.4787, -225.0873, -221.7304, -211.2018, -189.4428, -208.2111, -230.4279, -195.3021, -185.1093, -205.8002, -200.9174, -187.0319, -203.5419, -228.6579, -184.6515, -213.1244, -200.7648, -209.1876, -202.2296, -215.0775, -203.8471, -202.4433, -210.0421, -234.1815, -202.1686, -207.6923, -214.8944, -200.2155, -192.403, -195.1801, -195.9125, -211.9953, 
0.00084, -425.0079, -191.4264, -228.963, -216.8781, -207.204, -205.8612, -207.4176, -227.6508, -208.913, -183.6444, -208.6078, -201.2531, -184.6515, -209.8895, -234.151, -185.1093, -205.3424, -202.6264, -211.2323, -213.6737, -218.2514, -186.452, -201.7413, -208.4857, -219.1974, -178.3649, -195.4242, -227.4677, -201.2836, -179.2804, -198.2318, -203.8165, -225.8197, 
0.00086, -442.6776, -198.4149, -219.8688, -223.0731, -211.9342, -212.7277, -205.0678, -220.4181, -219.5941, -190.1142, -197.9877, -195.943, -200.5817, -219.7467, -233.7543, -203.3588, -194.6002, -215.3217, -208.5163, -210.9271, -229.0241, -204.3048, -207.8754, -202.016, -227.7118, -190.2973, -201.9245, -221.12, -200.8869, -172.475, -210.8661, -213.1549, -229.1767, 
0.00088, -440.3278, -201.6803, -228.3222, -232.6251, -212.9718, -202.5043, -200.0324, -223.775, -201.2225, -206.4411, -193.4406, -203.8776, -203.9081, -187.3065, -225.6061, -210.622, -200.5512, -220.6012, -212.3004, -194.112, -234.1815, -210.5609, -205.8917, -190.9381, -223.4393, -194.8444, -202.5958, -206.0443, -200.5206, -195.0885, -212.0868, -204.0607, -217.7936, 
0.0009, -435.9027, -211.3544, -233.6322, -232.0453, -198.4149, -199.483, -200.8869, -233.9679, -187.0014, -185.6586, -198.8727, -217.7326, -199.1779, -193.5626, -218.5871, -196.0956, -198.8117, -206.6852, -204.8236, -195.058, -234.2121, -209.4623, -200.2155, -199.6051, -217.7936, -201.1005, -186.7877, -212.3004, -197.6215, -195.7599, -190.7245, -213.6432, -218.6786, 
0.00092, -432.2406, -201.1005, -225.362, -222.3102, -198.2929, -199.361, -208.028, -228.7189, -195.6073, -174.4586, -205.9223, -209.2182, -196.1261, -186.4215, -211.6901, -195.119, -195.7294, -214.2536, -207.6312, -216.0541, -232.5641, -208.089, -207.2345, -186.6351, -235.86, -197.2247, -188.8629, -222.0355, -211.1102, -203.6334, -192.403, -197.2858, -222.5849, 
0.00094, -432.912, -195.9735, -226.6437, -221.181, -196.2482, -201.131, -216.0236, -222.8595, -193.1049, -177.9987, -203.9081, -212.5751, -199.6967, -187.3065, -221.181, -200.0018, -197.1942, -227.7728, -205.7392, -204.0912, -229.9091, -202.2296, -208.089, -198.4149, -228.841, -199.9713, -203.1146, -225.7587, -212.9413, -196.3092, -196.6754, -198.6591, -227.9865, 
0.00096, -452.9926, -210.2863, -229.1767, -226.0944, -196.5839, -213.2465, -202.84, -199.483, -193.6237, -183.9801, -204.4269, -196.7365, -213.4296, -200.4901, -231.3739, -196.4313, -201.0089, -237.6911, -186.0858, -199.8493, -220.0824, -204.8236, -220.7843, -209.1571, -230.1227, -188.7409, -194.6613, -221.8219, -214.3756, -196.4618, -203.3588, -195.882, -230.0922, 
0.00098, -435.567, -204.0607, -225.8502, -223.9887, -192.7692, -201.3751, -206.4105, -201.0394, -203.4809, -177.8156, -206.9904, -200.5817, -207.7228, -211.2628, -213.7348, -196.7059, -197.4994, -232.8082, -184.7736, -199.9408, -233.7848, -200.7953, -200.7648, -213.3075, -225.6671, -186.8183, -195.6684, -245.1068, -196.4008, -191.1212, -199.6662, -208.8214, -223.0426, 
0.001, -430.4095, -198.4454, -215.3827, -215.6574, -204.9762, -191.3959, -212.1173, -222.1881, -198.3844, -185.9332, -196.0956, -205.8307, -192.9523, -199.3305, -210.2863, -187.6727, -201.3141, -228.3832, -212.392, -198.598, -226.308, -198.4454, -206.4716, -208.4857, -213.7653, -189.6259, -198.3844, -224.4464, -194.0814, -201.1005, -197.3163, -207.1124, -231.9843, 
0.00102, -437.215, -207.265, -214.4977, -205.3729, -219.2279, -199.6662, -205.6476, -225.7282, -197.8656, -193.8373, -205.9833, -193.7763, -194.6918, -195.6378, -224.7211, -200.185, -198.0487, -229.8786, -218.0988, -189.8395, -232.5336, -202.9621, -206.8073, -209.6149, -224.7821, -190.8161, -202.1381, -195.882, -196.0956, -204.7016, -208.6688, -188.2221, -222.768, 
0.00104, -438.5577, -196.4618, -224.8432, -207.6618, -200.0629, -197.0111, -185.3229, -199.2694, -215.047, -204.8847, -217.8851, -195.0885, -216.9391, -201.5277, -233.6322, -206.0748, -185.9638, -227.9559, -205.1288, -195.2716, -231.3434, -206.7767, -204.0607, -204.8847, -230.3974, -209.6149, -197.5604, -210.2252, -196.9196, -211.2323, -206.9904, -203.7555, -205.2814, 
0.00106, -441.6705, -200.7038, -228.8715, -205.2509, -196.2177, -196.1566, -203.8776, -196.3703, -207.0209, -189.2597, -214.1925, -202.2907, -212.0563, -184.4684, -226.6132, -204.7931, -194.0204, -223.3478, -207.5092, -200.9479, -226.4911, -196.2787, -211.9647, -197.1942, -226.1554, -218.7702, -199.483, -225.1178, -189.9921, -208.089, -216.9086, -190.6329, -215.4437, 
0.00108, -442.6776, -205.8002, -223.0731, -207.8754, -198.2623, -203.725, -200.2155, -210.622, -201.4057, -187.4591, -209.0656, -201.8024, -207.9059, -196.6754, -225.484, -209.7675, -197.6215, -228.0475, -215.5658, -187.215, -223.2868, -189.4428, -193.7763, -196.3397, -226.3385, -210.5304, -186.452, -227.4677, -186.6657, -197.0416, -206.0748, -204.2133, -223.3478, 
0.0011, -433.736, -204.0302, -221.4557, -206.9599, -196.0346, -204.0912, -207.0209, -200.5206, -204.9457, -187.7033, -205.7392, -206.8073, -194.9054, -211.1408, -234.4257, -210.9882, -189.0155, -232.9608, -202.5653, -191.2128, -218.1598, -207.0209, -193.3795, -204.4269, -215.3522, -214.0704, -208.3942, -214.986, -219.5026, -195.4242, -191.5485, -208.974, -203.4198, 
0.00112, -430.8063, -200.0934, -231.7401, -204.0302, -207.9059, -193.7457, -204.8541, -186.5131, -199.8187, -201.5582, -210.5609, -195.2716, -216.756, -211.0187, -214.8944, -216.8475, -189.7174, -211.5985, -204.5184, -201.6498, -226.5521, -215.3827, -201.0089, -205.2204, -227.0404, -201.3141, -199.3915, -219.3195, -223.8361, -209.9201, -211.1713, -217.7936, -201.07, 
0.00114, -433.4003, -205.7086, -221.4557, -215.5353, -197.591, -189.6564, -201.5277, -201.131, -212.7277, -181.0199, -199.3915, -203.9996, -202.5043, -212.392, -227.7118, -216.4813, -190.8466, -222.4628, -199.8798, -202.4433, -220.3571, -213.216, -204.8541, -194.3561, -206.4105, -196.8891, -186.2995, -228.9935, -196.5839, -209.3402, -209.4013, -199.5441, -200.4901, 
0.00116, -435.5365, -201.8939, -210.9882, -208.7299, -201.9855, -205.8917, -221.8524, -209.0045, -202.2601, -183.3392, -209.8895, -205.2814, -201.3751, -215.8405, -229.4208, -196.6754, -199.8493, -229.9091, -201.8634, -212.8192, -217.3053, -198.9948, -195.5463, -202.8095, -203.9691, -193.8068, -177.5104, -238.3319, -216.1151, -193.1049, -206.4411, -201.6193, -204.2133, 
0.00118, -446.4008, -194.7223, -207.8754, -189.2597, -205.2814, -202.7789, -225.2094, -201.9855, -194.0814, -178.6395, -217.1832, -208.9435, -204.6405, -201.8024, -236.6229, -203.1452, -195.6073, -226.4606, -195.9125, -206.6852, -215.1386, -197.1637, -193.8983, -206.7462, -205.2509, -194.997, -184.4074, -224.9652, -223.2868, -192.4335, -201.5888, -216.3593, -196.7975, 
0.0012, -446.6144, -197.3773, -194.997, -185.567, -191.1212, -194.7528, -224.538, -195.0885, -205.2509, -166.8598, -198.2013, -203.5724, -197.0416, -187.4896, -229.6344, -213.9484, -193.349, -217.8546, -205.2204, -190.2973, -215.4437, -186.6962, -194.997, -197.4384, -198.8117, -202.9926, -202.3212, -220.7538, -211.9037, -207.8143, -197.2858, -216.1762, -207.6618, 
0.00122, -440.0226, -197.4994, -201.3751, -205.495, -196.0346, -193.4711, -215.6574, -208.2721, -200.1544, -176.4728, -196.7975, -197.9877, -201.07, -202.4127, -223.0426, -200.4596, -198.537, -215.8405, -205.3729, -195.4547, -212.9718, -184.8041, -199.5746, -194.2951, -203.9691, -204.1828, -209.7675, -230.8856, -236.2567, -210.3168, -201.9245, -204.4269, -205.4645, 
