Sweep Start (s), 48.81216, 48.976, 49.13984, 49.30368, 49.46752, 49.63136, 49.7952, 49.95904, 50.12288, 50.28672, 50.45056, 50.6144, 50.77824, 50.94208, 51.10592, 51.26976, 51.4336, 51.59744, 51.76128, 51.92512, 52.08896, 52.2528, 52.41664, 52.58048, 52.74432, 52.90816, 53.072, 53.23584, 53.39968, 53.56352, 53.72736, 53.8912, 54.05504, 54.21888, 54.38272, 54.54656, 
Time (s), Sweep #1, Sweep #2, Sweep #3, Sweep #4, Sweep #5, Sweep #6, Sweep #7, Sweep #8, Sweep #9, Sweep #10, Sweep #11, Sweep #12, Sweep #13, Sweep #14, Sweep #15, Sweep #16, Sweep #17, Sweep #18, Sweep #19, Sweep #20, Sweep #21, Sweep #22, Sweep #23, Sweep #24, Sweep #25, Sweep #26, Sweep #27, Sweep #28, Sweep #29, Sweep #30, Sweep #31, Sweep #32, Sweep #33, Sweep #34, Sweep #35, Sweep #36, 
0, -422.9633, -198.2929, -174.7638, -209.8285, -206.0138, -202.9315, -196.2482, -200.8563, -194.112, -194.7223, -178.8226, -201.1615, -222.2186, -185.3229, -187.0014, -196.8585, -209.9811, -220.2655, -189.2597, -204.549, -195.0885, -206.0443, -196.5534, -196.3397, -210.1337, -199.6356, -190.6329, -186.6962, -207.7533, -201.0394, -184.1937, -205.2204, -196.4923, -189.5343, -201.0089, -205.8002, 
2E-05, -425.8319, -190.5414, -175.3131, -214.4367, -216.1762, -196.4618, -179.3414, -202.5958, -181.7218, -197.4079, -169.3927, -202.4127, -211.8121, -201.2225, -183.0036, -193.9899, -214.101, -218.0683, -195.2106, -195.7904, -197.591, -201.8939, -206.9904, -199.2084, -207.2345, -202.1991, -196.4313, -190.2973, -227.5287, -197.9877, -194.173, -202.901, -193.2269, -202.7179, -210.1337, -189.2902, 
4E-05, -439.3817, -193.6237, -178.548, -215.3522, -196.4923, -187.5812, -189.7785, -202.4127, -190.8466, -198.3844, -181.1115, -194.1425, -207.8754, -208.5163, -190.7855, -188.2221, -200.3681, -217.9767, -198.9642, -191.1823, -193.5932, -199.9408, -206.9599, -197.652, -192.0978, -188.1, -196.8585, -191.0907, -229.8786, -200.7038, -200.3681, -200.7953, -197.9267, -196.2787, -212.1478, -186.8793, 
6E-05, -433.5223, -193.7763, -173.2684, -219.1669, -203.2977, -198.7201, -192.9218, -205.4645, -188.4052, -200.7648, -189.0766, -184.3768, -210.4083, -189.87, -190.9076, -208.0585, -204.1217, -220.5707, -198.4454, -200.7648, -209.3097, -201.2225, -200.3986, -199.9408, -202.077, -204.549, -214.7418, -192.6471, -222.6459, -200.7648, -208.7299, -201.07, -210.4999, -199.483, -195.119, -192.8913, 
8E-05, -434.4989, -201.4667, -176.6559, -223.3173, -227.2235, -202.4433, -191.2128, -191.8231, -190.6635, -196.9501, -191.1823, -207.6923, -201.4972, -188.2526, -180.8368, -211.0492, -209.4013, -220.8759, -197.8351, -199.1168, -198.4149, -199.9408, -190.9076, -192.3725, -201.0089, -192.0978, -208.4857, -204.8541, -222.1271, -201.131, -212.9108, -197.1027, -209.5233, -206.8683, -187.3065, -206.38, 
0.0001, -430.257, -211.2934, -181.142, -213.338, -229.9091, -200.8563, -189.8395, -202.6874, -196.1871, -195.2716, -200.8563, -191.0602, -201.192, -194.997, -196.2177, -203.4198, -213.3685, -215.1691, -204.4269, -193.8068, -193.8983, -191.4569, -200.1544, -191.579, -192.403, -182.3017, -189.1376, -205.495, -225.1178, -203.9691, -214.223, -198.8422, -212.5751, -185.9332, -194.173, -201.2531, 
0.00012, -430.8368, -202.9621, -178.3344, -213.6737, -221.6998, -203.9996, -187.6422, -204.6405, -209.2487, -191.2128, -202.016, -197.8046, -220.5707, -206.6242, -186.9708, -203.9996, -205.0678, -219.3195, -217.9767, -181.7829, -196.4313, -192.1588, -217.0612, -198.4149, -187.1234, -181.203, -189.1071, -193.4406, -225.8808, -196.9196, -206.2885, -198.8727, -201.6803, -174.4281, -201.3446, -193.3795, 
0.00014, -434.4073, -182.5153, -189.0766, -210.8966, -225.7282, -189.9921, -199.0863, -202.5043, -208.974, -189.4122, -198.1708, -200.5512, -211.9647, -201.3751, -183.7665, -197.1027, -204.0607, -213.1244, -200.8258, -177.724, -205.0372, -197.713, -202.4127, -198.1708, -190.694, -196.6449, -194.3866, -196.9806, -213.5822, -197.8046, -197.1027, -200.7953, -191.9757, -180.9284, -196.3092, -190.5719, 
