Sweep Start (s), 97.5447, 97.70854, 97.87238, 98.03622, 98.20006, 98.3639, 98.52774, 98.69158, 98.85542, 
Time (s), Sweep #1, Sweep #2, Sweep #3, Sweep #4, Sweep #5, Sweep #6, Sweep #7, Sweep #8, Sweep #9, 
0, -440.9991, -232.1369, -230.1837, -198.4149, -132.7411, -225.5451, -219.8383, -209.5844, -230.4279, 
2E-05, -441.4569, -221.3031, -226.4606, -200.5817, -139.7296, -235.036, -224.2328, -199.6051, -224.6295, 
4E-05, -430.8978, -229.9091, -224.66, -213.2465, -165.517, -233.6322, -226.0944, -196.9501, -215.4743, 
6E-05, -439.1071, -227.5287, -227.2846, -201.3446, -168.2025, -235.0055, -235.5548, -208.6688, -222.8595, 
8E-05, -445.6378, -229.0546, -220.7538, -200.9174, -147.8168, -233.7238, -239.9494, -213.3685, -231.3739, 
0.0001, -452.6569, -225.362, -226.4911, -203.9996, -152.1503, -213.277, -226.6437, -203.7555, -217.7326, 
0.00012, -442.0978, -221.8829, -218.4345, -214.3451, -163.8385, -227.3456, -226.5827, -197.591, -231.2824, 
0.00014, -438.9545, -239.7357, -227.8339, -209.2182, -171.1933, -241.5973, -223.6835, -205.8612, -236.2262, 
0.00016, -434.743, -228.6884, -232.0758, -211.1102, -195.5768, -234.6698, -224.1413, -202.1381, -222.7374, 
0.00018, -447.774, -215.2912, -236.806, -213.4906, -206.319, -234.3036, -229.0241, -189.4122, -227.5897, 
0.0002, -445.4852, -228.2001, -243.2147, -206.0443, -190.2057, -218.8922, -229.787, -205.7086, -228.078, 
0.00022, -436.8182, -208.0585, -234.2121, -194.3866, -179.8297, -229.1767, -244.1303, -204.549, -224.2633, 
0.00024, -439.1681, -228.9935, -233.7238, -189.1681, -175.0995, -237.5079, -229.2682, -197.1027, -221.4252, 
0.00026, -458.028, -241.2311, -235.5548, -200.6732, -181.4777, -225.362, -213.0634, -201.4057, -231.0382, 
0.00028, -443.5931, -239.4, -236.5619, -200.8563, -170.9491, -222.9205, -215.5658, -204.0607, -243.5504, 
0.0003, -432.7899, -217.641, -219.3805, -203.0231, -181.6913, -219.8688, -220.7233, -193.9288, -228.9325, 
0.00032, -437.0013, -212.3004, -219.35, -196.4923, -181.7829, -204.1217, -222.5238, -198.6896, -228.4747, 
0.00034, -438.1305, -222.5238, -219.5941, -201.0394, -181.142, -237.3248, -219.8383, -205.8917, -238.2709, 
0.00036, -454.5184, -219.4721, -230.6415, -213.4601, -175.6793, -245.7477, -231.0993, -210.3778, -239.3695, 
