Sweep Start (s), 178.6606, 178.8245, 178.9883, 179.1521, 179.316, 179.4798, 
Time (s), Sweep #1, Sweep #2, Sweep #3, Sweep #4, Sweep #5, Sweep #6, 
0, -441.9452, -227.6508, -246.8463, -247.3651, -237.3554, -228.4137, 
2E-05, -440.7855, -238.4235, -238.6981, -225.1178, -230.0006, -228.5968, 
4E-05, -436.6962, -230.7941, -221.059, -226.7963, -216.7865, -222.6459, 
6E-05, -441.1517, -218.465, -243.1537, -242.9096, -217.7631, -231.1603, 
8E-05, -444.0204, -228.0475, -241.3532, -221.0285, -230.2448, -219.3195, 
0.0001, -442.9523, -225.6976, -235.4633, -233.3881, -231.6791, -218.3429, 
0.00012, -455.4034, -214.7724, -230.4584, -230.9772, -220.5707, -216.2372, 
0.00014, -441.9757, -223.5309, -220.4181, -218.7091, -216.9391, -224.6295, 
0.00016, -443.2269, -239.7052, -237.5079, -228.3832, -230.611, -227.132, 
0.00018, -454.9762, -224.3549, -239.278, -221.944, -225.3925, -235.0971, 
0.0002, -449.7577, -219.1059, -221.7914, -214.4977, -230.1227, -224.3549, 
0.00022, -433.5223, -234.5783, -232.3505, -233.7543, -224.1107, -239.1559, 
0.00024, -434.8041, -240.7123, -225.2704, -242.2077, -222.7985, -229.1156, 
0.00026, -445.1495, -248.5553, -232.1674, -235.4633, -229.7565, -223.4699, 
0.00028, -433.1561, -233.6627, -226.1554, -227.8949, -225.2094, -221.3642, 
0.0003, -429.5551, -216.3898, -226.6437, -228.841, -223.8666, -230.0617, 
0.00032, -434.2548, -236.0736, -220.5402, -219.7772, -224.5075, -225.8502, 
0.00034, -436.7877, -228.017, -230.3668, -223.0426, -224.3244, -227.7118, 
0.00036, -438.8629, -226.1554, -224.1413, -220.1129, -224.3549, -222.5238, 
0.00038, -448.9337, -235.1581, -221.9135, -233.5712, -227.2846, -224.5685, 
0.0004, -436.1163, -232.7472, -219.1059, -224.8432, -222.768, -219.8078, 
0.00042, -434.9872, -231.3739, -238.0573, -225.4535, -218.526, -222.89, 
0.00044, -443.5016, -227.0099, -228.963, -231.6181, -223.5919, -225.1178, 
0.00046, -442.5861, -220.5402, -226.7047, -221.7609, -235.0055, -219.35, 
0.00048, -439.809, -229.5123, -208.4247, -220.9674, -234.6393, -229.1767, 
0.0005, -449.483, -227.2235, -219.0753, -239.2169, -223.3173, -232.4725, 
0.00052, -446.6449, -236.5009, -228.7189, -242.3297, -223.2257, -230.7636, 
0.00054, -425.1605, -227.2235, -231.5265, -233.8764, -221.8524, -222.1576, 
0.00056, -441.4874, -219.9298, -229.3598, -233.5712, -228.1085, -222.7374, 
0.00058, -446.767, -225.7587, -229.4513, -233.0524, -239.0033, -227.7423, 
0.0006, -435.7501, -232.1369, -222.6764, -221.2116, -231.2518, -228.3527, 
0.00062, -445.2716, -231.6181, -216.8475, -241.8414, -217.8546, -223.775, 
0.00064, -435.1703, -226.2775, -230.2753, -230.8856, -231.6791, -225.0568, 
0.00066, -439.5343, -233.4491, -222.4933, -208.5163, -236.6229, -222.4323, 
0.00068, -447.9572, -222.9205, -228.2916, -220.1129, -238.8812, -218.6786, 
0.0007, -448.5675, -225.6671, -223.9276, -236.1957, -240.8344, -226.5521, 
0.00072, -453.847, -217.3969, -219.289, -221.6388, -227.4371, -223.6225, 
0.00074, -441.8842, -210.744, -223.2257, -225.423, -232.4725, -225.8197, 
0.00076, -437.9169, -227.9559, -227.8339, -230.8856, -225.0263, -221.181, 
0.00078, -448.2013, -230.7636, -233.5712, -232.381, -209.4013, -224.5685, 
0.0008, -445.6073, -235.7379, -235.0055, -227.0404, -218.6481, -222.5543, 
0.00082, -441.7316, -239.4, -231.0687, -225.6366, -230.4889, -216.4508, 
0.00084, -441.9147, -220.9674, -227.0404, -215.1996, -228.902, -214.986, 
0.00086, -444.4171, -232.2589, -230.3058, -221.12, -218.2208, -227.9865, 
0.00088, -442.6166, -222.4323, -231.3129, -231.1908, -231.3434, -224.3549, 
0.0009, -437.7338, -218.3124, -225.8808, -223.3173, -230.7941, -238.5455, 
0.00092, -451.192, -235.7379, -229.2072, -204.8847, -232.4115, -222.5543, 
0.00094, -460.0116, -239.6747, -229.1461, -207.9975, -223.775, -219.8078, 
0.00096, -448.2013, -237.9962, -233.5712, -216.7255, -232.1369, -242.9401, 
0.00098, -436.4215, -222.5849, -236.7755, -209.3402, -234.4562, -240.1019, 
0.001, -440.1752, -228.3527, -236.8366, -228.5663, -226.7352, -250.0507, 
0.00102, -445.9125, -236.3178, -219.8078, -228.2306, -225.9113, -247.2736, 
0.00104, -448.6591, -236.2262, -218.0988, -216.695, -219.7772, -231.9538, 
0.00106, -442.5861, -228.2306, -232.6557, -217.1832, -242.1771, -223.2562, 
0.00108, -436.0553, -229.2987, -234.4867, -213.3685, -232.1979, -225.6671, 
0.0011, -445.6683, -219.2584, -225.5145, -203.9996, -230.5499, -230.0922, 
0.00112, -447.4078, -226.7352, -231.0077, -211.2018, -224.9957, -224.6295, 
0.00114, -438.7408, -229.0546, -228.3222, -205.3119, -228.963, -236.6229, 
0.00116, -434.9261, -219.7162, -237.8131, -213.216, -233.2965, -233.6017, 
0.00118, -437.6422, -236.8976, -244.7406, -220.8759, -221.944, -219.2584, 
0.0012, -449.7272, -223.0731, -239.0949, -198.7201, -226.9489, -226.3385, 
0.00122, -448.598, -225.484, -235.5548, -193.41, -222.3407, -229.1767, 
0.00124, -440.9076, -223.8361, -221.2421, -211.0797, -229.0241, -234.3952, 
0.00126, -432.1796, -226.1859, -223.4699, -211.1408, -235.5853, -228.2306, 
0.00128, -440.2972, -229.3292, -232.5946, -202.6264, -237.4774, -229.0546, 
0.0013, -447.6215, -229.8786, -230.733, -200.7648, -227.9865, -227.0099, 
0.00132, -448.9337, -217.4579, -230.0922, -193.3185, -230.5499, -223.8971, 
0.00134, -451.8634, -221.4862, -215.1386, -207.204, -238.5761, -237.569, 
0.00136, -448.2013, -222.89, -227.193, -218.8007, -228.5053, -232.1063, 
0.00138, -436.1469, -240.2545, -226.5827, -196.4313, -227.254, -226.9794, 
0.0014, -444.6307, -237.2943, -231.8927, -194.8749, -235.7074, -224.8126, 
0.00142, -443.4711, -234.7614, -223.0731, -212.2089, -228.5663, -231.3434, 
0.00144, -452.077, -234.8224, -230.1227, -213.7042, -226.4301, -243.4589, 
0.00146, -439.5343, -225.1483, -229.2072, -229.4208, -239.1559, -224.3549, 
0.00148, -435.7501, -240.5902, -228.6884, -218.3734, -219.6552, -231.0077, 
0.0015, -447.2247, -235.8295, -227.9559, -225.7587, -226.3996, -234.6088, 
0.00152, -442.0673, -222.829, -224.3244, -221.9135, -226.3996, -217.1832, 
0.00154, -447.8351, -218.6786, -231.7096, -212.7277, -220.6012, -224.0802, 
0.00156, -444.4476, -234.2731, -235.921, -230.3058, -230.7636, -242.2992, 
0.00158, -434.8346, -219.6857, -227.5287, -229.7565, -227.254, -237.1112, 
0.0016, -439.3817, -233.0524, -232.5336, -212.7887, -219.9909, -233.6017, 
0.00162, -430.8368, -240.5292, -235.1886, -220.6622, -214.0399, -227.8339, 
0.00164, -435.7196, -228.9325, -242.0551, -228.2611, -233.2965, -234.7003, 
0.00166, -437.215, -234.4257, -227.3456, -230.0617, -234.914, -226.247, 
