Sweep Start (s), 21.652, 21.81584, 21.97968, 22.14352, 22.30736, 22.4712, 22.63504, 22.79888, 22.96272, 23.12656, 23.2904, 23.45424, 23.61808, 23.78192, 23.94576, 24.1096, 24.27344, 24.43728, 24.60112, 24.76496, 24.9288, 25.09264, 25.25648, 25.42032, 25.58416, 25.748, 25.91184, 26.07568, 26.23952, 
Time (s), Sweep #1, Sweep #2, Sweep #3, Sweep #4, Sweep #5, Sweep #6, Sweep #7, Sweep #8, Sweep #9, Sweep #10, Sweep #11, Sweep #12, Sweep #13, Sweep #14, Sweep #15, Sweep #16, Sweep #17, Sweep #18, Sweep #19, Sweep #20, Sweep #21, Sweep #22, Sweep #23, Sweep #24, Sweep #25, Sweep #26, Sweep #27, Sweep #28, Sweep #29, 
0, -422.5665, -212.2089, -200.0629, -186.6657, -208.3026, -206.0748, -194.6613, -196.8585, -203.9081, -197.4079, -198.1098, -220.296, -205.6171, -199.2084, -204.7626, -205.2509, -208.4247, -190.3888, -184.9567, -194.997, -209.8895, -201.6193, -185.567, -208.974, -195.6073, -202.2907, -199.8493, -205.3424, -187.0319, 
2E-05, -428.548, -200.8869, -200.8258, -204.2133, -219.3805, -196.0956, -200.8563, -205.8917, -207.5397, -206.4411, -209.7675, -206.2885, -204.2133, -197.4994, -199.2999, -216.8475, -211.4154, -186.9098, -191.8842, -196.9196, -203.2672, -219.0448, -170.8576, -197.2553, -193.0744, -211.7816, -197.4994, -193.8373, -193.8983, 
4E-05, -442.5555, -204.4269, -196.1871, -203.4198, -206.7462, -196.3092, -200.3681, -213.3685, -219.1059, -209.9506, -217.8546, -194.112, -205.6171, -200.5206, -204.7321, -215.2301, -208.7604, -198.7201, -199.0558, -202.2296, -200.6732, -208.089, -165.4254, -200.9784, -203.7555, -201.8024, -194.8444, -204.3048, -212.0563, 
6E-05, -425.3131, -198.9032, -187.2455, -199.1474, -218.6481, -210.8051, -194.5392, -197.4994, -213.0329, -202.5348, -212.0258, -208.4247, -189.87, -201.131, -215.6574, -206.8378, -208.5773, -200.5206, -206.5326, -204.7931, -193.1659, -211.9342, -180.318, -202.2907, -198.0182, -194.3561, -196.2787, -210.1032, -216.695, 
8E-05, -418.172, -199.361, -190.8466, -196.767, -216.3593, -205.0983, -207.1735, -206.0138, -219.6857, -205.6476, -216.6034, -193.4406, -197.5604, -201.4667, -223.2868, -207.3261, -194.9054, -206.6242, -204.4269, -195.1496, -194.4476, -218.8007, -196.4923, -208.6688, -195.8209, -206.4716, -199.483, -204.0302, -208.8519, 
0.0001, -426.6559, -204.3353, -213.8568, -196.4313, -213.1244, -201.1615, -197.8046, -221.3336, -224.8737, -195.3021, -216.817, -191.5485, -200.0018, -204.3659, -205.8002, -194.0509, -194.8749, -196.8585, -199.7272, -204.3659, -198.4149, -205.7086, -194.7833, -206.2274, -196.004, -207.265, -190.9992, -205.7392, -196.6144, 
0.00012, -422.2614, -196.6144, -218.526, -204.0302, -228.9935, -207.6312, -196.0651, -218.8007, -224.7516, -202.6569, -202.7789, -195.7599, -214.5892, -203.5419, -204.1522, -201.4667, -207.0819, -193.1049, -203.2062, -203.725, -202.5653, -217.7936, -177.5104, -206.1054, -195.5463, -186.7572, -190.4804, -209.4318, -195.0885, 
0.00014, -425.3741, -206.1969, -202.3212, -197.5299, -220.5097, -200.5206, -189.3207, -192.3114, -221.9745, -208.0585, -209.737, -206.0138, -208.4552, -207.3871, -205.556, -193.6237, -190.9381, -208.1806, -200.6122, -218.9838, -207.4176, -209.5233, -189.1071, -201.5582, -203.5114, -194.9664, -210.9271, -204.4879, -205.8002, 
0.00016, -440.6024, -204.9762, -201.8939, -205.5866, -219.9603, -204.0302, -195.1496, -200.1544, -222.2492, -195.6989, -216.4508, -198.1403, -197.8656, -201.2836, -203.9996, -186.5741, -204.3964, -192.1893, -208.2416, -207.9364, -197.5299, -213.0023, -185.8112, -200.3986, -207.8754, -200.1544, -210.3778, -197.9572, -198.0792, 
