Sweep Start (s), 119.0168, 119.1807, 119.3445, 119.5084, 119.6722, 119.836, 119.9999, 120.1637, 120.3276, 120.4914, 120.6552, 120.8191, 120.9829, 121.1468, 121.3106, 121.4744, 121.6383, 121.8021, 121.966, 122.1298, 122.2936, 122.4575, 122.6213, 122.7852, 122.949, 123.1128, 123.2767, 123.4405, 123.6044, 123.7682, 
Time (s), Sweep #1, Sweep #2, Sweep #3, Sweep #4, Sweep #5, Sweep #6, Sweep #7, Sweep #8, Sweep #9, Sweep #10, Sweep #11, Sweep #12, Sweep #13, Sweep #14, Sweep #15, Sweep #16, Sweep #17, Sweep #18, Sweep #19, Sweep #20, Sweep #21, Sweep #22, Sweep #23, Sweep #24, Sweep #25, Sweep #26, Sweep #27, Sweep #28, Sweep #29, Sweep #30, 
0.00016, -275.7159, -197.7435, -196.3703, -186.1469, -189.8395, -205.0983, -198.1708, -206.8683, -208.089, -196.4923, -209.035, -219.4721, -193.5321, -189.4122, -220.6622, -194.5087, -195.7904, -194.3256, -203.3893, -187.3981, -202.1991, -226.9489, -203.9386, -177.0831, -222.6764, -193.6847, -215.932, -200.7038, -178.7006, -213.7653, 
0.00018, -211.4154, -203.7555, -185.9638, -200.7648, -208.0585, -192.2199, -199.3915, -191.8537, -197.7435, -195.3327, -209.859, -211.1713, -184.2548, -205.2814, -233.0524, -179.494, -197.9267, -201.9855, -193.1659, -193.349, -197.5299, -224.66, -203.1452, -170.827, -216.0541, -189.5343, -202.5348, -199.8493, -209.2182, -217.0001, 
0.0002, -205.3119, -211.4459, -199.1474, -202.9926, -206.0748, -196.7365, -200.0324, -202.901, -192.0062, -192.1588, -201.192, -227.7118, -198.9032, -208.1195, -222.9511, -188.8324, -199.7577, -193.9594, -191.3043, -196.1871, -193.4711, -225.0568, -195.2411, -190.1752, -218.465, -199.2389, -186.9098, -197.6825, -202.7789, -200.9174, 
0.00022, -202.4433, -195.882, -192.6471, -208.028, -202.9926, -192.9828, -187.1234, -199.1779, -196.7975, -169.8505, -191.5485, -222.4933, -208.0585, -198.6591, -215.047, -203.4503, -193.0438, -194.3561, -188.9545, -209.798, -189.0155, -226.2164, -198.0792, -182.8204, -235.0665, -212.4225, -174.5197, -195.3937, -182.5153, -209.7675, 
0.00024, -202.1991, -203.9081, -202.1381, -209.737, -192.7081, -190.4498, -183.858, -195.5768, -198.2013, -171.2848, -187.1539, -222.1881, -217.1527, -185.506, -211.0797, -197.7741, -201.3446, -198.4454, -203.7555, -199.7882, -193.0133, -217.8546, -189.8395, -180.4401, -223.6835, -205.0678, -181.4472, -194.2645, -200.8258, -196.828, 
0.00026, -191.4874, -189.9921, -202.0465, -199.4525, -191.8537, -207.7838, -198.537, -190.9992, -203.664, -202.901, -194.5697, -219.35, -203.0841, -194.6918, -212.2089, -197.9267, -199.422, -204.7321, -198.6286, -196.4923, -206.5326, -224.0497, -201.7413, -176.778, -231.7401, -205.9223, -203.0231, -197.9267, -205.556, -203.8165, 
0.00028, -184.5905, -199.6356, -199.5441, -201.4972, -195.882, -197.0416, -195.8515, -187.4896, -198.3539, -189.7174, -197.7741, -218.6481, -193.0744, -212.6972, -210.3168, -197.8656, -216.2677, -188.5272, -197.1027, -201.8024, -212.6361, -225.5756, -196.0651, -174.1229, -224.3549, -190.6635, -208.2721, -201.4362, -196.6449, -200.2155, 
0.0003, -192.0368, -195.119, -202.1381, -198.8117, -211.507, -199.8493, -198.4454, -191.518, -208.028, -176.9, -215.7489, -217.0917, -190.8466, -202.6874, -194.6918, -190.5414, -211.7511, -188.6188, -207.8143, -194.9054, -197.3468, -220.7233, -193.7763, -189.6259, -232.1369, -199.8798, -200.8563, -199.9408, -197.3468, -194.112, 
0.00032, -205.3424, -194.4476, -191.1517, -200.7343, -221.0895, -207.8449, -197.8656, -183.7055, -191.3959, -197.7741, -206.9293, -215.4437, -192.4335, -197.8961, -189.8395, -212.392, -201.2836, -192.6776, -206.5021, -176.4118, -181.3861, -227.9254, -189.809, -185.2313, -216.0236, -214.4977, -207.0819, -194.3561, -199.2694, -197.0722, 
0.00034, -206.1054, -197.3468, -193.288, -210.8051, -220.5707, -207.0209, -195.8209, -178.7311, -183.1256, -197.591, -189.9921, -211.9342, -190.7245, -198.1098, -194.234, -207.9059, -194.1425, -194.7528, -202.3822, -177.6019, -192.5861, -227.3761, -214.162, -181.5692, -219.6552, -207.6312, -195.3327, -201.5277, -191.0297, -207.2345, 
0.00036, -205.8917, -194.3256, -190.4193, -203.1757, -221.2421, -202.4433, -202.3212, -187.2455, -185.4755, -204.8847, -185.5975, -216.0541, -188.6188, -195.5158, -196.9806, -197.0111, -188.1305, -205.3424, -198.6286, -195.943, -195.5463, -223.0731, -209.6149, -185.8722, -224.1107, -206.319, -191.1212, -204.5184, -198.1098, -193.5932, 
0.00038, -186.6046, -196.1261, -183.8886, -196.4313, -217.8241, -204.7016, -199.7882, -177.4188, -192.403, -218.4955, -196.4313, -225.5451, -192.403, -188.4357, -207.2955, -197.5299, -209.035, -201.9855, -199.483, -203.6029, -193.2575, -218.8922, -192.403, -169.9115, -228.2916, -193.3185, -187.7338, -200.0934, -206.9904, -194.5392, 
0.0004, -192.5861, -209.9201, -196.6144, -200.2765, -213.216, -207.8754, -187.3371, -190.5719, -201.1005, -197.6825, -199.6662, -235.4022, -189.0155, -192.2199, -203.0231, -213.7653, -189.8395, -199.7577, -204.7321, -202.0465, -202.6569, -217.3358, -190.2667, -155.6598, -222.4323, -187.9779, -194.6002, -203.3588, -197.7741, -209.1571, 
0.00042, -205.1593, -197.1027, -205.1593, -200.185, -224.0192, -199.6051, -193.9594, -200.8869, -192.4335, -202.9621, -195.3937, -232.3505, -189.6564, -208.1195, -184.1327, -208.6994, -176.6864, -199.4525, -198.4149, -204.3353, -209.4928, -232.2589, -198.6896, -160.1154, -223.5919, -208.7909, -213.7348, -199.2084, -194.173, -195.3632, 
0.00044, -202.1686, -183.1256, -194.9664, -196.004, -214.3146, -200.1544, -198.5675, -192.6776, -196.8585, -209.4928, -189.1376, -228.3832, -178.4564, -220.7233, -196.2787, -194.112, -189.7785, -204.0607, -192.2809, -210.8356, -197.9267, -221.3947, -190.4498, -172.3224, -223.6225, -213.7958, -198.0487, -193.9594, -186.452, -194.5697, 
0.00046, -211.0492, -194.112, -191.1517, -189.87, -219.35, -195.943, -189.5038, -197.4079, -207.0514, -197.1637, -190.8466, -227.6508, -172.1698, -193.8678, -209.4928, -184.3158, -202.2907, -192.6776, -191.4264, -195.943, -202.901, -217.3358, -200.8258, -169.6063, -213.7348, -206.5631, -188.6798, -205.4035, -210.3778, -203.2367, 
0.00048, -203.4809, -203.3893, -197.1637, -191.3959, -215.4743, -195.943, -185.4144, -202.9926, -194.173, -183.6139, -203.6334, -227.1015, -185.6586, -191.1212, -218.0683, -185.2619, -205.8917, -188.4052, -212.3004, -195.882, -203.2367, -230.7025, -197.4689, -161.0614, -233.2965, -196.7059, -200.0934, -196.1566, -207.1124, -196.6754, 
0.0005, -193.7152, -201.07, -203.3588, -181.8744, -188.4967, -199.3915, -200.0018, -205.0372, -192.2199, -192.6471, -203.9081, -219.5026, -194.5087, -199.8798, -198.9032, -209.1876, -206.1664, -181.8134, -202.9315, -206.4411, -192.3725, -219.1364, -204.1828, -158.0402, -214.986, -194.5087, -183.4613, -203.9691, -199.7272, -200.7343, 
0.00052, -199.7272, -189.1376, -177.5104, -184.0106, -209.1876, -197.4689, -208.5468, -203.2062, -196.5534, -192.5861, -201.2225, -218.3429, -188.4052, -189.5954, -206.8683, -214.5587, -195.0885, -189.5648, -191.4874, -208.028, -204.7016, -224.3854, -205.3119, -182.6679, -216.4508, -191.3654, -203.0536, -200.6427, -190.9992, -199.0558, 
0.00054, -187.7948, -186.2689, -186.5131, -189.4733, -207.1735, -191.518, -205.8917, -189.9616, -202.1076, -196.4008, -198.598, -232.8998, -193.41, -187.7033, -206.9599, -196.5228, -184.8651, -200.7953, -187.215, -200.6427, -198.9337, -222.3102, -204.61, -162.5873, -230.0922, -201.0394, -203.2367, -190.694, -199.5441, -209.3402, 
0.00056, -197.8351, -200.6732, -211.0492, -205.8917, -198.1403, -184.9872, -200.5512, -178.5785, -184.0717, -191.9147, -201.6803, -237.4164, -201.3751, -192.1588, -221.6693, -186.6962, -199.1168, -205.4645, -196.0956, -200.8563, -199.5136, -224.2328, -197.6215, -163.3502, -228.8715, -194.997, -206.0748, -195.119, -196.9806, -207.265, 
0.00058, -197.9267, -194.5087, -205.2204, -201.2836, -193.6542, -192.2809, -191.8842, -208.3026, -195.1496, -196.828, -199.0253, -222.9816, -185.0177, -181.5082, -212.9718, -191.1517, -201.4972, -202.4127, -199.6662, -195.4852, -197.8961, -226.5216, -191.2128, -170.4913, -213.6737, -193.1659, -199.3305, -198.2623, -200.307, -195.5158, 
0.0006, -189.4428, -185.0177, -204.2743, -197.8046, -187.4896, -198.3539, -190.6635, -208.5468, -197.4384, -199.5136, -197.652, -231.4655, -211.2018, -189.046, -196.828, -180.6537, -189.9921, -196.9806, -192.3114, -193.3795, -204.0607, -223.1952, -193.6847, -166.2189, -220.8759, -198.7811, -203.6334, -206.5631, -207.0209, -196.2787, 
0.00062, -195.3327, -178.0597, -186.5131, -191.4569, -191.4569, -199.3915, -200.8563, -191.9757, -192.8913, -200.7648, -180.7147, -233.1134, -199.9408, -200.0324, -208.4247, -200.7038, -190.6635, -201.8939, -190.8771, -211.7206, -198.2013, -224.538, -204.2743, -162.3432, -222.6154, -201.7719, -189.4428, -209.1266, -205.0983, -201.4972, 
0.00064, -181.5387, -200.8563, -195.2716, -202.7484, -187.3065, -193.1964, -215.0775, -199.7272, -209.2792, -211.5375, -193.1964, -220.8759, -185.9638, -180.3485, -204.0607, -201.8939, -195.8515, -191.7926, -218.4345, -198.9642, -186.9098, -229.0241, -182.2101, -164.1437, -217.8546, -184.7431, -185.3839, -210.8356, -202.4433, -200.3681, 
0.00066, -186.452, -186.5436, -210.4083, -211.0492, -192.9523, -198.0182, -204.9457, -204.6405, -205.2509, -199.361, -197.652, -223.8666, -186.8793, -176.4728, -189.5343, -201.6193, -198.7811, -194.5697, -205.4645, -204.7931, -192.9828, -215.2606, -182.6068, -184.0106, -204.7931, -195.9735, -197.5299, -204.9457, -201.3446, -200.9479, 
0.00068, -205.5255, -176.1371, -198.8117, -205.3424, -200.4596, -205.1593, -206.8988, -192.7692, -182.5763, -197.4689, -208.15, -229.8786, -213.4906, -185.6586, -194.7528, -204.61, -190.2057, -208.5773, -206.1969, -215.6574, -200.1239, -224.5685, -195.6684, -168.5993, -221.3642, -203.9996, -208.1806, -190.0836, -204.7016, -206.0138, 
0.0007, -202.2601, -182.4542, -198.8422, -203.6029, -204.2743, -210.3778, -218.465, -193.5932, -200.4291, -199.6967, -200.0629, -210.9577, -205.0983, -185.2924, -208.1195, -203.9386, -192.6166, -207.6007, -196.7365, -210.622, -185.9638, -233.0524, -187.9779, -153.432, -230.1837, -190.1447, -208.913, -208.3331, -210.4083, -206.38, 
0.00072, -183.6444, -196.4008, -202.9926, -195.5768, -206.6242, -195.8515, -203.3893, -196.4618, -194.234, -208.5163, -201.9245, -215.9015, -196.4008, -172.9633, -205.2509, -195.2411, -197.6215, -202.5653, -197.2553, -205.8307, -197.3773, -217.8851, -192.525, -161.8244, -215.81, -196.1871, -209.1876, -209.9506, -197.2553, -195.5158, 
0.00074, -180.379, -179.6466, -200.0629, -195.6073, -194.8139, -201.0089, -187.1234, -203.0536, -196.1871, -202.6569, -198.5675, -228.7799, -199.6356, -175.954, -189.2902, -201.5888, -200.7038, -205.9528, -190.7855, -191.0907, -191.7621, -217.7631, -178.4259, -159.0167, -208.4857, -197.4689, -205.2814, -202.9315, -205.0678, -199.9408, 
0.00076, -191.7011, -197.8656, -201.1005, -206.8683, -188.8019, -193.288, -194.234, -202.6569, -203.8165, -202.8705, -184.4684, -226.5216, -186.2689, -189.5954, -187.6727, -212.9413, -200.2765, -190.0226, -198.2623, -201.4362, -204.4269, -205.556, -196.2177, -159.3829, -219.5026, -195.2411, -192.5556, -190.5719, -194.8444, -202.9926, 
0.00078, -202.5653, -197.2858, -195.8515, -195.3937, -195.5463, -181.8134, -192.3725, -208.974, -213.338, -201.7719, -190.4804, -236.3483, -194.8749, -186.8793, -197.2858, -212.0868, -203.8471, -199.2389, -205.9833, -198.2929, -205.3119, -220.174, -199.0253, -166.2494, -225.8808, -218.4039, -191.7621, -204.6405, -190.1752, -197.6825, 
0.0008, -201.0089, -203.0536, -203.0536, -195.6684, -181.0504, -188.039, -196.0956, -196.8585, -202.901, -192.2809, -187.1845, -214.5892, -196.1871, -189.1376, -186.3605, -196.0956, -195.3937, -208.5773, -200.7648, -202.016, -207.0209, -237.9962, -200.3681, -160.9699, -219.1974, -224.9347, -212.8192, -196.6144, -212.0563, -200.6427, 
0.00082, -198.4454, -200.9479, -211.9342, -191.518, -196.2482, -200.307, -190.7855, -200.0018, -188.5883, -190.8161, -187.4591, -222.3102, -193.5321, -182.2406, -197.9877, -191.2433, -194.6308, -197.9572, -203.5419, -195.2716, -193.0133, -233.7238, -187.1234, -169.9725, -215.0775, -217.58, -207.3261, -185.7501, -214.3451, -202.1381, 
0.00084, -195.9735, -203.5724, -195.3937, -185.0177, -208.7909, -198.9642, -187.9779, -205.1288, -182.4542, -198.8422, -196.7059, -232.8998, -212.4225, -171.2543, -208.8519, -192.6471, -188.4662, -195.2716, -202.4433, -188.3746, -192.7997, -220.2045, -205.495, -178.6395, -221.7609, -223.4088, -187.5507, -201.6193, -198.476, -201.6193, 
0.00086, -195.8515, -195.3021, -191.3959, -201.3751, -202.8095, -193.1964, -211.9342, -200.0934, -191.518, -209.1571, -200.1239, -224.2938, -203.2367, -186.2079, -206.4105, -202.6874, -197.9572, -196.2787, -192.7997, -201.9245, -198.598, -224.1107, -216.0236, -178.6395, -231.1603, -230.2142, -197.1637, -209.6454, -196.767, -184.2548, 
0.00088, -191.2738, -197.0416, -203.0536, -189.1071, -188.1, -181.8744, -202.6569, -198.0487, -203.5419, -205.4035, -194.6918, -220.9979, -193.0744, -186.452, -198.3234, -191.9147, -201.1005, -202.7484, -187.5202, -206.319, -195.2411, -238.3014, -193.8983, -173.36, -218.8922, -216.2677, -205.4645, -195.6684, -191.9452, -199.483, 
0.0009, -186.7877, -192.6471, -203.9386, -204.3964, -173.7872, -191.8842, -200.185, -207.265, -201.131, -189.5038, -189.6564, -231.3739, -203.8471, -197.9267, -186.1469, -190.1142, -194.7528, -185.567, -192.2199, -195.9735, -194.6308, -219.4415, -180.8368, -175.6183, -207.2345, -218.2208, -203.3893, -202.5958, -202.016, -202.077, 
0.00092, -180.318, -193.4711, -208.1195, -219.0753, -186.9098, -197.2858, -192.6471, -207.6923, -192.3419, -177.8461, -191.9452, -228.7799, -206.7767, -204.0912, -189.046, -197.4384, -206.7462, -181.142, -195.1801, -200.6732, -193.8068, -224.4769, -205.434, -182.1491, -221.5473, -218.1293, -205.9528, -200.1544, -209.3097, -196.4008, 
0.00094, -195.2716, -185.8112, -208.4247, -189.6564, -199.9408, -204.5795, -203.3588, -191.1212, -187.7033, -181.7218, -194.4171, -223.1342, -187.1845, -203.6945, -199.2389, -187.3981, -202.6874, -195.3632, -194.0509, -214.101, -209.798, -224.66, -217.4274, -179.7992, -227.9254, -224.8737, -192.9828, -189.5954, -195.4242, -186.9708, 
0.00096, -201.9855, -198.5675, -194.6613, -194.5392, -195.0885, -198.3844, -193.3795, -199.7577, -204.3048, -194.8749, -198.7201, -212.9413, -197.1942, -194.9054, -184.4989, -186.2995, -191.5485, -195.6989, -186.2689, -187.4286, -206.6547, -225.9113, -200.3681, -160.0238, -228.1085, -222.7069, -181.0199, -196.3092, -193.3795, -195.3327, 
0.00098, -208.2416, -193.4711, -197.3773, -196.6754, -202.1076, -199.2389, -184.4989, -194.2951, -196.0346, -193.8068, -198.4149, -225.8808, -193.8373, -195.9735, -194.173, -204.2133, -201.3141, -193.7152, -193.8068, -192.2504, -207.0514, -205.2814, -188.924, -166.2799, -220.0519, -222.0966, -192.5861, -202.7484, -200.9784, -199.8493, 
0.001, -216.1762, -209.2487, -199.2999, -198.8117, -192.3114, -200.9479, -204.4574, -182.3017, -191.0907, -210.0421, -188.8629, -223.9887, -192.0978, -197.2553, -200.6732, -202.901, -204.3048, -203.5114, -183.1867, -190.9381, -207.7533, -200.1544, -196.2177, -162.6178, -229.0851, -222.1271, -196.4008, -188.4052, -205.8002, -200.9784, 
0.00102, -201.1005, -213.277, -187.7033, -201.2225, -185.9027, -184.56, -211.3239, -190.1447, -200.7343, -198.9337, -199.0253, -222.9205, -189.5038, -195.7904, -187.2455, -192.4945, -206.38, -213.6127, -197.5604, -200.9174, -196.6144, -219.7467, -193.7763, -166.2494, -233.7848, -222.9205, -194.4476, -190.1447, -201.8939, -200.4901, 
0.00104, -192.1893, -195.5768, -192.9828, -185.5975, -197.9877, -191.0602, -204.4574, -211.5375, -205.1593, -190.3278, -191.0907, -228.5053, -196.3092, -195.3937, -190.0531, -196.4923, -194.5697, -207.2345, -199.5746, -203.2062, -193.7152, -235.2802, -200.0934, -183.0341, -232.0758, -220.9064, -200.307, -195.2411, -199.6356, -185.1703, 
0.00106, -199.422, -181.6303, -207.8449, -192.0062, -202.84, -194.7833, -199.8187, -201.9855, -197.3163, -194.8139, -204.4574, -228.5663, -193.349, -207.8754, -188.1915, -201.5277, -196.9196, -198.6286, -192.5861, -206.0443, -211.5985, -214.1925, -199.8798, -192.9523, -215.4132, -225.0873, -219.35, -197.9877, -206.0443, -202.3212, 
0.00108, -199.7577, -193.5321, -203.6334, -205.2204, -198.1403, -197.591, -194.5087, -199.6967, -191.1517, -201.0089, -200.7343, -225.8502, -201.7413, -202.9621, -191.7316, -200.9174, -207.6312, -194.3256, -200.3986, -206.0138, -194.0204, -203.6945, -202.8095, -201.0089, -206.7462, -223.775, -213.4296, -207.1124, -200.7343, -207.143, 
0.0011, -195.943, -206.6242, -198.537, -204.4269, -184.7125, -194.8444, -191.6705, -187.0319, -188.6188, -194.234, -196.6449, -221.4557, -198.1098, -194.2035, -205.7392, -198.8422, -201.9855, -202.9621, -203.5724, -208.8214, -207.4176, -224.7821, -197.713, -179.7992, -216.3898, -216.7255, -194.6308, -205.3729, -205.9528, -197.7741, 
0.00112, -193.6237, -198.1403, -219.6246, -182.6679, -198.6896, -210.6525, -187.6422, -193.1049, -194.8444, -206.9293, -192.525, -205.8002, -203.6945, -192.7997, -212.5446, -186.5741, -184.9567, -192.0368, -194.3256, -207.6312, -206.0748, -208.5468, -187.3371, -190.2057, -219.8078, -206.6852, -198.4149, -188.7714, -205.6476, -193.8068, 
0.00114, -196.0956, -192.525, -214.6503, -189.046, -207.9364, -199.2389, -185.1703, -202.9315, -199.6967, -203.2977, -201.6193, -227.9865, -201.3141, -183.3392, -200.4901, -194.0204, -184.9262, -200.5206, -193.9288, -199.1474, -202.3822, -204.0912, -190.755, -197.7741, -228.5358, -215.3827, -207.5397, -188.0084, -196.0346, -219.9909, 
0.00116, -204.3659, -197.713, -210.9271, -190.3278, -203.8471, -196.8891, -191.0907, -202.6569, -209.7675, -185.0788, -208.9435, -233.2965, -202.901, -194.6308, -189.4428, -204.671, -185.9027, -188.985, -210.1032, -190.7245, -198.8117, -187.7338, -202.2296, -174.5807, -211.4765, -231.2824, -205.556, -207.7838, -189.2597, -210.9577, 
0.00118, -202.5958, -203.5724, -213.8568, -180.1349, -195.3327, -189.3512, -189.2291, -190.9076, -188.6798, -190.3583, -204.4574, -232.0148, -209.3707, -206.7462, -192.3725, -195.5158, -188.4662, -189.7174, -210.8356, -210.6525, -193.0438, -194.2035, -199.1474, -173.7262, -219.8688, -221.181, -186.0858, -194.0509, -203.2062, -181.7523, 
0.0012, -194.3256, -198.1403, -211.8732, -184.6515, -186.2995, -195.4547, -190.2973, -197.5299, -180.5011, -213.9789, -195.7599, -216.5424, -194.8749, -188.2221, -192.7692, -197.4079, -200.5512, -204.4574, -196.3092, -199.4525, -200.2155, -211.0797, -193.1354, -165.7611, -207.4481, -219.0753, -195.3632, -198.9948, -198.9948, -189.5343, 
0.00122, -196.1871, -202.6874, -216.4813, -196.004, -195.8209, -198.0182, -192.7692, -203.8471, -202.9621, -196.1566, -192.7997, -224.8432, -189.9921, -205.7697, -203.6029, -204.7016, -201.4057, -206.9904, -177.1137, -197.0722, -192.8913, -223.5919, -204.2133, -178.2733, -209.737, -218.1598, -209.0961, -190.1752, -202.4738, -191.2433, 
0.00124, -202.7484, -200.5512, -214.9249, -183.4613, -190.4804, -199.4525, -188.8629, -193.1354, -199.3915, -195.2106, -198.6896, -225.3925, -196.767, -209.7675, -203.9996, -187.9779, -200.3986, -198.598, -196.0956, -208.2416, -189.5648, -215.5963, -203.2062, -173.4516, -222.9816, -207.265, -207.1735, -200.6122, -202.077, -190.2057, 
0.00126, -200.7343, -194.4476, -218.0988, -189.8395, -192.6471, -191.2738, -195.9735, -203.6945, -190.6329, -200.8258, -194.6308, -219.7162, -198.8117, -198.4149, -201.9855, -186.8488, -212.6666, -187.4896, -205.495, -201.5888, -195.5768, -206.3495, -202.7179, -177.6325, -225.0568, -216.5729, -200.2765, -200.4596, -201.5277, -190.8771, 
0.00128, -199.0253, -189.3817, -202.4738, -181.5082, -189.931, -204.9152, -200.0324, -191.3959, -190.2667, -191.1517, -195.6989, -229.2987, -202.4127, -183.2782, -201.6498, -198.0487, -203.0231, -206.5936, -199.1474, -199.2694, -193.8678, -217.7631, -182.3627, -178.7921, -204.7321, -215.1386, -190.2667, -198.2623, -195.882, -205.556, 
0.0013, -201.1005, -199.1474, -199.9408, -178.2123, -202.6569, -189.0766, -189.7479, -203.2672, -186.5436, -195.4852, -197.5604, -221.8219, -207.7228, -188.1915, -200.3681, -200.5512, -196.1566, -201.7108, -183.5224, -191.8842, -200.7953, -204.4269, -188.985, -176.0761, -198.1403, -204.5184, -176.5643, -196.7365, -196.5228, -210.4083, 
0.00132, -193.2269, -181.4472, -186.9403, -193.7457, -195.3937, -188.8934, -185.506, -198.7201, -198.6286, -193.1354, -197.713, -218.2514, -193.2575, -204.7931, -188.4662, -189.4733, -199.2999, -197.6825, -198.7201, -181.5387, -196.1871, -211.629, -198.5065, -190.8771, -190.3888, -207.5702, -205.6171, -201.3751, -225.0568, -206.9599, 
0.00134, -198.5675, -194.8444, -196.5534, -198.6896, -198.5065, -209.6149, -193.41, -186.391, -198.3234, -182.851, -204.5184, -216.8781, -190.2362, -189.2597, -188.7103, -201.8024, -204.61, -205.2509, -200.9479, -201.4972, -181.3251, -210.1947, -204.3048, -184.7431, -188.985, -209.1266, -197.9877, -205.4035, -230.5499, -201.5888, 
0.00136, -195.882, -186.6351, -208.2721, -182.5458, -199.5136, -198.5065, -204.4269, -187.8559, -202.7789, -197.713, -184.8651, -236.9892, -190.8771, -204.1828, -190.4498, -204.2743, -199.3305, -197.652, -193.7152, -199.9408, -190.5109, -214.5282, -206.4411, -178.8837, -190.3583, -197.6825, -200.7648, -206.3495, -219.3195, -197.3163, 
0.00138, -185.0482, -186.6657, -207.0514, -193.6542, -181.1725, -202.1076, -214.2536, -194.5697, -192.4335, -194.8139, -191.9452, -214.0704, -191.7926, -204.549, -200.6122, -193.2269, -211.2018, -211.1713, -195.4242, -198.1708, -197.2247, -205.9833, -191.0907, -170.4303, -197.652, -193.5016, -211.629, -215.1386, -226.1249, -203.664, 
0.0014, -196.6144, -188.3136, -203.9691, -189.5038, -196.0651, -195.5158, -197.3468, -205.5255, -194.6918, -190.3278, -194.4782, -225.6671, -201.9245, -204.8847, -192.9523, -193.4406, -204.2133, -196.6144, -209.737, -191.7011, -190.4498, -209.9201, -197.652, -161.8854, -197.3163, -191.9452, -206.5936, -198.537, -229.0546, -184.1632, 
