Sweep Start (s), 84.80808, 84.97192, 85.13576, 85.2996, 85.46344, 
Time (s), Sweep #1, Sweep #2, Sweep #3, Sweep #4, Sweep #5, 
0, -444.5392, -219.1669, -425.8929, -230.0006, -216.5424, 
2E-05, -435.0177, -214.5892, -442.9523, -222.5543, -237.0197, 
4E-05, -438.924, -226.6742, -449.9713, -231.4655, -241.6278, 
6E-05, -455.3424, -228.4747, -438.6798, -230.1227, -234.1205, 
8E-05, -446.4923, -221.5167, -444.5392, -238.8812, -237.3248, 
0.0001, -429.4635, -234.6393, -449.6967, -224.0497, -243.7946, 
0.00012, -437.3981, -227.0099, -446.0651, -222.2492, -234.6393, 
0.00014, -436.5436, -223.1342, -440.816, -233.9069, -222.3712, 
0.00016, -446.0651, -206.3495, -436.8793, -228.2916, -223.653, 
0.00018, -436.1163, -204.6405, -437.2455, -226.369, -226.4911, 
0.0002, -441.0907, -205.9223, -451.5582, -231.0382, -238.9728, 
0.00022, -443.6847, -214.5892, -443.6237, -229.4208, -220.5097, 
0.00024, -439.5038, -206.9599, -441.2738, -227.3151, -223.1342, 
0.00026, -447.1942, -206.319, -440.1752, -226.5216, -225.9113, 
0.00028, -445.7904, -210.9577, -440.0226, -233.3881, -218.5565, 
0.0003, -438.3441, -212.6666, -436.4825, -235.9516, -229.5734, 
0.00032, -443.288, -217.3969, -449.3304, -235.2802, -218.0683, 
0.00034, -438.1915, -222.768, -436.0858, -231.2213, -215.1996, 
0.00036, -443.2574, -214.0399, -433.9496, -228.7189, -232.5336, 
0.00038, -444.6002, -197.4079, -448.9948, -214.9249, -236.5924, 
0.0004, -450.1849, -198.8727, -445.3021, -220.7538, -237.569, 
0.00042, -439.0155, -215.047, -443.6237, -225.6976, -220.1434, 
0.00044, -436.9708, -224.7516, -444.0204, -220.3266, -209.0045, 
0.00046, -440.2057, -231.9843, -431.3861, -206.5631, -205.5255, 
0.00048, -446.1871, -231.8012, -445.2411, -216.2067, -206.9599, 
0.0005, -445.3326, -233.4491, -455.3424, -237.1112, -209.2487, 
0.00052, -446.6754, -218.7091, -430.2264, -223.5919, -217.6715, 
0.00054, -445.2716, -226.2164, -446.6144, -221.4862, -205.5255, 
0.00056, -441.2128, -223.5309, -449.8492, -229.8786, -206.8683, 
0.00058, -437.9779, -230.1532, -444.0509, -235.036, -207.7533, 
0.0006, -448.3844, -224.2633, -435.4449, -228.2306, -211.7816, 
0.00062, -444.4781, -222.6154, -438.8934, -227.8339, -221.5167, 
0.00064, -439.2291, -223.7445, -441.6095, -226.5216, -223.2868, 
0.00066, -442.9218, -218.526, -445.8514, -228.078, -221.2726, 
0.00068, -442.0978, -221.9745, -437.7032, -217.641, -228.0475, 
0.0007, -441.6095, -230.611, -435.0787, -215.9931, -231.1908, 
0.00072, -442.7692, -233.6627, -449.8798, -231.6181, -216.9696, 
0.00074, -444.173, -239.4306, -441.64, -233.4491, -218.8922, 
0.00076, -442.0062, -234.0289, -440.9076, -228.7494, -221.944, 
0.00078, -445.6683, -232.5946, -443.7457, -225.9418, -232.4725, 
0.0008, -461.2018, -224.1413, -436.4215, -233.6933, -217.5495, 
0.00082, -445.3632, -220.7538, -437.5812, -226.6132, -224.9957, 
0.00084, -446.3092, -225.2704, -444.0509, -225.6366, -225.9723, 
0.00086, -444.5697, -229.9701, -439.1071, -224.3549, -235.6769, 
0.00088, -432.2711, -217.4884, -449.1168, -225.0568, -232.5031, 
0.0009, -440.0531, -229.2377, -449.1473, -227.6203, -219.5636, 
0.00092, -442.8912, -239.7052, -447.0111, -216.695, -224.4159, 
0.00094, -458.7909, -233.4186, -446.004, -218.7091, -227.2235, 
0.00096, -449.1779, -224.2633, -445.6683, -223.5919, -216.4508, 
0.00098, -436.1469, -235.7379, -448.0487, -217.6105, -217.702, 
0.001, -443.8373, -227.6813, -449.1473, -237.3859, -233.5407, 
0.00102, -452.0465, -230.3974, -453.4808, -230.5499, -234.8224, 
